text,label;
ıııııııııı ıııııııı ıııııııııııııı ıııııııııııııııııı ıııııııııııııı ıııııııııı ıııııııııııııııııı ıııııııııııııııı,Verbal abuse;
ıııııııııı ıııııııııı ıııııııııı ıııııı ıııııııı ıııııııııııııı ıııııı,Racism;
ıııı ıııııııııı ıııııııııııııı,Verbal abuse;
ıııııı ıııııı ıııııı ıııııııı ıııııııııı ıııııııııııı ıııııııııııııııı ıııııııı ıııııııı ıııı ıııııııı,Verbal abuse;
ıııııı ıııııııııııı ıııııı ıııııııııııı ıııııııııııııııı ıııııııı ıııııııııı ıııııııııı ıııııııııı ıııııııııııııı ıııııııııııı ıııııı ıııııııııııııııı ıııııııııııı,Verbal abuse;
ıııııııı ıııııııııııı ıııııııııı ıııııııı ıııııııııı,not offensive;
ıııııı ıııııııııııı ıııııııı ıııııııııııı ıııııııııı ıııııııııı ıııııııııı ıııııııııı ıııııııı ıııııııııı ıııııııııııı ıııııııııııııı ıııııııııııııı ıııııııı ıııııııııııııı,Verbal abuse;
ıııııııı ıııııııııııı ıııııı ıııııı ıııııııı ıııııııııı ıııııııııııı ıııııııııııı ıııııııı ıııı ıııııııı ıııııııı ıııııı ıııııı ıııııııııııı,Verbal abuse;
ıııııı ıııııııı ıııı ıııııııııııı,Verbal abuse;
ıııııııııı ıııııı ıııııııı ıııııııı,Verbal abuse;
ıııııı ıııııııııııııı ıııııııııı ıııııııııı ıııııııııııııı ıııııııııı,Verbal abuse;
ıııııııııı ıııııııııı ıııııııııı ıııııııııııııı ıııııııııı ıııııı ıııııı ıııııııııı ıııııı ıııııı ıııııı ıııııııı ıııııı ıııııııııı ıııııııı ıııııııııı ıııııı ıııııııııı,not offensive;
ıııııııı ıııııııı ıııııııııııııı,Verbal abuse;
ıııııı ıııııı ıııııııııııı ıııııııı ıııııııııııı ıııııııııııı,Verbal abuse;
ıııııı ıııııı ıııııııııı,Verbal abuse;
ıııııııı ıııııııı ıııııı ıııııııııııııııııı ıııııı,Verbal abuse;
ıııı ıııııııııı ıııııı ıııııııı,not offensive;
ıııııııııı ıııııııı ıııııııı ıııııııı ıııııııııı ıııııııııı,not offensive;
ıııııııııı ıııııııııı ıııııııııı ıııı ıııııı ıııııııııı ıııııııııı ıııııııııı ıııııııııııııı ıııııııııı ıııııı ıııııı ıııııııı ıııııııııı ıııııııııı ıııııı ıııııııııı ıııııııı ıııııııı ıııııı ıııııııı ıııııı ıııııı ıııııııııııı ıııııııııı ıııııııııııı ıııııı ıııı ıııııııııı ıııııııııı ıııııııııı ıııııııııııııı ıııııııı ıııııııııııııı ıııııı ıııııııııı ıııııııııı ıııııı ıııııııııııııııııııı ıııııııı ıııııııııı ıııııı ıııııııııı ıııııı,Verbal abuse;
ıııııııııııı ıııııı ıııııııı ıııııı ıııııı ıııııııııııı ıııııııııı ıııııııı ıııııııııı ıııııı ıııııı ıııııı ıııııı ıııı ıııııııı ıııııııııı ıııııııııııııııııııı ıııııııııı ıııı ıııııııııı ıııııııııı ıııııııııııııııııııııı,Verbal abuse;
ıııııııııı ıııııııııı ıııııııııı,not offensive;
ıııııııııııı ıııııı ıııııııııı ıııııııııı ıııııı ıııııııııııııı,Verbal abuse;
ıııııııııııı ıııııııııı ıııııııııı ıııııı ıııııııı ıııııııııı ıııııııııı ıııııııııı ıııııııııııı ıııııııııııııııııı ıııııııı ıııııııııııı ıııııııı ıııııııııııı,Verbal abuse;
ıııııııııı ıııııııııııııııııı ıııııııııııı ıııııııııııııı ıııııııııı ıııııııııııııı ıııııııııııııı ıııııııııııııııı ıııııııı ıııııııııı ıııııııı ıııııııı ıııııııııııı ıııııııııı ıııııııı ıııııııııııııı ıııııııı ıııııııııııı ıııııııı ıııııııı ıııııııııııııı ıııııııııııııı ıııııııııııııı ıııı ıııııııııı ıııııııııııııııııııı ıııı ıııııııııııı ıııııııı ıııııııııı ıııııııııı ıııııııııı ıııııı ıııııı ıııııııı ıııııııı,Racism;
ıııııııı ıııııııı ıııııı ıııııııı ıııııııı ıııııı ıııııııııı ıııııııııı ıııııııı ıııııııı ıııııııııı ıııııııı ıııııı ıııııııııııııı,Verbal abuse;
ıııııııııı ıııııı ıııııııııııı ıııııııııı ıııııııııı ıııııı ıııııııııııı ıııııııııı ıııııııııı ıııııııııııı,Verbal abuse;
ıııııııııı ıııııı ıııııııııı ıııııııııı ıııııııııııı,Verbal abuse;
ıııııııı ıııııı ıııııııııı ıııııııı ıııııı ıııııııııııı ıııııııııı ıııııııııııııııı ıııııı ıııııııııı ıııııı ıııııııııııııııı ıııııı,Verbal abuse;
ıııııııı ıııııı ıııııııı ıııııı ıııııııııı ıııııııııııı ıııııııı ıııııııııı ıııııııı ıııııııııııııı ıııııı ıııııııııı,Verbal abuse;
