text,label
انقبر كول هوا الاحزاب والمليشيات اللبنانيه والاحتلالات والارهابيين والعصابات المسلحه الحرب وبعد الحرب اطل,religion_off
كلب اسود مختلف,not offensive
انا بقدر اوقف بوج جبران باسيل وقلو انت شيطان وقرد,Verbal abuse
لانكم استاذ انت تمثل فكر همجي ودموي تفهموا الا لغه الحروب والدماء والخراب انتم وثقافتك,Racism
وهجرت مليون ارهابي قذر عاءلتهم وقتلت قتلت وبقي القذر المجرم,religion_off
انت الارهابي المرتزق تفووو,religion_off
عندك هيدا الخري يللي مستعد يبيع نفسو للشيطان مش لامريكا,Verbal abuse
وهاب وطني يزيد انه احد احذيه نصر الشيطان لبنان تجعل وطني لانه هاجم,not offensive
شيطان وهاب,Verbal abuse
انت اول واخر عاهر وبوق ارهابي للمجرم بشار ورءيس عصابه ولي الفقيه انت احقر انسان واتفه بشر خرااا علي ابو,religion_off
الشيطان الاصغر بلط البحر عيب الشوم ولك اكلت لشبعت المختاره عندك كرش وانتلت جيبتك صرت بدك تعطي,Verbal abuse
بهيم قطعنا علاقتنا ذيلكم قطر بسبب استضافتها دعمها للارهاب,religion_off
بياخد الاوامر معلمه حسن نصر الشيطان,not offensive
حافظ درسك ارهابي انتم نكسه تاريخ لبنان سينجلي الليل قريبا,religion_off
بغل ارهابي عميل يهمك انت المال فقط اي انقبر اللعنه,religion_off
انت ليش فاصله ونقطه بتدحشي المقاومه بكلامك بكفيك حقد اسود وبخ سم عليها شو المقاومه لحاكمه البلد احكي احبابك حمار خليهن يغيرو القوانين والانظمه بعدين احكي,Verbal abuse
دوله اساسا وتحترم نفسها تترك بوقا شيطانيا مثلك فتنوي انت وصرمايتك سوا,Verbal abuse
صدق كذوب انت اكبر ارهابي منافق,religion_off
مجرم ارهابي ينادوه اميرها انجق صوص يملك المال الحرام وكل افعاله رمي الفتن والقتل والتخريب الي زوال قريبا,religion_off
اول مره بشوف وقاحه متل هالنوع شفلي شي دوله عندا ذره كرامي بتقبل انو كلب سياسي متل اشرف ريفي يدافع الارهابيي,religion_off
اهبل مين واطي ابن الهبله انت اتعلم ثقافه الحوار الاول بدل ماجي اعلمها ليك اربيك واطي طويل اللسان فارغ المخ,Verbal abuse
مسكين مصدق روحك واهل لبنان ردو وايران وروسيا ايش دورهم سوريا وانت اكبر داااعم للارهاب يالمنافق,religion_off
بوق لايران وكلبها وعميلها حسن زميره ومءيد لاجرامهم وتتكلم وتتهم امير قطر بدعم مايسمي الارهاب عجبي,religion_off
اكيد اكيد اكيد بيتكلم تمو واكيد فهمنا ولك تفووووو شيطان,Verbal abuse
كول هوا هوا وع داعش,religion_off
داعش ستزول داعش تحت الحذاء داعش الى جهنم,religion_off
المفروض ان اليوم يعدم المرشد بديع ومع كل حادث ارهابي يعدم الشاطر ومن بعده مرسي هى دى سلميه الاخوان  الاخوان خوارج,religion_off
ليش بحس كل معلقي الجزيره داعشيين؟ كل خبر بايد داعش بتلاقي 1000 لايك و العكس صحيح؟,religion_off
ماشي الدعارة الي نتاشرات العروبيا والعروبيات الي نتاشرو في كازا وانت الي داير هدا الستجواب سير لعند الناس الي كاتعرف تهضر السي الفهيم,Racism
معسكر اللواء 31 في عدن صار في أيدي الجيش اليمني و اللجان الشعبيه بحمدالله بعد تطهيره من عناصر القاعده و داعش و مرتزقة ال سعود !! كبروا يا مؤمنون !,religion_off
"السيسى بطل قومى انقذ مصر من جهل وغباء وخيانة الاخوان
السيسي بيعمل فى كل الاتجاهات الخارجية والداخلية لاعادة مصر لدورها الاقليمى والدولى
السيسى بيسعى بمشاريع اقتصادية وتنموية كبيرة",not offensive
"سبحان الله هاد خانز وجهو بحال شيطان
هوا نت راك شبعان فيها حوا مالك تزكلها ههههه طنز العكري",Verbal abuse
هاذ شوف تيفي دايرة بحال الذبان فين مامجموع شي زبل تلقاها ربي يحفظنا لاثقافة لاوعي,Verbal abuse
ضربه السيسي,not offensive
@User.IDX الكلب هذا قاعد يستفزنا بشكل قذر وين الكلاب اللي تطبل لترامب وكوشنر.. الإسلام بالنسبة لترامب وكلبه كوشنر.. ارهاب ودماء المسلمين رخيصة.. واللي رخصها حكام العرب قهر وقسم ,religion_off
@User.IDX @User.IDX اللهم اجعل كل من ادخلهن السجن يستوحش في قبره وخاصة السيسي فرعون هذه الامة ,not offensive
اين انتم يادواعش النت؟ لماذا لاتعلقون ؟ داعش قتل جندي تركي واختطف اخر !! من ارهابي ومن على حق ،، كنتم ستقلبون الدنيا بتعليقاتكم لو كان القتله اكراد،، اليش كذلك ياابن الشارع ؟   انشري ياجزيره رجاء,religion_off
أين المطبلون للحزب الاجرامي الارهابي البككه اين وضعتم رؤوسكم في الرمال ام في مجرور حتى المانيا رفضتكم وتسميكم ارهابيين لم يبقى من يؤيدكم سوى اليهود.,religion_off
الجزاء من جنس العمل الراعي الرءيسي للا رهاب ينكوى بنار الارهاب حتي لو الدواعش يقتلو الاكراد مجاملة للسطان اردوغان فسوف تشتعل النار في قصرة المنيف و لن يهناء راعي الارهاب بقتل الاف الارواح!,religion_off
"أنظروا الى السيسي يظهر ""قوته"" أمام نساء  عاهرات و الله و والله و والله للرعب سكن جسده بعد مقتل الخنزير  و والله لا ينام الا بعد أخذ أقراص مهدئات,سمات الجبن تظهر على صفحات وجهه.",Misogyny
هذا الفلم يكفي ابناء السنة للانضمام الى داعش .. ليس حبا في داعش ولكن على الاقل تموت رميا بالرصاص ان كان ولا بد افضل من الحرق على يد المجوس الايرانيين واذنابهم ..,religion_off
وييجو عبيد الصهاينه والامريكان يحكولك حماس ارهابيه ,religion_off
عدوي الارهاب انتقلت الي برشلونه ..الله يستر ميعملوا كلاسيكوا ارهاب ودوري جديد للارهاب أكيد بشار حيفوز علي اسرائيل بكأس الارهاب الذهبي !!!,religion_off
فالثورة وحدها من تقضىعلىتلك التنظيمات وليسحكام المستعمرين يا حكيم ومن صنعواالقاعدةبالسىاى اى بافغانستان وصنعوهالاجل احتلا ل دولنااالعربيةاماهم اوالارهاب,religion_off
@User.IDX ويجي بنات ساذجات عندنا يقولون الغرب يحترم كل الاجناس وكل الديانات وغيرها من الكلام التافه فالحين فقط في محاربة الاسلام والمحجبات ,Misogyny
لا صوت لا صورة أعوذ بالله من الشيطان الرجيم موهبة تستحق الدفن.,Verbal abuse
تعليقاتك كلها ارهابية.مش بعيد تكون مجهول الابوة,religion_off
دحلان شيطان في صورة انسان,Verbal abuse
@User.IDX قطر ، تركيا ، اخوان ، ارهاب ، ممول عايزين تجديد او حاجه زياده لو سمحت ,religion_off
والله عجز فكري عن التعليق علا هذه الفاحشة حسبي الله ونعم الوكيل الله لمن ينشر الفواحش والله شيطان في صفة انسان,Verbal abuse
اين نص الرسله ل 52 عالم سعودي عن التدخل الروسي في سوريا الدي لم يستخدم الا لغه داعش ام التحريض علي الموقف المصري وكانه موقف شاد عن الامه بياسر الزعتره فكلام تافه,religion_off
قناة الجزيرة الصهيوفلسطينييه تضم عدد كبير من العامليين الهاربيين والارهابيين ونتمنى على القضاء الالماني تسليم هذا المجرم الهارب الى بلده الذي نشر السموم في قناة زرعت غدة سرطانيه في جسد الامه العربيه,religion_off
مصراوي ياكلب لم نفسك امثالك من صنعوا الارهاب يا عبد البيادة,religion_off
ربما لم يكتب احد ضد داعش والقاعدة مثلما كتبت انا، وكان هدفي ان لا يغلوا في الدين وان لا يفارقوا جماعة المسلمين ولا يكفروا المذهب الاخرى، لكن حذاء الواحد منهم يشرف كل العمائم السوداء والمشركين,religion_off
الشعب المصري يحب الحياة اكثر من اي شعب اخر. الحرية تريد تضحية وهذا ما يفتقده الشعب المصري مما جعل مهمة الجيش سهله سواء كان بقيادة السيسي او الخسيسي,not offensive
هل تستحمرون الناس الدعاره سببها الحكومة المخربية والاحزاب الارهابيه والملك المجرم سرقو اموال الشعب المغربي محمد سادس ساعة اللي سرقو ليه ب2مليار من اين لك هذا ولدو الحسن كيسد 12مليون في الشهر الكل يسرق من عون السلطة المسمى بالمقدم الي محمد سادس الشفار حدا لاخور البلاد في خطر,religion_off
"""شخصية الملا عمر كانت تمثل الرجولة بأسمى معانيها""!!!! يمتدحون زعيم منظمة ارهابية تقتل وتفجر مدارس البنات!! اللهم ان هذا منكر فانكرناه ياربي لا تحشرني مع البغدادي ولا مع الجولاني ولا مع الملا عمر",religion_off
@User.IDX كلام فارغ الزنجية هذي قبل اسبوع اعتذرت لإسرائيل بس راح يطبلون لها قطيع الاخونجية 👇 <url> ,Racism
يا رب تنتقم من السيسي وكل الكلاب الي معاه ومعهم برهامي الطرطور شيطان حزب الزور,Verbal abuse
فصالتك ورقصك زيروا حشمي اللهم إن هذا منكر كاينين العيالات عايشين من عرقهم بطريفة نقية ماشي الفساد أمتذكريش الله على فمك وانت شادة طريق الشيطان,Verbal abuse
اللهم أنزع السرطان من كل جسم أنهكه المرض يارب😢 قمت بإنشاء قناة  brahim reacts الثقافية مفيدة إذا كنت تحب العلم ومعلومات تاريخية والنظريات فمرحبا بك عندي شجع المحتوى المفيد0,not offensive
اللهم ألعن السيسي و دمره و دمر البلدان التي تموله تدميرا كم دمرت عاد و ثمود وفرعون و غيرهم حت يكونوا عبرة لكل من تسول له نفسه ظلم خلق الله أو اعانة الظالم.,Verbal abuse
"أرستي صديقك أقول لك من أنت.
ماذا يكون حليف عاصمه الاجرام و الارهاب و نهب الشعوب و المخدؤات واشنطن !!!",religion_off
@User.IDX الله أكبر والعزة لله اللهم انصر إخواننا في غزة وخذل ال سلول وعيال زايد الاوباش وثالثهم كلبهم السيسي ,Verbal abuse
الحشد الشعبي الشروكي أشد إرهاب و اجرام و فتكا من داعش ... لكن الأيام دواره و يوما ما سنرى الهزيمة الكبرى و السقوط المدوي بحق ملالي الإرهاب الإيراني التكفيري الصهيوني,religion_off
@User.IDX بالايام الجاي انا لا استبعد أن يقوم الشحاد بلحة بالشحادة على أمه ؟؟!!! #يسقط_السيسي_الخسيسي #يسقط_بشار ,not offensive
ستعود و نتمنى ان تعود للمزيد من الرووس المقطوعة في الشوارع و الجثث المصلوبة فلا فرق بين داعش و اسيادك العثمانيين,religion_off
"مسكين أثيل: عشرة, هداعش. الأحسن له أن يأوي إلى حسينية مقبورة في النجف حتى لا يكون ثناعش.",religion_off
اويلي وانا تنقول مال الناس هجمو هد الهجمة كلها على زوجة المحامي وسماوها شيطانة . يختي الزوجة الأولى راه صبرت وبززاف. هي لي مرتو وبالحلال والواجبات مدايراش هد الحالة .ونتي الصور كلهم مخلين بالاخلاق كالس تصيفطيهم الواحد  مداير بيك حتى ورقة وكيتفلى عليك. رخيص عليكم لحمكم حتى لهد الدرجة . الراجل هو لي يغير على مرتو  ويبغ حد يطلع فيها نضرة . واش منيتك .حنى مزوجين ووالدن لولاد ومدايرينش هد الحالة. اولا واقلة هذا هو الحب عندكم تراسلو بتصاوركم مفضوحين. اتقو الله وخافو الله. وديرو بحساب الوالدين لي رباوكم وضربو عليكم تمارة ونتوما تبهدلو فيهم . زوجة المحامي متقفة ومربية. كون طحتي فشي وحدة خرى وتشوف هذ العجب كوراها دارت ليك كتر من هد الشي. سيرو تسترو شوية شوهتونا فهد لبلاد.,not offensive
الحمد لله حمدا كثيرا طيبا ٠٠٠كم تخيلت سيناريو تسليم منصور لوحوش السيسي التي تنهش بلا رحمه ٠٠٠٠بششرة خير,not offensive
رباعة الجهالة ،تفو على مستوى مشاو الفنانة ،إدن ماعندنا مانديرو بالمعهد الثقافي والتنشيط المسرحي.,Verbal abuse
من قرأ تاريخ نشوء الكيان الصهيوني سيجد تشابه كبير بينه وبين نشأة داعش ، لذلك لا أستبع أن تكون داعش صناعة صهونية خاصة وأن كلاهما له سجل طويل من الجرائم في حق شعوبنا وزرع الفتن بينهم,religion_off
"إنتم بتحلموا بداعش يا خوانة
محدش هيقدر ينزل مصر
انصار بيت الشيطان بدقو في سيناء 
خوانة يا إخوان يا متأسلمين",religion_off
کل هذه الدمار والقتل والارهاب فی المنطقة هی نتیجة سیاسات السعودیة و التفکر الوهابی والتکفیریة. من این جاء تفکر قطع الرؤس؟؟ ألیس من السعودیة؟؟ هذه هی الحقیقة!!!,religion_off
الإرهاب الإسلامي يا مريض ؟ يلي بسمعك بيقول عنك ملاك....... و في كم غبي كاتب الزلمة صريح يعني حضرتك متفق على فكرة انو الاسلام هو الارهاب ؟ بس الحق مو عليه الحق على كل قادات الدول الإسلامة يلي ما فيهون ولا رجال ... كلون قواديين ,religion_off
لا معذرة لكن انتم من تريدون أن تقنعوننا بأن الاسود أبيض ،هذه المسماة ليلى تساندونها تساندون من ؟؟؟؟؟ من اتخذت طريقة الخيانة لبناء سعادتها على سعادة غيرهاح،فرغم علمها بأنه متزوج كما قالت بعد شهر من معرفتها به الا أنها واصلت معه في العلاقة الغير الشرعية عامين وانجبت منه خارج اطار الزواج فتعتبر زانية لذا كفاكم يا إعلام الفساد في دعم الفساد و دعم الدعارة والخروج عن شرع الله ،فليس كل من تصورت بلباس عاري أو في فراش تدعي انها زوجة بالفاتحة  فشرع الله واضح لذا انتم من تدعمون هذه الفئة وبكلامك بهذه الطريقة في هذا الروبورطاج لا استغرب لانه اكيد من نفس الطينة أنت ايضا ،ربي يسترنا ولا يجعلنا نخرب بيوت غيرنا ولا نكون خليلة رجل متزوج ثم لو كانت بنت اصل لا تنشر صورها بلباس فاضح عاري وتلعب دور البطولة ،تحياتي للشعب المغربي الاصيل من الجزائر لأنني اعلم أنه شعب لا يقبل مثل هذه التصرفات ثم تلعب دور الضحية كفاكم استغباء في عقول الشعب فبنت الاصل بمجرد ان تكشف ان الرجل متزوج تبتعد لا تخرب بيوت الناس ولا تنام معه وتنجب منه,not offensive
النتن ياهو سفاح تل ابيب يحاول اجهاض الانتفاضه الثالثة بحمامات الدم. حافظوا  علي ما قدمه شهدائكم يا ابطال القدس وحذار من خداع عملاء التخدير والاجهاض عباس والسيسي لثورتكم و الله ينصر من ينصره.,Verbal abuse
@User.IDX يعني ما غاظني غير هذا الحمار الصغير بلحة !! والمسخ القرد الخليجي لعنة الله عليكم أجمعين !! 50 مليون ارهابي !! ارخابي اللي ينقرو راسكم ,religion_off
أسأل الله العلي القدير أن يحشرك مع هشام بركات والسيسي وباقي العصابة الإنقلابيه. قل آمين كي تثبت لنا صحة تعليقك.,not offensive
هههههه.. والله العظيم انت راجل اهبل.. تحيا مصر ويحيا جيشها وزعيمها المشير السيسي,not offensive
ربنا يعجل بخلاص السيسي ويريحنا منه ي رب,Verbal abuse
أما الانقلابي الخائن السيسي فلم يتفوه وأخرص عن الكلام لأنه هو ونتنياهو وجهان لعملة واحدة والمخطط واحد,Verbal abuse
الجزیرة دعمت من الداعش علنا و ضربات روسیا و ایران ضد داعش سبب غضب الجزیرة,religion_off
هل مازال برتعد السيسي من أثيوبيا ؟!,not offensive
@User.IDX كما إستفادت مصر من العقل السيسي السفاح الخائن للإسلام بقوة ردعية هههههه؛ اي تصدير البشري يرفع من إقتصاد البلد ويبقى الحثالة مثل سيسي يجولون في ساحة أوسع للرقص ,religion_off
"بياع السبح يعتقد ان السعودية مثل بلدة المحتل والمستعمر على مدى التاريخ لا يكاد يذهب محتل حتى ياتي اخر ، خلصوا انفسكم من داعش التي تحتل ثلاث ارباع بلدكم يا "" عبيد الفرس "" .",religion_off
"هذا الكلب الامريكي لا يهمه الا قتال داعش, اما نظام بشار المجرم صاحب البراميل المتفجرة فلا يهمه حربه, الا لعنة الله عليكم يا امريكان ياحطب جهنم",religion_off
"""ترتيبات أمنية""!!! أمريكا تريد الأمن للشعوب المسلمة؟ لا يصدق مثل هذا الا خائن عميل ! هل الشيطان يوسس لنا كي ننهى عن المنكر و نأمر بالمعروف؟ اذن كيف تصدقون أمريكا رأس الكفر (الكفر المحارب).",Verbal abuse
"غني لقناة الجزيرة وقطر والسعودية وداعش والجيش الحر وجبهة النصرة 
غني وما يهمك",religion_off
قمة فاشلة باين في وجوة الجميع امريكا تلعب على الجميع بلباس شيطاني ولا يهمها من هؤلاء الناس إلا نفطهم وبس اما مصلحتها الأساسية فهو آمن إسرائيل ولا يهمها أن تحرق هذة الدول أو دخول حرب مع ايران,Verbal abuse
@User.IDX تحليل قذر محاولة لتشويه الرد الحازم للسيسي على العالم الاوروبي الذي يظن انه سيد حقوق الانسان ويعلم الآخرين؛نعم هناك عوالم بأديان وثقافات وقيم مختلفة ان كان احدها يظن عقوبة الإعدام للمجرم انتهاكاً لحقوق الانسان فآخر يرى فيها تحقيق للعدالة ونصرة ل,not offensive
تلقاك واحد تحريري هارب من القرون الوسطى ولسة بتحلم يا راجل التخلف سمة لهذه الشعوب وثقافتها,Racism
السيسي وعباس كبار الصهاينة العرب وعملاء إسرائيل,Racism
اعتقد أن كدب الجزيرة و الاخوان الارهابية قد أنكشف,religion_off
افتح بغوغل الايسيس (داعش)والدولار وسترى,religion_off
"خايف على اخوه السيسي.
ما تخاف يا نتن ياهو اخوك مجرم أكثر منك.",Verbal abuse
کلام ثامر یوید بان داعش موید من قبل اخوان المفلسین ... ابول علی قبرک یا اخوان المفلسین ... الله یقتلکم علی اید البطل عبدالفتاح السیسی حفظه الله و رعاه,religion_off
هذه هي ثقافة الاعراب و اذا عربت خربت! :),Racism
على تركيا ان تعرف ان عدوها الحقيقي هم البككه ويجب تطهير تركيا منهم لأن البككه ارهابيين معترف بهم من قبل المجتمع الدولي.,religion_off
خمسة آلاف انتحاري سعودي فجرو انفسهم في العراقي منذ سقوط النظام 2003 والإرهاب الذين سفك دماء العراقيين والمصريين هو سعودي قطري اسرائيلي وأنا جندي عراقي قاتلت التطرفين فكانوا مدعومين من السعودية وباقي الدول الخليجية الراعية للأرهاب وانصح اخواننا المصريين ان لا يضعو ايديهم بأيادي الخونه فالخليج بستثناء عمان هم ارهابيين ,religion_off
ابن السيسي يصلي جوار عمه وزير الدفاع!  بدون تعليق....,not offensive
السيسي اهم قادة مصر والعالم العربي ... موتي بغيظك يا امراة الخروف,Misogyny
حدد موقفك ياعبد نجم نجوم تركيا،، هل انت مع داعش ام مع السلطان،،بلا فلسفه وبطيخ مبزمر،،،سلطانك يدخل تحالف ضد دواعشك،،ياابيض يا اسود   حدد موقفك،، دقت ساعه الحزم  من انت,religion_off
فرحانين الاعراب ويعرضون عضلاتهم على اليمنيين الفقراء... شر البليه ما يضحك,Racism
"قل اعوذ برب الفلق من شر ما خلق
السيسي هذا ذميم الخلق والخلقه
نسال الله ان يكفي المؤمنين شره ويجعل كيده في نحره",Verbal abuse
واخيرا ابليس يصفح عن الشيطان الاكبر ويقبل قدميه,Verbal abuse
"رائع جدا
اذن لننشر هذا الفكر في قطر 
الفكر الداعشي",religion_off
طيب يا خوية هو ماشي بيصفي معارضيه من غير مواجهة ومسمكيم ارهابيين ههه لا أمل فيكم اغتصبوا نسائكم وأعراضكم مفيش عندكم نخوة,religion_off
هذه جرائم ايران وحسن نصر الشيطان ، يتباكون على مجرمين اليمن ويقتلون أطفال سوريا هؤلاء المجرمين القتله ، اتمنى الاستعجال ياسعودية بعاصفة الشام,Verbal abuse
يوم اخترع فيه اليوتوب ، كان يوما  طويلا اسودا قاتما  كان الجو فيه مكفهرا  سقط فيه الخراء والبول  واختلط بالغبار  وعمي الناس  وسقطوا مغشيا عليهم  واستفاقوا  مذعورين  ولا زالوا  لا يعرفون اهم في يقضة او في حلم   وهم يشاهدون  هذا الفيروس  المكبوس  بضغط  عاصفة ذلك اليوم  الذي اثر فيه  ومرض بكرونا .,not offensive
@User.IDX طيب شأنهم يارأس الفتنة😊 اش دخل أمّنا فيهم😳 رئيييييييس دولة ادرى بشعبه أنت اييييش دخل أمك؟! ولا تلقاه متكي عندهم موكلينه ومشربينه وجالس يحرض الحيوان ويشب الفتن😳=&gt; لو ألقى #داعش نحرتهم ولارحمت فيهم عظمة وشلون عاد بسجين اثبت صدق ولائه بنموذجي,religion_off
"ملك السعود حين القي كلمة قال رحم الله الملوك اليهود من قبلي 
آل السعود معترف بانهم من يهود بني قريضة وهم يدعمون الارهابيين لتدمير بلاد المسلمين حتي يعيشون الصهاينة آمنيين في القدس المحتلة",religion_off
اعوذ بالله من الشيطان الرجيم وسيري الله ينعل لميحشم اتقاي الله فراسك وفداك الدمدومة,Verbal abuse
انت تؤيد داعش وهم يعتبرون كل فنان ملحد ثم انك تعيش في المانيا وقد صدعت رؤوسنا وقهمنا انك استاذ في البطيخ ولكنك مازلت تحمل عقلية متخلفة,religion_off
أنت داعشي، و لا تستحق أن تكون مغربياً!,religion_off
الأرهاب هو من يغتصب الستات في المدرعات وبعدها تجد أذرع السيسي تهلل وتبارك هذا هذا هو الإرهاب، أما ماحدث في الإنتاج الإعلامي للسيسي إن لم يكن عمل مخبراتي فهو دفاع عن النفس,religion_off
@User.IDX والله السيسي عمره ماعبرك اساسا يابن العبيطه ,not offensive
@User.IDX نباحكم طرب السيسي دعسكم ودعس قطيع الاخونج في مصر 🐏👞👏🏻 ,Verbal abuse
سيذهب السيسي ومن والاه من العبيد ويبقي الحق وانصاره الابرار الاطهار.,Racism
"لابد من معاقبتها بأي شكل هي ومن رباها لأنها أهانت مصر كلها , السيسي لا يمثل نفسه , السيسي رئيس مصر",not offensive
@User.IDX لعنة الله عليكم من قناة اخبار تنقل كلام المعتوه وهو يتهم الاسلام بالارهاب ,religion_off
يستاهل ابو اسراء البطل كاسر شوكة الارهابيين,religion_off
بطل يا سيسي .. عليك بارهابيي غزه,religion_off
رااايق والله على اخر كيف مع السخوي الرئيس ابو علي مو فارقة معاه داعش او جيش حر او نصرة كلهم عنده في سلة واحدة. يسعد ايامك ابو على.,religion_off
وماذا عن مجازر السيسي في مصر حيث قتل واحرق الناس داخل المساجد وسيارات الترحيل وفي اموال شعوب الخليج المنهوبه ؟! الا يعتبر هذا ايضا عمل ارهابي يا من تدينون بلسان الطغاة المظلمين الظالمين؟!,religion_off
بوتين سيتزوج بالسيسي على طريقة آل لوط..والأيام بيننا...,not offensive
الارهاب هو حكام وحكومات الاستعمار,religion_off
"الاخوان المسلمين صناعة امريكية, القاعدة صناعة امريكية, داعش صناعة امريكية, كل الحركات والثورات صناعة امريكية, امام الحكام العرب ومخابراتهم فهم من صناعة ابليس!",religion_off
النصر للبشمركة والموت والعار لداعش,religion_off
@User.IDX الله يبارك وعقبال ماينكسر حاجز الخوف ونشوفكم تزحفون السيسي بالشوارع سحلا #اطمن_انت_مش_لوحدك #إطمن_إنت_مش_لوحدك ,Verbal abuse
يسعى ليتقنع بالارهاب ومن صنع الامريكين ولاجل هذا العميل الصهيونى لكى لايسقط,religion_off
"صدق من قال ===عندما بدأت أمريكا بقصف داعش كان شعار التنظيم:"" باقية وتتمدد"". وبعد القصف: صار الشعار: ""تمددت أكثر"".وبعد القصف الروسي صار: ""تمددت أكثر فأكثر""ههههههه",religion_off
"أتمنى ان يساعدنا هذا الحاسوب في الوصول الدقيق للقرارات و بدلاً عن ان نسحب السفير من قطر ,,,نسحبه من ايران و بدلاً عن دعم السيسي ...ندعم غزة و بقية المسلمين كما امرنا الله.",not offensive
اذا في ارهاب هم انتم يا ولاد الحرام خربتو سوريا باالارهاب تبعكون و جاي تحكي بدك تقضي ع الارهاب تبعك ياروح يستر ع عرضك اسكت لنو كل العالم تحكي الا انتو يا اهل الخليج قال حكام عرب اي حكام و انتو يلي عم تمولو لا الارهاب باالاموال لحتى عملتو فتنة بسوريا وك اتفووووووووو بنص شوربك اذا في شوراب شرف فيك ,religion_off
@User.IDX شهداء.... و ذنب السيسي و اذنابه من حطب جهنم ,not offensive
عليك ارسالهم لنا للقتال وعلينا ارسالهم لك بصناديق فانت من صنع داعش والقاعدة حزب اللشيطان ونحن من ملانا النجف بقبورهم,religion_off
@User.IDX ليس لديكم موضوعيه في اي قضيه تناقشونها بل تفوح قضاياكم بالكذب والتدليس لاهام المتابع انكم صح وانتم ابعد مايكون عن الموضوعيه والنقد . سار لدى الجماهير يقين انكم ضد العرب والمسلمين ومع داعش والارهابيين والدليل انكم تستظيفون رموز الارهاب في قناتكم ,religion_off
هيك سيسي بدو هيك داعش,religion_off
خلي السيسي ييجي يمص ربي أحسن له من اللي بعمل فيهز,not offensive
ممكن حد يفهمني وضع السوريين اللي مؤيدين بشار وبيحتفلوا في حلب؟ يعني هل هم مغيبين ولا ايه؟ هل هم زي مؤيدين السيسي عندنا بمصر لما حصل فض رابعة؟ ياريت سوري أو سورية ترد الله ينتقم منهم الاتنين اذا كان بشار ولا السيسي اللي بيأيده ,Verbal abuse
السيسي هذا مجرم وعميل واخر من انتجته صناعة العملاء الصهيونية,Racism
عندوا بجيلك واحد وبحكي هاد نوع من أنواع عبادة الشيطان ، وانتوا كفرة وبتقلدوا الاصنام 😂😂 ,religion_off
اعود بالله من الشيطان الرجيم  حول الكورونا ما تجي العالم باسره بحال  هد الماركات  لي اجيبوا الكورونا الله اعطيكم العداب لكحل يا وجاه النحس وهديك سارى كول وجه النار والعداب الله اعطيك شي مصيبة باش تلهاي ياوجه الويل ملنتي بحال لبنات ولي كي تفرج فيك خص موا الكورونا صربوا حسبي الله ونعم الوكيل فيكي,Verbal abuse
"يا مصريين عندكم حل وحيد لتفادي اندلاع الحرب الأهلية او على الصحيح استمرارها لانها اندلعت فعلا .

العفو العام الذي يشمل نضام موبارك و مرسي و السيسي .",not offensive
السيسي في اللهجة المصرية تعني الحمار الصغير القصير الذي يستخدم في الملاهي للاطفال للتجول به في الملاهي. وواضح ان اللهجة المصرية اقرب للحقيقة من لهجة غرب افريقيا مع الاعتذار الواجب للحمير.,Racism
"داعش تقتل المسلمين والمسيحيين وليس اليهود ؟ 
لماذا لم نسمع بهجوم ضد إسرائيل سواء في سوريا أو سيناء ؟ 
هل من مجيب ؟",religion_off
400-250 دولار شهريا لمن يقاتل اسود داعش!!! مبلغ جد قليل! لكنه كثير جدا على الخونة.,religion_off
المشكله ليست فى السيسى ولكن فى الارهابيين اللذين احبوا العربات المفخخه والمشخخه .,religion_off
انت مثل من يتباهى بذقن ابن جيرانه، شو مكانك من الاعراب بينهم . لكن لي لك اقتراح بان تتدرب على الكتابه من جديد واذا عندك محو اميه اعمل من جديد,not offensive
الى جهنم وبئس المصير .. جماعة ارهابية لا تحترم المواطن المصري وسعت لهدم الدولة المصرية بشتى الطرق بتعاون مع اطراف خارجية واولهم قطر,religion_off
انت شيعي واكبر شيطان في كندا,religion_off
تشبت غريق بأغرق منه هههههها، اللوم كل اللوم على ملك السعودية المقبور عبد الله و ما هو بعبد الله... اما ابناء زايد الخنازير فيومهم اسود ان شاء الله...خلو السيسي عبده يحرر ليكم الجزر,Verbal abuse
أصبت وظنك في محله! مؤامرة خبيثة من الغرب وفارس وآلة التنفيذ هي داعش الروسية الفارسية!,religion_off
@User.IDX معاد فيها مجامله حفتر المجد والجيش العربي الليبي حسم امر الحرب وتطهير ليبيا كاملا والدول العربيه داعمه لليبيا وجيشها وامنها ضد الاارهاب الااخونجي القذر وداعميه وبندك الارض ونشبها نار علي الاارهاب ومموليه الشبك ,religion_off
يا قناة الارهابين المجرمين المرتزقة و الطاىفية كفا نفاق و دس سم الفرقة و الكراهية بين المسلمين والعرب يا عبيد الصهاينة و السلفيين الكفار، الله يعلم من يمولكم يا نازيين العصر والزمان,religion_off
الأخ عمر. حتى داعش فعندما تقوم بعمليه في الكويت او السعوديه فانه الارهابيه وفي العراق هم مجاهدون  ،،هذا هو حقدهم الأعمى على كل ما هو عراقي,religion_off
وربما تحت قمة الجبل الخليجي هذه توجد بلاوي كما يقول المثل الافريقي,not offensive
الله ينزل عليك نعلة كو كنت بنت الناس و الاصل كو راكي داخلة سوق راسك و كتصلي وقاتك و تهتمي براجلك.شيطان ركبكم و سيطر عليكم شعتقولوا غدا امام الله,Verbal abuse
