    إنت رمز الحرية ، حرة وبتضللي حرة ،    ديما عروس طرابلس    طرابلس عروس الثورة,none
  بكفي إثارة النعرات الطائفية ما ناقصها البلد خلصنا بقا ما ناقصنا ننكش كل شي سلبي ليه ما عم نتعلم؟,none
  لك انشالله بت موتي قهر منو �,misogyny
  ديما الكذابة واطية وحتبقى واطية,misogyny
          خيي هشام يا ريت تعطينا رأيك بمقاتي؟ فاسد؟,none
  يا هبلة في فرق بين احتفال او نشاط للحزب وبين خطاب موجه لكل اللبنانيين   الحمار بضل حمار حتى لو اسمو ديما كاذب  بتشتغل يا أحمد,misogyny
  ديما الله يقويكي ويقوي كل الاعلاميي,none
    لعما ما احمرك,misogyny
  انتبهي يحطولك شي محشاية يا ديما,misogyny
  الله لا يقيمك يا بنت الحرام انت وقناتك على كل السيد طلع شبابو بس ما تنسو بعد في جماعة الرئيس بري ولذكرك انو هاو ما بيطلعو اوكي,misogyny
  ديما للجيش قائد واحد موجود باليرزة وليس من سلطة عليه في الضاحية   فخامة الرئيس هو بالدستور القائد الاعلى… :///,none
  ثورة بح عمو روحي نامي,misogyny
  خلي صورتك عشان بحب الصبح  شوفها وبزق عليها�,misogyny
  يلي استحوا ماتوا شو هالمذيعة كتير وطنية,none
  تفضلي تنزلي انت يا ديما الواطية بركي مرتاح,misogyny
  والله رحمينا نشف ريقنا قد ما صرنا مبزقين عليكي,misogyny
  عم تحاول تنقلكم الصورة كما هي تتكون موضوعية لشو الهيجان؟ لا بأس إن أخطأ حزبك أو أصاب هم بشر بالنهاية و ليسوا ألهة,none
    في شي سحسوح ؟ طمنينا,none
    مشكلة الناس مع الميكرو لي حاملتي بدون لوجو يعني فاقدين مصداقيتكن متل بي الكل,none
  انت حمارة من بلادي �,misogyny
  انتي عاهرة الثورة,misogyny
  المشكلة انو كاتبتها صفيحة مرتين و مقتنعة��,none
  رجاء بلا كذب ، انا موظف بالمستشفى ومن ورا حكيك وحكي الجديد وال صار جايي مليون واحد بدهن يتبرعوا وعم ن… :///,none
  بتحكي اد فهماتك وانت ما بتفهمي  اسكتي احسن,misogyny
  كلنا ديما صادق  شاكرين لكم لإشهار الوطنيين الغير طائفين :///,none
  نزلي يطعموكي اتلة ��✌️,misogyny
    انت تمثلي بعض الأنذال  ما بعتقد إنك لبنانية صافية  اعملي فحص الحمض النووي,misogyny
    مين قلك انو حضرتك الشعب حكي عن حالك ��,none
  لك انت ما عندك شرف,misogyny
  نوال اكيد مش عل بعضك �  كلي سنيكرز �,none
    فظيعة يا نيكول❤️,none
  ما بتشبعي بهدلة وإهانات ولك ما حدا بيسمعلك غير لدافعلك روحي انضبي  طعمرك مهبلك,misogyny
عزيزتي نانسي السبع الدكتور يلي نازل قوتجي وبيفهم شو لازم يحكي يعني ما تعلميه الحكي   يقطع عمرك يا تحسن,none
  ييي شو بكي يا ديما الواطية,misogyny
  انت ما خصك بالنبطية واذا منشوفك فيها رح نكسرلك جريكي خليكي مضبوبي بلالك هالعلقة  اذا مش مصدقة اسألي    شو صار فيهن,misogyny
  انشاء يقبر قلبك و روحك كمان,misogyny
"في ظل الجو المشحون:  -المتطاهر: ""انا بطلب من الأحزاب""  -نانسي السبع: ""انا بطلب منك ما بدي تصريحات""♥️♥️♥️♥️",none
      وين مقالك بصحيفة يديعوت أحرنوت و هأرتس ��,none
  انت لي واطية يا حقيرة يا وقحة انضبي احسنلك,misogyny
  عم تفكري ب  مليون $ يا محتالة ايه بلكي طلعلك شي اذا طبلتيلوا شوي���,misogyny
  تفه عليكي يا حيوانة يا بنت السعودية والمال بنت الصرامي بتجيبي المسبة لحالك لانك وحدة قليلة شرف قليلة اخلاق,misogyny
  ليش لاء با ست يمنى اذا مش عاجبك جبران ناس اكثر من ناسك عاجبهم,none
    هيدي لا بتسمع ولا بتقشع قدما بتنبح بتقبض ,misogyny
  ديما الرائعة المحبوبة، صدقيني انك تغيظيهم,none
      العمى شو مشلفي,misogyny
  الله يحميكي ويحمي لبنان,none
  يقبرني مودالك والوانك   كل أناء بما فيه ينضب ولا يهمك هالحكي ابدا هني عم يبهدلو حالن بهيك تصرفات    الله يقويكي,none
     خلص بقى اوقفوا تحريضكم يا خبيثة يا وسخة وتحسين ما لح يشوف الحكومة العمى شو صاير معكن ما هذا التغيير ومن دف…,misogyny
      نصر الله أكبر منافق وهو المسبب الأول للفتن هذا عميل إيران لا يرد الخير للبن… :///,none
  مهاجمتك من الفاسدين يجب أن يكون عزا لك، و هو دليل قاطع كم أنتي مؤثرة و شفافة و جزء لا يتجزأ من ثورة لبنان   كلنا ديما صادق,none
        لما تقول عن جبران الولد العاق بعتقد ما بتحبني احكي عن ولادك صح اذا كان عندك ن… :///,none
      الله يخليكي ما تحكي انك انثى لازم الكل ينادوكي يا فواز��,misogyny
     إنشاءالله بيقبرك  وسأبول على قبرك,misogyny
    صراحة با نيكول  بينت الحقيقة  وكشف القناع وبين وجه الشبه بينكم وبين سواد الاطارات المشتعلة… :///,none
    إنت مفخرة الإعلام,none
  الله يحمي وياريت ضربا هيك هيك طلع علي الصيت,none
  ونصرالله واحد منن نحنا  كنا معو ضد اسرائيل بما انو مشارك بحكومة كلن فاسدين والآدمي ساكت للفاسد وهوي شارك بالمحاصصة وبالفساد,none
  فاسدة وعميلة انضبي,misogyny
  لا عنجد انك جدبه وليه هبله لتكوني مصدقه عنجد انو هيدي ثوره لتقلب النظام يا هبول ما تعلمتي من فوار سوريا… :///,misogyny
  نوال انت بطلة الله يقويكي,none
  ضروري تتعالجي  كمية الغباء اللي عندك لازما علاج,misogyny
"  عذرا ، سترفعين ""دعوى"" و ليس ""دعوة""",none
  وجع تسد ك نيعك لعما شو وقحه,misogyny
  الله يسامحك فضحك على الهواء مباشرة ���� :///,none
  ليكي اسمي ريما عاصي وعايشة بكتدا وبجي على لبنان بالسنة مرتين روحي تشكي عليي لان بس شوفك بدي ادعس  راسك و… :///,misogyny
  انتشاله بيقبرك تنخلص من دين الفتنة العمى كل شي عم يصير من وراكي و من ورا امثالك,misogyny
  روحي نضبي يا ساقطة كنت عمتزقفي لسعد,misogyny
  كل الاحترام لهم ها هي الثوره الحقيقه مو متل رياض الصلح  حفلات ورقص وهبل كل الاحترام للعروس الشمال طرابلس,none
      بكرا بل حرب خليلي زعيمك يحميك بس بكرا متل شاطرين بدكن تقولو دخيلك يا سيد حمين… :///,none
    ديما مدهشة ومذهلة وذكية ورائعة كانت كلماتها هادئة لكن معانيها قوية  مثل الطوفان والبركان ال… :///,none
    واطيه يا ديما,misogyny
  هدي اعصابك ابكي بترتاحي�,misogyny
  ومش حزب الله بعتن لانو اذا حزب الله بدو يبعت حدا بتعرفي كيف بينزل وما بيبقى الك وللي متلك مطرح تحت  خذي حجمك الطبيعي,misogyny
  مع كامل احترامي ، حضرتك عم تضيعي الشي للشعب نزل كرمالو  و اذا عنجد بتهمك مصلحة الشعب هيدي اللهجة لازم… :///,none
    أنت عاهرة الثورة,misogyny
  اتس اوكي و كمان كتبي شباب من القوات قطعوا الطريق او عندن ثورة و شعب و هون شباب حزب الله  شوية ذوق,none
    الله بيعلم هيدي المصاري كلها من وين بتجيبا ��,none
  اكتشفت ان اغلب اللبنانيين  يكرهون حزب الشيطان وهذا ذكرني  بقول الشاعر   جزاء الله الأيام عني كل خير علمتني عدوي من صديقي,none
  لعنة الله عليك كم انتي رخيصة ربي يحفظ لنان من امثالك انتي وتافهين قناة الجديد,misogyny
  يبدو  أنك  ما  بتحكي  وقائع   انت  بتحكي  احلام     لما  بتفيقي  من  النوم  رح  نقلك  مش  صح  النوم,none
كلنا ديما صادق   شو متوقعين من ناس تعودو وتربو عل نظرية المؤامرة  ان يتقبلو راي حر اكيد  لا  اما بختلف بامور كتير… :///,none
    نشالله يارب وما تلاقي مين يلمك يا ديما الواطيه,misogyny
  اهتمي بالمعاني والكلمات والمواضيع والمغذى من الخطاب، مش عم نعطيكي درس بالإخراج والتمويه,none
  ولي يا حيوانة اديش صورتي قابضة هل يومين ما قلولينا ليش خايفانه,misogyny
  عفكرة صوتك بيشبه كلب الجعاري يلي حد بيتنا �,misogyny
  كل الحب والإحترام لك,none
    خلي المسافة الشرعية بيناتنا,none
  ديما بحب طمنيك طرابلس عروس الثورة رجعت لوجه الحقيقي، طائفية و عنصرية,none
    بس كيف بلتفظ تنمر���,none
      يخرب بيتك ما احلاااك,none
  طويلي على رقبتك,misogyny
    ما شاء الله عنك صار فيكي تنامي لأنو عرفنا إنك بتفهمي بالمونتاج,none
  كتر خيرك والله فتحتي قلبك للعالم اللي حمو لبنان سمحتيلن يرجعو على هالبلد ههههههههههه شكري الله اللي تاركينك بهالبلد,none
  سبحان الله رجعتي من مطرح ما جيتي  بنت شارع �,misogyny
"  عفوا"" حضرتك صحافية او صويحفية؟؟ �",none
  تاج راسك يا شرشوحة,misogyny
  مش معقول شو انك رخيصة,misogyny
  يا هبله قال لن يسقط العهد ���✍️,misogyny
    كنتي بتجنني بالحلقة و حلوة منك اللطشة بالاخير ����,none
  فيكي تسدي بوزك بقا قرفتيني النسوان وحدة فاجرة,misogyny
  مدام حجل، الشباب اللبناني للي رجع على لبنان تيدرس بالجامعات، أهلهم بعتولهم تيكتس، لأن ما فيهم يبعتولهم مصار… :///,none
  انت مخلوقة معقدة ومريضة نفسيا؛ مش عقدة كتلة عقد,misogyny
  الله معك ودائما الله مع الحق ولو بعد حين,none
  انشالله مش بس قلبك كلك يعني كلك �,none
    يعني لعن الله ديما، هي اللي عم تحركش فيها,misogyny
    الله يبارك فيكي، انت زحلاوية، انت اهلك و جدودك ابطال و هلأ انت صرتي بطلة كل الحب و الاحترام,none
      والله انها تسوى معممينكم كلهم ولابيجوا صرمايتها ياتابع كذا عبيد ايران,none
  حطي المصدر من صاحب العلاقة مش نقلا عن، حكي بدون مصادر ينفي المهنية والموضوعية,none
  اذا انتي حقيرة وواطية بتفكري كل العالم متل غصب عنك اشرف الناس,misogyny
  من طرابلس عروسة الثورة تحية ايلك نانسي السبع �❤,none
  ديما، ديما، ديما،  الناس عم يدعوا مش عليكي،  عم يدعوا على بناتك انبسطي ياي ياي ياي وبعدك ديما الواطية,misogyny
  هاد من عزم السخونة,none
  تفوووو على بداحتك ديما الواطية و كل اهلك كلن يعني كلن واطيين متلك و طالعة الن قذرة و مجوية,misogyny
   احتياطا سد نيعك,misogyny
         لازم هل واطية تتحاسب وتفوت عالحبس,misogyny
  الثورة بخير طالما في صحفية أحرار متلك ست ديما,none
    يمنى حاسك موجوعة �,none
  لعبي غيرها يا دمدوم حضري الفيديو كامل ما قدم صوبها بس اعلامكم محترف تحريف,none
  انتي مش صحافية انتي وحدة بطلة، خليكي بهالهمة وما توطي حالك لهل الافواه البزيئة لبنان ينتفض,none
    قراءه بلغه عربيه صحيحه ما يعرفش ينطقها المذيعين الجهالين بتوع القنوات المصريه,none
  قال لن يسقط العهد مش الحكومة يا هبلة,misogyny
      الكف بدو يخلع رقبتك وقريبا نشالله,misogyny
  انت ساقطة ( طبعا اقصد سياسيا)��,misogyny
  انو ليه صايره كمخه هيك ولوو,misogyny
    مين ديما  الداشره,misogyny
  ديما الراطية ��لا شكر على واجب ديما الصرماية ��,misogyny
  انو عم تضحكو على عقول العالم حاطين بنت عمرها لا يتجاوز  سنوان عم تفول ممولة؟؟؟,none
  يلا نزلي انتي وبناتك اذا هلقد بيهمك الموضوع,none
  اسمعي المضمون و افهميه قبل ما تحكي اعوج,none
  انت داهية :///,none
    مانفع هذا الجمال وفي منطقها السم الزعاف وقلبها اسود كروث الماعز ونجاستها توازي نجاسة خنزير ابرص,misogyny
    بحب ذكرك انو اعتصمو ضد السنيورة و الخطوط الحمر انتو وين كنتو ما دعمتون و غطيتين يمكن ما كان في قرار,none
  ديما الراقية,none
  انتي كنتي مهذبة معو,none
  قطيعة تقطعك ��‍♂️,misogyny
  تستحقين كل تقدير واحترام بالنهاية الشريف كيف ما برم في ناس بلا اخلاق بتشتم فيه الله يباركك ويبارك عايلتك,none
  ست ديما ليه ما بتطلعي بتثوري بالنبطية كونك بنت الجنوب وهيك بتعطي معنويات أقوى للثوار,none
  مبروك لكم الثورة، والموت غيظا لأعدائها,none
  حدا قلك انت ومحطتك سدو يا فتنية,misogyny
    كاذبة اشرة  لانه منذ بعض الوقت المتظاهرين كانوا بوزعوا ورود عالجيش  مش قلنالكم اعلام فتنة,misogyny
  نشالله بيقبرك يارث,misogyny
    هيدي حمارة وهبلة,misogyny
      تعيشوا وتفوقوا ✋ بعدين انا ما عم احكي عنك شخصيا انتي ولا شي عم نحكي عن الحز… :///,none
  نسيت قلك كمان انو حزب الله هوي لمشبعك كرامة يا حلوة ف يا ريت بتقطبي تمك حتى هالشعب الفقير يرتاح من جعدنتك البايخة,misogyny
  قلبنا معك نوال  انتي بطلة حقيقية,none
  يا بنت الحرام عم تحرضي الجيش على  اهل الضاحي بالفتنة   ومن قبل حرضتي اسرائيل على قصف  اهالي الجنوب  اكيد انت بنت حرام,misogyny
    ما اخبث من باسيل الا الجراح ياعمي شكلو لص,none
  ولك انضبي كلنا فهمنا لمين تابعة تركتي البلد وهمو وما في بوجك الا الحزب ولك انضبي,misogyny
  بس فيكي تشرحيلنا يا نابغة بالسياسة شو عم تحاولي تعملي؟؟ عم تحرضي لاءنشقاق الجيش ؟؟ إذا بعد في ذرة أمل يظ… :///,none
  هلق دور الزعران بلش ، هول المفروض يللي يفلو ويفل رئيسهم معو ما تضيعو البوصلة وكلكم بتعرفو مين رأس الفساد ,none
  مبروك يومنى :///,none
    يخربيتك يا ديما �  مع الأسير ,misogyny
  روقي علينا شوي بس لنفضالك,misogyny
  اي و الله انشالله بيقبرك  �,misogyny
  رباعية الدفع على مين بتلمحي هول البلدية يا عاهرة,misogyny
      حاج تخلوه يضحك عليكن حاج هاد السيد يلي عم تمجدو فيه ما هو الا عبارة عن خادم… :///,none
  يسعد صباحك عزيزتي ديما �� :///,none
  فشرتي يقبر قلبك  بتنجسي بصهينتك يا وسخة يا عميلة يا منحطة طقي موتي انتبهي كل اللي شفتي بس شوية انصار,misogyny
    ميئوس منها الحالة فش مجال الباقي ع الله,none
   كل التحية الك عادل ولضيوفك وخصوصي  ويلي عم يتعدوا عليكي بلا اخلا وبلا ضمير     بيت الكل,misogyny
  ديما كاذب :///,misogyny
  بتستحقي جايزة أفضل رواية لشهر تشرين  صباح الخير من كندا وتفو بنص وجك يا عاهرة الإعلام,misogyny
  انشالله بضل قاهريتك الضاحية ما اتفهك,misogyny
    والحشا بتخوفي العمى ما ابشعك,misogyny
  السيدة ديما شكرا لك ، ياريت تسلطوا الضوء على النبطية وماتخذلوا هي الفرصة اللي ما صدقوا فيها المسامين     ه… :///,none
  حاش تكذبي عالعالم افلامك محروقة يا بصلة معفنة,misogyny
   قوي عندك  انو الخيار الآخر صار غنم  تفه عموديلك شو بشعة ,misogyny
  انا اعتقد كان يقصد حراك العناصر الحزبية المشاغبة ضد ثورة الشعب اللبناني  المقهور,none
  يا ريتك حكيتي شي صادق بحياتك يا اعلامية,none
  يا ديمة الواطية مش انتي كنت اكتر وحده عم تزقفي مبارح بمؤتمر لي عمله الشيخسعد,misogyny
  نورتي طرابلس ديما ��,none
    بس للتصحيح اعتصموا بس ما سكروا طرقات بعرفك موضوعي وبلشت خاف عليك تركب الموجةفلتسقط كل رموز الفساد وليس الدولة,none
      رواتب تقاعدية ووفاة ال جميل من المال العام  بيار جميل الجد  بشير جميل  امين جم… :///,none
       و انت وجه لبنان الحلو ❤��,none
  لا هيدا منوا فراس صديقي وانا مأكد  واللي حدوا ما كانت نانسي السبع,none
  إن بعض العرب لا يقرأون، وإن قرأوا لا يفهمون ,none
  انشالله بيقبر قلبك ومنخلص من سفاهتك,misogyny
  يا بهيمه قال مش لح يسقط العهد فاقتضى التوضيح الحكومه متل اجرو,misogyny
  �� كبرانه الخسة براسكن,none
  بشرفك سكتي,none
  هذا لن يجعلك شريفة، بتضلك واطية�,misogyny
  اه هيدي الصورة ما كتير طلعتي فيها حلوة ؟ :///,none
نانسي السبع عم تحط نفسها محامي دفاع عن قطاعين الطرق عبر نقاش مع مي خريش  تلفزيون الجديد نضبو,none
    هي بتجيب الشتائم لحالها الصحفي المزبوط بيكون مع الناس وحيادي مش بحرض الناس عا بعضها وما حدا… :///,misogyny
  انت بتعرفي شو يعني المجدوبعدينبكرا بتعملوا كمان  ���,none
برافو نانسي السبع بتكبري القلب ❤️ الله يحميك   كل كلمة منك  صلاة في رياض الصلح      لبنان ينتفص,none
       ما بدنا تحية من هل تفه ديما ديما الواطية,misogyny
  ولا يهمك انت محترفة وراقية ومهذبة جايي الأيام,none
  ههههههه    تضربي ما احمرك,misogyny
  الله يسخطك,misogyny
  ست سمر مسؤولية نانسي السبع تنقل ما تحلل من راسا وين النزاهة والعمل الإعلامي الأخلاقي؟؟؟,none
  ديما الواطيه داعشيه,misogyny
  ممكن نعرف اذا كانت متعاطية حبوب او حشيش :///,none
  فزعوا  من الشعب على أساس هم أبطال و بدهم يحرروا  القدس  �����,none
  الله ياخوذ الحزب و كلابو,none
  تفضلي صرحي و ادفعي ��,none
  لا ما ببكي ابدا ولا شوي هيدا شي بيفرح القلب لأنو عم منشوف مين الشرفاء ومين لاء هيدا فخر لبيروت لأنو الثورة عم تنتصر,none
  زوجك التهتول بيعرفك مجنونة����؟؟؟,misogyny
  انضبي يا ام نص لسان,misogyny
    يا حيوانة ما انت اصل الفتنة وكب الحرام    استرجي انتقدي البطرك لتنكبي متل الكلبة برات شغلك … :///,misogyny
  كتير قوية ديما الله يحميكي ❤️,none
  إنت كلبة شوارع يا ديما الواطيه,misogyny
  ليش مزيت شعرك هيك ,none
  ديما فيكي تسدي بوزك بليز يعني خلص والله ابكي بترتاحي ليش عم تحصري حالك هالقد ولا عم تقبضي عليهن شو قليلي يا حربوقة يا كلبة,misogyny
  حلوين شعراتك &; �,none
  بيستاهلوا ما أصرتي فيون,none
  بتمنالك يوم تنشحطي متل الكلبة، و ينفوكي خارح الأراضي اللبنانية متل ما عملو مع عون بهالزمناادت,misogyny
  وحياة الله انك مريضه نفسيا,misogyny
  فشرتي يا واطية,misogyny
  وانتي كنتي موجوده لعرفتي كل هذه الاخبار,none
  سدي حلقك,misogyny
  وانتي وحدي منن,none
  كانت  و قالت نانسي السبع انو اعلامي و منو امني بكفي كذب,none
     يلعن مساكي شو تافهة لمنخارك تفكيرك مش اكتر تفة عليكي شقفة مجدوبة,misogyny
    وأنا شو فرقانة عندي عيد  ميلاد نادر هبلتك كبيرة,misogyny
  اغبى مخلوقة بالتاريخ  جوعاني شهرة,misogyny
  يلعن صباحك وصباح ثورتك قال ثورة قال �,misogyny
حاليا لا اعرف هذه القناة  قناة القديم ومراسليها خصوصا نانسي السبع وسمر ابو خليل,none
  حللي عننا انت كمان  يا اشتغلي متل العالم يا بلا طق حنق  ما تحاربة عالوضع الراهن,none
    جلسي لسانك يا طلابلس,misogyny
  مع الأسف انو تركيزك على الضاحية اكثر من حقوق الشعب ، الضاحية حاربت العدو الاسرائيلي ، انا كنت معك بس هلق… :///,none
  روحي غطي زعران جعجع وجنبلاط  اللي عم يتعدوا ع العالم ويضربوها والسلام على مرأى الجيش بايدهم  يا تافهه… :///,misogyny
  الله يحميكي وربي انو خايفين عليكي ربي معاكي ويحميكي ويحمي الكادر الي معاكي,none
  ما تلتفتي للحشرات ست ديما انتي صح وضلك مكفيه الله معك,none
  يا غشيمة هوي قدمهن من زمان للقضاء بس المفتي تدخل و قال السنيورة خط احمر شكلك عايشة بالخسة,misogyny
  بتلدغي بالكتابة عادي كتير و حلو بعد بس بالكتابة وك يا يمنى عم تلدغي المتظاعهوين,misogyny
    من يوم ما بكى عناصر من الجيش وهم بيعرفوا من قبل شو رح يسير بالمتظاهرين بوقتا ولقدام  وهم بتلقوا أوامر وبنفذوها,none
  الماكر لاصلو بلا اصل يا حجة ديما بحب قلك انت رجعي لاصلك لنرجع نستقبلك بالخيام بدل ما نزعبك بالرناجر والصرامي,misogyny
           بس يا هبلة         ?  ,misogyny
  انت يلي عطول الاولى بالوطاوة :///,misogyny
  نورتي طرابلس يا عروسة شمال بنحبك كتير,none
  ياسين جابر تشردق بل عشا عندك من جمال منشورك,none
  يسلم تمك يا أصيلة من يأكل ويسرق خيرات لبنان وولاء للخامنئي فهو عميل وخائن للبنان فليذهب عند خامنئي �,none
  ديما مجرد سؤال انت شو بدك ؟    اية ثوري -لفترضنا انك ثورية- لما يثور بكون عندو اهداف لثورته، انت شو اه… :///,none
    بتكذبو كذبة وبتصدقوها يا واطية شفتي مرأة جنوبية ما شفتي بطرابلس كيف عم يحكو عن تمويل فعلا انك حقيرة وسخة,misogyny
  انت وحدة بنت كلب الناس بصور عم تتظاهر و ما حدا حكي معهم بس الش لمتلك بالنبطية ممنوع يسكرو الطرقات يا واطية  ديمة الواطية,misogyny
  انت ليش معقدة نفسيا ؟ ��� ادي عم تقبضي مصاري على كل جملة بتكتبيها؟ طعمرك شو محررة  �,misogyny
  يلعن شرفك اذا وجد,misogyny
  الحرية والتحرر هما اهم ما يملكه الإنسان,none
  الله يخرب بيت النسوان    والله انتو خربتو البلد انتو بلاء كبير والخطر الاكبر عالامن القومي �,misogyny
  يا نص لسان,misogyny
  عميلة اسرائيلية,misogyny
  بلشنا نخبص يا ديما رجاء انتوا الاعلاميين انتبهوا ما تولعوا الشارع بليز,none
  قال لن يسقط العهد يا مجوية,misogyny
  سدي النص نيع إلي ناتعتي  عم نسمع سيد الأمة,misogyny
      المهم ان الثورة اجتماعية والمعيشية تجمعنا ونركز على هيدي المواضيع ,none
  مش صحيح حكيك اتصلو بمستشفى النجدة الشعبية في النبطية: الدم الذي احتاجه المستشفى ليس بسبب فض الاعتصام في… :///,none
    عيب عليك ما تعرف انا أخوك,none
  انت بحد ذاتك فتنة ,misogyny
  يا جماعة ما تردو على هل واطية سواقية هيك عم تعملولها قيمة حرام شوحقيرة,misogyny
  ديما ديما الواطية ديماالكذابة ديما الحقيرة,misogyny
      شو رأيك يسكروا الطريق قدام بيتك ��,none
  انت وحدي كذابة ما قال لن تسقط الحكومة، قال لن يسقط العهد   فعلا انك واطية و كذابة  ديما الواطية,misogyny
  ليه يا قردة من ايمتى كان سلاح حزب الله موجه ضد الناس ؟؟ مجدوبة انت ؟؟ مخك مريض بدك علاج ، سلاح الحزب موج… :///,misogyny
     بشفق ع بناتك عندن ام هلقد واطية �,misogyny
  الله يعطيك العافيه ويحميكي,none
  ونحنا قلنا ديما الواطية وصار ترند بلبنان,misogyny
تحية الى نانسي السبع بطلة بمهنيتها والى سحر غدار صوت الجمهور المقاوم المقهورلبنان ينتفض,none
  هيدا الشعب اشرف من الكل وشباب الحزب من هيدا الشعب الشريف واذا ما عجبك لكن شو رأيك تزحطي وتعيشي بكوالالمبور,none
  انت بطلة عن حق,none
  الزلزال منك ادها يا قظم,none
  طيب تعي معهم مش تنبحي من بعيد ناطرينك,misogyny
    عنجد كان معهن حق يقولوا عنك اشيا ما بتسوا ��,misogyny
  وصالونك يا ديما الواطية كان للسياسيين ؛) :///,misogyny
  انشالله ما بتلاقي بلاطة لقبرك يا دبة,misogyny
  بدك  سنة تتفهمي يلي قالو الرئيس انضبي انت قليلة الاخلاق,misogyny
  الشجرة المثمرة وحدها ترمى بالحجارة يا بطلة كلامك يخيفهم و وعيك يقلق لياليهم ألف تحية لك ✌,none
نانسي السبع ابكي بترتاحي ���,misogyny
  فشرتي يا زغيري,misogyny
  شو يا  يايا   شو بدك بدنا نفهم بضغط الشعب اعملو يا بلا فهم شو بدك فهمينا  بدك دلك عم تترقوصي تحت دلك الساحة موجودة,misogyny
     ديما الواطية ديما الشرشوحه عمى بقلبك ما اوطاكي تفه عقرفك,misogyny
    كلنا جويل بويونس,none
  بس لو سلخوكي شي كف   ديما الواطية,misogyny
  يلي براسك ما رح توصليلو حلم ابليس بالجنة,none
      تكرم عينك هاي سكرين شوت للقيادات وخلينا نشوف اذا رح يتبناك السيد,none
  انا بدي اشكرها صرت ضحكان من كل قلبي شي  مرة   :),none
  كيفك يا عاهرة,misogyny
  استحي على دمك ،يا عيب الشوم على اخلاقك القذرة الجيش بامرة الرئيس والاوادم وبس,misogyny
    تحياتي عزيزي اتمنى لك يوم سعيد ومستقبل مشرق للبنان بعيد عن اي تحزب وطائفية  تصحو… :///,none
    سلامة قلبك نوال ❤️,none
  مين هيدي يمنى فواز اختا لبولا وديما,none
  كل الحب من ساحة النور الك❤️��,none
  انشاالله بيقبرك ومندعس على قبرك يا حقيرة,misogyny
  هو عادة يضع شعار حسب المناسبة التى يتحدث عنها، وهو اليوم يتكلم عن وضع داخلي,none
  نشالله لمره جاي تكوني انت محلها يا ديما الوطية,misogyny
  مين قال انو نحن معتبرينا ضده بالعكس نحن مبسوطين لانه استقال و اكيد فخورين فيه و كل الشعب اللبناني فخور… :///,none
  شاطرة بالحكي والهبل  والله لخيام ولادها ولاد اصول الا انت مدري شو اصلك العاطل,misogyny
  حتى اتت يا ام نص لسان روحي انضبي,misogyny
  قليلة الأدب وبنت شارع,misogyny
  تويت برسم قيادة الجيش اللبناني ,none
      شو عميمننا اذا ابنو استشهد؟ اي معليشي ما الاف العالم استشهدت مش بس ابنه بعد… :///,none
  هذه ليست اعلاميه هذه انسانه حاقده ومأجوره لم ولن تكف عن ترويج الاكاذيب خدمه لمشغليها,misogyny
  ديما انت ونادين نجيم الهم انكن تبينوا تركو محل للثوار واكتفي بسرد الخبر انت انت من سكان القصور والفيلات وخاصة بمونت كارلو,none
  سخافتك،وقلة فهمك بالسياسة بتمنعك تحكي غير بالمونتاج,misogyny
    اتركوها تبعبع للجلجوقة ���,misogyny
  والله ما حدا مقهور منه الا امثالك وفهمك كفاية,none
  ست يمنى بدك تنقلي الحدث وما تكوني محيزة الى احد هيك منعرف حرية الاعلام اما تكوني طرف بغض النظر مني محق… :///,none
  ما بقى تحرضي يا  هبيلة,misogyny
   لو نحنا شعب بيعرف يحاسب ما كنا وصلنا لهون تعو نعمل انتخابات بكرا منرجع للاسف مننتخب نفس الاشخاص كيف بدو يتحسن الوضع…,none
  فيكي تاكلي خ ر ا يا مادموزيل يمنى الهبلة؟  وين الاعتداء عالمتظاهرين يا جحشة؟,misogyny
  عالقليلة بيعرف يلفظ الحروف عم تتمسخري عرجال قد بيك,none
  اي انتبهي عا حردبتك يلعن خملك ما ازنخك و ما اخملك ام دينين كبار,misogyny
  هذا النوع من الهتاف موجود بكل طريق مقطوعة او تجمع شو نسيتي انو الناس كلها مسيسة كلن يعني كلن الا زعيمي,none
  يا ثوار المحن قوموا علنسوان :///,misogyny
الله يبارك بإيدين الشباب يلي عم تدافع عن سماحة السيد برياض الصلح بشرفكن شوفو نانسي السبع شو بها قناة الفتنة الجديد  حزب الله,none
  انشالله بيقبرك قريبا :///,misogyny
  استحي عا دمك اصحابك دافعوا عن الاسير ولا نسيتي يا اوسخ الناس احترمي كلامك بكفي,misogyny
    حشرات سوريا الخونة غدا ناظره قريب,none
  أنت إنسانة نجسة وفاسدة ما بعرف كيف بعدك على ذمة رجال خليكي عم بتعوي ابتعرفيها لأم وليد يلي كانت على زيت… :///,misogyny
  اهم شي المساواة و العداله,none
  للأمانة أنا الجيش ردهم عني أكتر من مرة بس أنا كنت كل هالوقت مش عم بستوعب الخراب والجنون يلي عم يصير حولي,none
      بلا كذب ريفي والنازحين المستأجرون ينتفضون,none
  تفضلي ست يمنى :///,none
  العما بقلبك شو حاقدة  حتى الاشارة الاجابية بتحوليها سلبية,misogyny
    اذا فركوحين ونص ومش قادرة تفتحي طريق   وبخصوص � خلي الك بفيدك اكتر يا روح امك انتي,none
  صفيحة؟ حدا يقشطا التيليفون من ايدا بشرفكن��‍♀️,none
