text,Majority_Label,label,id
حسنا دعني اقولها مره اخري تعال رفاق مجرد قطعه الهراء وهذا يعني انه يجب تعترف بان الاعبين لعبه يعزفون الاتهم بطء عمل الزنجي ينبغي اسمي يعزفون الموسيقي مجرد مجموعه المنبهات وامين الصندوق لكنك تعرف شيء طنان عنهم كلماتهم اغانيهم مجرد شعر سريالي يتم غناءه ضجيج البوب ويبدا الجميع تسميتهم بالعبقريه والحقيقه اغانيهم معني خذ الالبوم الحاءط سبيل المثال تاكد انه يحكي قصه المعني الاخلاقي ومعني القصه تخبرني الغرض اغانيهم جعلك تفكر بالطريقه الوحيده تجعل الموسيقي بطيءه الون الوردي يمكن يجعلك تداعب اعتقد انه كنت رجمت بالحجاره تماما ربما تكون راكبات ومره اخيره بينك فلويد العنه مص يجب تذوق مءخرتي يجب,1.0,Racism,
فلما تذهبون انتم وقاده حماس لتطعنون جنود الاحتلال الاسراءيليون,1.0,not racism,
لعنه الله روحو الطاهره ناصعه البياض,1.0,not racism,
المخلوقه بتناقشك بكل احترام انت قاعد تولول متل العجيان بدك تتبلك حقك بلوك يخلع رقبتك,1.0,not racism,
ينتظر المنطقه رسم الاستعمار الروسي امريكي خريطتها شيعيه يحسبون انهم يظحكون معهم وتحت حكم عملاء المستعمرين لتلك المهمه,1.0,not racism,
كانت الجزيره انسحبت السعوديه السفير وقطعت العلاقات طفل اسراءيل المدلل لغيره,1.0,not racism,
استحي صعلوك قليل شرف انصحك تتعلم اللغه العربيه وتترك العبريه لتحسن فهمك غبي,1.0,Racism,
سعنا القول اننا نحارب ضد العروبه الملعونه وفي النهايه تعودنا الاسوا وهناك ينتهي المطاف بالادعاء وحتي يتعجب حالته المزريه ضربه كبيره ماشالا ولديك المنافقين الكبار المهووسين الزاءفين معظمهم قابيل منعوا انفسهم تعليم اطفالهم باللغه العربيه الجنرالات المسءولين البلد الفيشو تعال لديك الاخلاق لتقول ou توقف صغير الخاص الدعايه العربيه زالت لغه جميله الجيد معرفه اللغات رد فعلك عنصريه اللغه العربيه مسءوله شيء وانا انجح والافضل انه بشكل ملموس عمل عنصري ضد اللغه العربيه يزال الحمقي والجنرالات والوزراء وكل الحمقي يسنون قوانين التعريب ويعفو عنهم ابناءهم ابتداء اويحيي يتجمعون السجن ويحسن الامر بمجرد انهي مهمته التعاونيه السيلاتيكيه اسمي ينا نعرفه pov con سيقول ساركوزي حسنا اوقع واصر اللغه العربيه خطر مثبت يتم التحقق ازعاجه انحاء العالم اعرف دوله عربيه واحده لغه عربيه جيد مكان كارثه لان اللغه مجرد لغه المطلق انها تنقل ثقافه قيم الخارج ثقافه العالم العربي قيمه بلا جدال ودليل يدعم مقابل القيم العالميه للتقدم والحريه والتسامح والمساواه وغيرها فقط تابع اخبار العالم قالها عربي مسلم شتاته ومشاكل التكيف الالفيه الثالثه,1.0,Racism,
الله ينتقم الامريكي اللعين قدر الله ان يظرب مسءولي الامريكان بالحذاء,1.0,Racism,
الغريب الامر ان قطر اكبر عميله لامريكا واسراءيل المنطقه ويوجد اكبر قاعدتين عسكرتين المنطقه لامريكا وقناه الجزيره العميله تدعي الوطنيه والشرف الا تخجلون يصدقون الجزيره الا تعقلون,1.0,Racism,
يستاهلون العبيد اللي رضوا ان يكون رءيس السيسي كالحرباء يتقلب مصالحه,1.0,Racism,
كفايه تنمر بقي زنجي يابن الوسخه,1.0,Racism,
ايراني الاصل عتب اتريدون شاكلته تقبيل راس اسماعيل هنيه مثلا,1.0,Racism,
مهو الشراميط تتناك وتجبلنا بنات متناكين زيك يوجعوا دماغنا كسمين ال ملقكيش كسمك,1.0,not racism,
هنيءا لحكام السعوديه بشعبهم الجبان المخدوع انصحكم تابعوا غانم الدوسري اليس,1.0,Racism,
اللهم انصر الحوثيين الشيعه والرءيس المخلوع ال سعود الصهاينه الحقيقه كلهم مجرمين ال سعود اشد كفرا ونفاقا الجميع,1.0,Racism,
قتل امرا غابه جريمه تغتفر وقتل شعب كامل مساله نظر,1.0,not racism,
فخار يكسر بعضو,1.0,not racism,12789.0
انتم قناه هدفهاا الاول تشويه سمعه المملكه العربيه السعوديه ولن تستطيعون الاخوان المسلمين ايران ونحن بالمرصاد ايها الحثاله والمملكه ثابته ضد الهجمات الاعلاميه الفاشله الي تشنها قطر الجزيره,1.0,not racism,
عادي المشكله يقتحموه يهجروا الفلسطينين براحتهم يكون مفكرين العرب سيرمون اسراءيل يوما بزبيبه العرب فقط قادرين عاصفه جزم العرب,1.0,not racism,
ام نص لسان,1.0,not racism,
رجل عنجد مافي اكتر هيك شخص بحب بهدله انت اد اجرو شيخ سعد روح جيب حفاضات هجيز وتحفض ونام احسن شي,1.0,not racism,
كذاب ومنافق الريال القطري القذر وصل لحسابك,1.0,Racism,
الاعراب اشد كفرا ونفاقا الله يمن الايمان والحكمه,1.0,Racism,
لابد معاقبتها باي شكل رباها لانها اهانت مصر كلها السيسي يمثل نفسه السيسي رءيس مصر,1.0,not racism,
الفلسطينيين واللبنانين والشاميين لكان انتو لليوم تشربوا بول البعير تاكلون بصحن وتبزقون منو,1.0,Racism,
ينفع يكون احد ابطال المناصحه السعوديه او عضو هيءه كبار العملاء والافضل ان يعين مفتي للصحوات والحشد الشعبي العراق,1.0,Racism,
ربي العالمين كبير وسوفه تندموت جميعكم ولن نسامحكم خزلاننا الدول المنكوبه والمفجوعه والمشرده اين اتنم سوريا الجريحه او الرهينغيا او العراق او فلسطين والقدسها الشريف اين انتم اليمن والاهلها اين انتم يامخنثون حقوق العرب اما القطري عديم الشرف تكون ايران شريفه وهي دمرت وقتلت وابادات الشعب العراقي والسوري تكون شريفه وهي مجرمه وقاتله تشارك قتل السوريين واليمنيين والعراقيين ولبنانيين وكل يقول انه سني حسبي الله ونعم الوكيل عليكن وعلي اجتماعكن انتم بلا شرف او كرامه او نخوه انتم بلا اخلاق,1.0,Racism,
ال سعود الانجاس اذلاء حقراء ترامب يظهرون انفسهم اقوياء افقر الشعوب,1.0,Racism,
للمره الالف زنجي بقول ليك الملابس الداخليه ركز اسمها داخليه بخارجيه شال,1.0,Racism,
معرت علاش كنحس بهادشي متخلف او بحال باغي اعجبني بزز,1.0,Racism,
امثال الخونه والمرتزقه يستحقون العيش بيننا فليذهب وامثاله الجحيم,1.0,not racism,
السيسي غباء مبارك اشد دمويه مبارك القذافي مرسي ياتي بمثل الشخص السيسي وزير دفاع مءهل,1.0,not racism,
تاكل زق تنطم صالونه,1.0,not racism,311.0
العرب تموت بسكته قلبيه وانت تزني فانت شهيد يااخي مسخره وكل الجنود الامارات هندوس وسيخ والتعتيم الاعلامي لقتلي السعوديه بالعشرات,1.0,Racism,
هذول يهود جيبو سيرتهم سبو عليهم يلا اتحفونا انها ثوره النصر الشعب,1.0,not racism,
نيعو ولك لبناني كلب,1.0,Racism,
وطلبه اللجوء السياسي فرنسا والمانيا ولم يطلبه السعوديه لانه يعلم ان الكافر ارحم المنافق وخاصه اذا المنافق الاعراب,1.0,Racism,
الحكام العرب احقر الدنيا وابشع بني البشر,1.0,Racism,
خلي حكام العرب تشوف فعلا اسال ساقط ساقط يقولك زلمه,1.0,not racism,
ليش تيوس الامارت والسعوديه السوريين واليمنيين شو خليك بصليبك تلحس بعضك,1.0,Racism,
اساسا انتم تدرون ان سلاطين اراضيكم الجاهليه ماضغطونا اظن والله اعلم ان كلمه ساضغط مشتقه ضغط الجزيره مرتفع وظهرت بسببه الكلمه,1.0,not racism,
ثقافه الاعراب اذا عربت خربت,1.0,Racism,
داك الحول مريض تفو بنادم كيفاش داير هاد الوجوه معمرني شفتهوم الزنقه اللهم المشرملين او هادوا,1.0,Racism,
السيسي رءيس السيس فقط بن الليل,1.0,not racism,
فديو جديد لقزم جبران باسيل يصف نبيه بري بلبرعوت وبدو يكسرو راسو,1.0,not racism,
مال هادي كتسحاب راسها مريكانيه كيبين رباوها واليديها,1.0,Racism,
ام نص لسان ابكي بترتاحي,1.0,not racism,
يبدو ان الحوثيين بصدد الانتقام لضلم دام 40 سنه مس الشعوب الخليج الي الاطلسي,1.0,not racism,
واضح انو فتنجي هيدا صهيوني قواتجي والاثنين,1.0,Racism,
اسود منك كلامك وقلبك وشكلك شفت تحكي القتل صاحب الوجه البشع وبشارك قتل الملايين الشعب,1.0,Racism,
فيينكم العيالات القادات معاكم فاطمه الزهراء شكون فيكم لاله ومولاتي تقدر تعاون راسها راجلها وولياداتها الزمانفي ظل هاد الازمه ديال كورونا حبستي الخدمه ملقيتيش مدخول اجي اختي سواء كنتي طالبه او ربه بيت او موظفه وبغيتي تزيدي المدخول متقدريش تخرجي نقول ليك كفاش دارك وسط وليداتك تقدري يالاه اختي اش كتسناي كليكي ودخلي تفهمي الخدمه استعملي الرابط للانضمام مجموعتي واتساب,1.0,not racism,
انت وان كنت عمامه ترتدي فما انت الا لزعيمك السياسي تعبدي فما انت الا حقير يطعمه الزعيم الفاسدي,1.0,not racism,
العملاء الصهاينه حاربوا الدوله العثمانيه وادخلوا االيهود,1.0,Racism,
القرف الصغير معك باكيس جميعا ملتصقا بعضه البعض,1.0,not racism,
والله السعوديه تخزن تتشبت بالقشه خوفا الغرق وعندما تغرق تكون اهميه وبالتالي يسال عنها احد,1.0,not racism,
يعني تقصد كالامارات دوله بلا دين واغلبيه سكانها مقيمين‏ ‏‏ لهذا البوذي الوثني السيخي البقري والمسلم يعيشون,1.0,Racism,
الارهاب يغتصب الستات المدرعات وبعدها تجد اذرع السيسي تهلل وتبارك الارهاب ماحدث الانتاج الاعلامي للسيسي يكن عمل مخبراتي فهو دفاع النفس,1.0,not racism,
الاخ اليمني دمك رخيص يسفك فداء لدوله رخيصه اشك انك يمني حر,1.0,Racism,
رءساء العرب جاريات لامريكا اسراءيل,1.0,Racism,
سيشرعكم حكم المسلمين عملاء فرنسا والانجليز ولانه توجد شعوب,1.0,not racism,
كلمتين تعقيبا جمله حرب اهليه وانا اخاطب اخوتي المسلمين فقط اما المرتدين وكفارعربان والصحوات والعلمانيه ووو قول اللفظ الصحيح حرب,1.0,Racism,
تفكيرك غبي متلك بتقلولي نحنا جماعه حزب الله فيا غبيه قصدي انتي ولي متلك عندن شغله يراقبو شو بيعمل الشيخ سعد والهيقه الخرزه الزرقا عامليتلك عقده انتي ولي متلك وان شاء الله تفهمي شو بقصد تقولي قصده جماعه,1.0,not racism,601.0
انت حمار ياض,1.0,not racism,
حمايه الامن القومي العربي يحلل لسيسي قتل المتضاهرين رابعه والنهضه وغيرها ويحلل للسعوديه قتل اطفال ونساء سوريا والعراق حلال بفتوي علماء الازهر وعلماء ال سعود تريدون ان نصدقكم,1.0,Racism,
يبدو ان الكاتب مختل عقليا الدوله انتاج ظلم الحكام العرب الخونه والغرب واستغلال ايران,1.0,Racism,
صحيح نعال انتم يولي عليكم دحلان الزفت الي عزمي قذاره,1.0,not racism,
كول هوا صرمايه السيد تاج راسك وراس رءساء العرب الانذال المتخاذلين ولك السيد انت كنت,1.0,Racism,
يادي النيله حد يرد علي الخنزيره,1.0,not racism,
مايقتلني الدول الميكروسكوبيه وينك صدام الخليج كله محافظات واليوم يتحفظون الدولارات باقيه وتتمدد الفلوس تجيب العروس عجيب امور غريب قضيه اين المطبلون والمهلهلون,1.0,Racism,
معتوه يحاول استثمار العنصريه اجل الفوز الشخص اجر قطعه ارض منهاتن نيورك للقذافي زيارته لتلك المدينه اجل نصب خيمته واليوم يتنكر للعرب والمسلمين,1.0,Racism,
كلب اسود مختلف,1.0,Racism,
حرام كانوا يتنمروا عليها لانها طويله وهبيله وبتقولها بكل تاثر وانفعاليه,1.0,Racism,
وليد بيك انت الجزمه ونحنا جريك شعارات الحزن التقدمي,1.0,not racism,
الحقيره تروج للعنصريه والكذب هالمجنسين الحثاله واين ال الكرام بلدكم استعمر الاتراك وتميم الخانع المنبطح لاردغان وعزمي بشاره خايف,1.0,Racism,
انت تدعو للاشمءزاز,1.0,not racism,
هبله انتي شو,1.0,not racism,
اعلان الاتفاق وكان رءيس وزراء السويد السابق يدعك جراح اسراءيل والسعوديه بالملح يروج لمنح ايران جاءزه نوبل للسلام,1.0,not racism,
هييه تروا الا الحوثين حكام اليهود,1.0,Racism,
بدي اشوف وين وح تصفي شيخ النور انت وكراكيعك اذا طلعت روسيا سوريا عليم الله اهل درعا يحتلو الشام ويربطوك انت ونورياتك بجبل قاسيون,1.0,Racism,
عاهره ال سعود,1.0,Racism,
علي اساس مايسمه المنطقه العربيه لايوجد سكان اصليين واقلييات حتي تفرض عليهم اللغه العربيه جبرا وقصرا الاكراد والارامييين والامازيغ والتبو والنوبيين الولوف والهوسا والارمن والتركمان الخ حقوقهم اللغويه والثقافيه ولعنصريتكم حسبنا الله ونعم الوكيل اليه المشتكي واليه المصير,1.0,Racism,
تاج راسك شرشوحه,1.0,not racism,
عندما تجتمع كلاب الاثر وعناصر الشبيحه فستكون الفوضي والفلتان الامني يخدم الصهاينه,1.0,Racism,
الاسلاميون او المتاسلمون عملاء اليهوذ ادخلوااليهوذ وحكامهم للارض الاسلاميه تنشره الجزيره وهذا رايي اتزعزع عنه قيد انمله يقدر يقلعه فمي فليات,1.0,not racism,
طاءفي روح اسال اهل قانا وهني بخبروك,1.0,Racism,
البشر بكره الفلاحين,1.0,Racism,
اكبر شعب كيتفرج فافلام البورنو المغرب هههههههه,1.0,not racism,
ديما الواطيه شو متعاطيه اليوم بول البعير تقديمه ال سعود معلمينك ليش انت لبنانيه اكيد بلدك مين بيعطيك فلوس اكتر,1.0,Racism,
‏‎فلتتحمل اوروبا وزر قوانينها تشجع حريه المثليه والشذوذ الجنسي المهم تصدر المرض المجتمعات العربيه والاسلاميه,1.0,not racism,
لالالا فقط كلاب التيار العوني وخنازير سعدان زغرتا الكلبه الافرنجيه,1.0,Racism,
انتم عندكم انتخابات فالمغرب الاحسن تسكت,1.0,not racism,
ياجزيره العنوان غلط امريكا طرف الحرب العنوان كانها محايده ال سعود لديهم المقدره للقيام بالحرب الدعم الامريكي,1.0,Racism,
فاره حزرتي دولتنا الشريفه لازم تبلش تسحب العملاء العشاكلتك,1.0,not racism,
الحصاد الطاءفي اخر محاولاتهم العبث بالخلق والمخلوقات وولي الي رجعه ظل الفناء للظلم والطغيان وافول الكون عده علامات ظواهره,1.0,Racism,
كالعاده الكويت لايطبق القانون الا حق اهل السنه لابسط زله واما الشيعه فيخالفوا وينتهكوا ويضربوا القوانين عرض الحاءط ولامن سامع او مطبق للقانون يبدو ان الشيعه اصحاب القرار الكويت,1.0,not racism,
انت بتغرد انت بتشنهق,1.0,not racism,
لماذا احد يعلق اين عربان الجزيره,1.0,Racism,
القزم جبران باسيل طلع فانز يدافعون عنه,1.0,Racism,
العرب يتقنون التخريب العرب جرب,1.0,Racism,
اما يكن عميل لاعتقلوه تسمي جنوب افريقيا اي استعمار الانجليزوامريكا خايف يتوجون الاسدالصهيوني والسيسي بتاج,1.0,Racism,
انت شخص تافه لدرجه واطيه جدا بحطك علي مستوا صرصور قطوش,1.0,not racism,
بوق سوريا انت وصرمايتي,1.0,not racism,
حقيقه السعوديه وامريكا واوروبا الغربيه سبب التدهور لاضعاف الروس والسبب الروس للقرم,1.0,not racism,
انتم تصدرون بترول العرب وامواله لليهوذ وتتكلم وتنتقذ تركيا اما اليهوذي يدعي المقاومه يحير,1.0,Racism,
جبران باسيل مسخره,1.0,not racism,
عندما يسقط النظام الهاشمي تسقط دويله اسراءيل,1.0,Racism,
انت بوق ايراني مجوسي رخيص سعرك كلفول السوداني,1.0,Racism,
يومكم جاي روافض قرامطه السنه والشيعه كلكم العمله كفار فرق بينكم وسياتي يوم ينتقم الاسلام اله اكير,1.0,Racism,
كلاب حركه امل فلتانين السوريين,1.0,Racism,
خونه وعملاءوموتيبغيظك وعملاء السعوديه,1.0,Racism,
ضربه السيسي,1.0,not racism,
كاس العالم كبير الجحش,1.0,not racism,
نص اللبنانيي رايي انت رمز الغبا ههههههه,1.0,Racism,
تقولون حرب الاف المدنیین الابریاء قتلوا بایدی المملكه العربيه السعوديه حلفاءه الدواعش النصره انتم سکتتم سندتم,1.0,not racism,
كانت تجمعهما علاقه جنسيه علاقه زنا علاقه تقحبين بماله وهي بجسدها اتدرون معني الزوج اها الفسق الزواج يكون بعقد نكاح او بشهود العاءلتين اين اهله نسنيه جواز الفاتحه او الزواج العرفي,1.0,not racism,13230.0
شوف هاد شلح تفو فين توصل لمره الحامض,1.0,Racism,
فلسطين البقره الحلوب المحتالين المخبرين اروبا يستخذمونها لجمع الاموال التبرعات ايران وحدها يستفيذ,1.0,Racism,
انو غريب يوجعك راسك القواتجيه عاده بيكونو بلا راس,1.0,Racism,
سابقه جلبت العار تحدث بالتاريخ العربي الحديث القديم التاريخ ان يشاهد الناس حاكم عربي يظهر عاريا ولد موزه ولانعلم سنمحي الحادثه تاريخ العرب سطرو الامجاد لانلوم مصر وهذا موقف عربي حر ان يمانع وجود,1.0,not racism,
رجعت الكلاب الي الجزيره وبدءت تنبح ونتهش ومتي تبدءين التحضير واعلمي ان الشعب اكبر ماتفكرون بني صهيون,1.0,Racism,
التقرير اعلاه يحتاج تعليق مني تجاوزات وانتهاكات يندي الجبين واترك المجال لاخوتي الكرد الاحرار وليس العبيد ليقيموا ويردوا ويعلقوا اعلاه فهل فاعلون,1.0,not racism,
اتي الروس الي الشام لقتال جبهه النصره والشعب السوري والمسلمين اسم حرب مقدسه اين المسلمين روسيا ليردوا عليهم يليق,1.0,not racism,
لالالالالا لابد ازاحه مرسي ونفوض توت خامون السيسي عملت فينا ايه يامرسي حراءق وانفجارات وووووو,1.0,not racism,
رحمه الله قتله اسيادك البوق الكبير,1.0,not racism,
كلاب لبنان احقر اليهود لاشرف ولامرءه ولادين استبقلكم الشعب السوري يوم كنتم كلاب لاجءه هاءمه عرسال ورديتم الجميل بالرصاص عبيد المجوس والترك,1.0,Racism,
وبيسالوني ليه بكره السعوديه مجرمين,1.0,Racism,
ينفعه التكريم ان مقعده جهنم,1.0,not racism,12752.0
باعوا تبقي دينهم شرفهم الي ال سعود,1.0,not racism,
اين تنسيق الخاءن عباس الامني المقدس,1.0,not racism,
روسيا وامريكا تدعم اللواء حفتر السعوديه العظمي موقفها واضح ومعلن والمزهريه يلطم محميه شرق سلوي,1.0,not racism,
السعوديه تلعب مءخره الخنزيره جهزنا لبوس جيد لمنع الحرقان,1.0,Racism,
كول هوا وعمال بلوك هاي الحركات بتمرق علينا اذا انت غبي بدك تستغبي العالم,1.0,not racism,
بوتن اليهودي وتاكدوا بكتابه بوتن وامه الليهوديه يكشف علاقته الحميمه اليهود وعلاقته الغربان السود واولياء الدجال سيخرج اصفهان ملالي ايران اسياد نصرالات وبشار,1.0,Racism,
السعوديه اطهر ارض واحقر شعب,1.0,Racism,
دوله قولتك لازم انت حيوان بالحبس وعم تتدعوس يوم بالصرامي يلعن ابو خلفك,1.0,not racism,
هييه ارادوا اعتقاله لاعتقلوه فهو ارض وحكم الغرب جنوب افريقيا اكثرها سود,1.0,Racism,
زنجي حقير يحسب نظام العصابات ينطبق شيء,1.0,Racism,
الفيلم ايراني فلن يصدر عنه اساءه للنبي الكريم واصحابه واهل بيته الطاهرين بدون استثناء امهات المءمنين الطاهرات العفيفات,1.0,not racism,
برغوت قواتجي,1.0,Racism,
النفاق المسيحي لماذا يتعامل المسيحيون بازدواجيه عندما يتم انتقاد المسيحيه عكس انتقاد الاسلام,1.0,Racism,
شو بيعملوا السوريين اوروبا والمخيمات جايين رقص وشيشه وطلب لجوء انا اتكلم الشباب لماذا تذهبوا تدافعون عرضكم وارضكم جبناء لماذا تتركون ارضكم للمجوس الرحمه الشهداء والعزه والقوه للرجال يدافعون بلادهم,1.0,not racism,
الدوله الفارسيه العجميه الشيعيه تريد خير لكل العرب وبدون اتثناء وهذا يعلمه العرب جيدا ومع تراهم يقومون علاقات دوبلوماسيه سياسيه تجاريه معها,1.0,not racism,
كذب وسلينا انت بتكذب بتبعق,1.0,not racism,
وحده واطيه بلا شرف,1.0,not racism,
ويل لقاضي الارض قاضي السماء شعب مصر سيقبل ويصمت يحكمه عصابه مجرمه تابي تكون محط سخريه واشمءزاز عقل الشعب يستحق مايعده عملاء الصهاينه اذلال,1.0,Racism,
انت الاخبار المجرور,1.0,not racism,
انه استباحه لايران بروسيا لدول عربيه حكم عملاء المستعمرين,1.0,not racism,
اغلب الناس تتحدث السيسي وتتناسي السيسي الا دميه يحركها النظام السعودي النظام السعودي الا الحبل يحرك الدميه والحبل تحركه امريكا,1.0,Racism,
انت حمار عبد الله بتستحمر,1.0,not racism,
ابن لحارم حارق قلبك جوا وحياه الله انك منحط لح تموت حرقت قلبك العقاب لوهاب وهاب قاتل ابو دياب,1.0,not racism,
الامارات مصر لكنا اليوم بالشرق الاوسط نمجد بمكتب الارشاد الاخواني ونطبل ونضع صور سليم الاول ولولا السعوديه ووقوفها بوجه ايران لكان حالنا مجرد شعوب درجه سابعه تابعين للفرس لذلك يكره المثلث العربي بقياده المحمدين والسيسي مجرد حذاء مستخدم اعجميا وحزبيا,1.0,Racism,
اللهم احصهم عددا واقتلهم بددا ولاتغادر منهم احدا اللهم اضرب الكافرين بالكافرين واخرجنا ايديهم سالمين اننا لنفرح يموت سعودي او حوثي فكلاهم اخوه بالعقيده والدين والاجرام,1.0,Racism,
تربت يداكم حوثيين اذيقوا ال سعود الاستخراء الويلات ال الاستخراء يموتون بغيظهم الاوقات استمروا ابدءوا باسترجاع نجر ان جيزان انشءوا حاجزا فاصلا عمق اراضي الاستخراء,1.0,Racism,
الله يلعن الاخوان المسلمين بلي بذرهم للمره الالف التوالي اناشد رءيس كوريا الشماليه المحترم كيم,1.0,Racism,
يستاهلون الموت الصهاينه,1.0,Racism,
سياسه امريكا عصور حكامها السابقين كانو ياكلون طاوله وهذا عنده مايخفيه يقولها علانيتا انه وشعبه لايحبون العرق الابيض البريطاني الاصل يحبون باقي الشعوب وترامب يءمن بشيء انه فاءده العرب سوا اموالهم وقالها صريح واعجبني قوله اللهم صلطه اهل الخليج كافه بدون استثناء الانهم بغو الارض واكثرو الفساد واستعبدو الناس فامثلا السعوديه تستعبد ابناء شعبها الشومريه تعطيهم جوزات سفر ولايحق الزواج الناس وتقصيهم حقوقهم المدنيه الكويت نصفها شواد عمان وكذالك والله الفساد الموجود بالخليج الغرب مثله يحبون اخوانهم العرب وخير دليل يساعدون الشعوب العربيه ويكنزون اموالهم البنوك الاجنبيه الا لعنت الظالمين الدين يسعون الارض فسادا,1.0,Racism,
عصام درماس اكبر نفاق الحكومه السودانيه العرب مستعبدنهم يقدسون العربي مش اجل الانسانيه الدليل شعبهم الاصول الافريقيه مهجرنه وطنه تبا والعروبه اعجبني · المزيد ·,1.0,Racism,
وانت شو تعتبر حالك وانت موالي لهذا الحرباء جن بلاط ههههه,1.0,Racism,
يلعن روحهم كلهم الاسبوع الجاي ان شاء الله,1.0,not racism,
يخرج ال سعود المدعمين للدكتاتوريه البلدان العربيه باموال فقراء حزيره العرب يخرجو سالمين وسترون المستقبل,1.0,Racism,
الم يكن اجدر بالكاتب السعودي ان يهتم بحال اشباه العبيد البشر السعوديه,1.0,Racism,
شكرا قطر اهلا سهلا باميرها الشيخ تميم بن حمد ال حفظه الله رغم انفك التافه انت,1.0,not racism,
تحاولون ولن تستطيعو ياجرابيع ال,1.0,Racism,
سود الله وجه الحكم ووجه اسود ياخي اكره السود مدريد اشبيليه,1.0,Racism,
عميل ايراني بامتياز تصدقون يقول فهو ثعلب يستعمل التقيه الشيعيه,1.0,Racism,
اقسم بالله مسخره الصهاينه يوم يزيدو عدد الاقتحامات للاقصي تقسيمه مكانيا قسموه زمانيا وبدل يشجعو الشباب بالرباط جالسين يعتقلو فيهم ويعذبوهم وبيشغلو العالم هاد الامور حسبنا الله ونعم الوكيل بطلنا نعرف مين الصهاينه فعلا,1.0,Racism,
الا ربي كيستر علاش حنا منستروش تفو شعب,1.0,not racism,
تصر اسراءيل يكون رحيل السيسي فقط القبر,1.0,not racism,
بتحبي تجيبي المسبات لحالك عيب الشوم بتوصالي لكعب نعله للرءيس عون ام نص لسان انضبي,1.0,not racism,
وماذا القصف والعصف الافق امام السعوديه ارتكاب المجازر بحق المدنيين وازعاج المسلحين وتشريد مواطنيها الجنوب,1.0,not racism,
كسم السيسي قلبي,1.0,not racism,
كيانك نتيجه استفتاء فقط لتبارك للاسبانيا فتحها العظيم عندما دخلت يومين لجزيره ليلي تخون المغاربه ضحوا للدفاع عنكم,1.0,not racism,
اعوذ بالله يمكن اليونايين النور الالمان بيعملوها ابدا اعوذ بالله,1.0,not racism,
كول هوا وكفنا شرك احسن منفرجيك بشروط مين منمشي لبنان وعملا اسراءيل لمتلك,1.0,Racism,
ءوبه كلاب خربوها وقعدوا تلتها,1.0,not racism,
اجانب كلاب وضيعين مايتكلمون الا تاج راسهم السعوديه,1.0,Racism,
نساو لحرام لحلال الشوهه فين الخصر ديال الراقصه تفوووووو قلبيها شيخه حسن ليك ديك لكرش تعاونك,1.0,not racism,12809.0
السبب الرءيسي الحكام العرب الخونه,1.0,not racism,
الشهداء تاج راسك وتاج راس معلمك الحرامي صوتك كتير رخيص,1.0,not racism,
لاهدنه انسانيه ياصهر ايران الوفي,1.0,Racism,
جبران باسيل اكثر الساسه نفاقا,1.0,not racism,
بكرا الدوله الاسلاميه تسحق عملاء السعوديه جيش الزعران وكتاءب اللصوص يالله يادوله الاسلام مزقي اشلاء الخونه,1.0,Racism,
اعلا شي وصلت فيصل ان تكون لاجء درزي قذر قطر انت,1.0,Racism,
عهدالعلوج عهدفاشل استغفر الله امثالكم,1.0,Racism,
مممممم طريقتك جديده شقا حنا اختي غي كنحلمو وكتجمع راسها وكاين لكشقا بتلكمومند وكاين لبلبلتود مممممم طريقتك دخيله عليا ممممم,1.0,not racism,
انتي اعلاميه شو الاسلوب الواطي والسخيف متلك تافهه محششه,1.0,not racism,
كلاب ام جيبو سيرت فلسطين انتم الصهاينه عملاء,1.0,Racism,
وحده بهيمه بلا فهم,1.0,not racism,
والتغير مستجد ومتغير نفهم النفاق بلغه ءال سعود معهم يستضفون مجرم امثال بن علي وشفيق,1.0,Racism,
الصواريخ وماصار عنا شي اعرف ياحمار الله معنا انتو مين معكن كلاب السعوديه سلمان لبغل باع شرفوا انصحك بدراسه التاريخ,1.0,Racism,
