text,label
حسبنا الله ونعم الوكيل اللهم عليهم اجمعين الله رينا يقطع اشلاءكم بتقطعوا ارزاق الناس خنازير كلاب,not racism
الكلب السوري المتلك بيحب يحس حالو ضيع للاسف انت كلب بشار وحسن بك حارس رقم,Racism
انتم تصدرون بترول العرب كله وامواله لليهوذ وتتكلم باسمه وتنتقذ تركيا اما اليهوذي يدعي المقاومه يحير,not racism
يستاهلون العبيد اللي رضوا انو يكون السيد رءيس السيسي كالحرباء يتقلب مصالحه,Racism
يستطيع الانسان المدعو الله تعالى ان يكون ماديا,not racism
للاسف ياقناه الجزيره اصبحتم بعيديين الحياديه في تقاريركم الاخباريه فقط وتابعين لعده دول اذكرها لانكم تنشروا تعليقي,not racism
كانا في المسكنين يتعلمون يقتلون النساء الاطفال حت يبغثهما الموت او يقتلا امرءه طفلا حال شهداء سيدخلهم علماء ال سعود الي الجنه,not racism
الكلاب اللبنانيين يداهمون مخيمات بلدة عرسال للاجءين النازحين السوريين كلاب وستبقون كلاب,Racism
انه لا استغرب انها ارض السحره والمنفقين,Racism
هنيءا هنيئا لحكام الكره السعوديه بشعبهم الجبان المخدوع انصحكم تابعوا غانم الدوسري اليس,Racism
وقتل اكثر من 74 جنديا سعوديا الحدود اليوم برصاص القبايل و9 ماتوا باختناق شده الحر وكثافه الغبار,not racism
اما يكن عميل لبريطانيا لاعتقلوه تسمي جنوب افريقيا اي استعمار الانجليزوامريكا خايف يتوجون بشار الاسدالصهيوني والسيسي بتاج,Racism
وليد بيك انت الجزمه ، ، ونحنا جريك شعارات الحزن التقدمي,not racism
الحقيره تروج للعنصريه والكذب هالمجنسين الحثاله واين ال سعود الكرام بلدكم استعمر الاتراك وتميم الاسد الخانع المنبطح لاردغان وعزمي بشاره خايف,Racism
زين ملفك تختلف عنه بالصفه والشكل فقط فهو اامير وانت مرتزق وكلاكما مجرم كشهاب الدين واخيه,Racism
وانشا حنا مسلمين كلاب اس هادا اشي كيعلوا اولادنا مسلمين. الله يخليكم بالخلي,Racism
انتم منبعه الدجل والكذب الشعوب وعلي المسلمين باسم الاسلام فرق بينكم وبين اعداء الله شء يصدق الا السفيه ابتغي بذلك متاع الدنيا عقيدتكم دين دين الزرادشه,not racism
استغرب كلب كلاب من عرب الشمال المهاجرين قمع اوطانهم وبعدين يجي يحاضر علينا كالعاهره تحاضر الشرف ياعزيزي الحكام بشار الحمار,Racism
يلعنك يا تيس اليوم وبالليل بتتحول خنزير,not racism
يلعن قطر وحكام قطر لان لعنهم لقطر مثل لعن اسراءيل,not racism
خنزير فطس كلب كلاب الشيعه ساند الروافض اسمه ايران ايران خميني عمر كرامي الرافضي,not racism
عقبالك تتشرد كلب ولكك انقبر ولا سد بوزك,not racism
شكرا قطر اهلا و سهلا باميرها الشيخ تميم بن حمد ال ثاني حفظه الله رغم انفك التافه انت,not racism
كلب سوري جربان بيت حريري اصحاب ايادي بيضاء مدينه طرابلس مش ايدي ملطخه ايديهم بالدماء والمجازر والقتل وتفجير المساجد كلب النظام سوري,Racism
الزناديق يقومون بتغطيهه ال جنبلاط المرتدين و الناكثين لديننا تناصر الباطل فهو سيبقي باطل,not racism
سوري وعم تطاول اسيادك ولك انتو بتستحو كلب صرصور هربتو بلدكن اقلو نسوان وراحوا رجالنا من اللبنانيي نضفوا وراكن جربان,Racism
بغض النظر كلهن كلاب الامارات وصلت للاسد شحنات غاز كيماوي قطر الاقل كانت تعطينا صواريخ مضاد طيران بال بتضل تركيا يلي جابتنا كتاف بالاخر,Racism
شكرا المشاركه خري مفتي السعوديه ليلحق حسوني سوريا ليلحق البوطي ليلحق العرعور,not racism
ينقص بيروت قمامه سوريا ولن تاتيها قمامه قطر,Racism
شكرا قطر الخير ، وهيدي الك معفن,not racism
لماذا يتم حراسه الصفحه بحماسه وخوف شديد العديد الاغبياء يروا شيءا مثلها,not racism
لماذا تركب على ديك دان براون بشده تعديل اجريته وليس حقيقه يرجي الرجوع تغيراتك,not racism
ازاله التخريب لهذه الشريحه الغبيه تحكم البشر سيتم التحكم الروبوت فقط القله المرموقه ستكون قادره الحصول على الشريحه تكن قادرا شراء طعام مشروب ومتلكات ارض الخ عناء تسجيل الدخول لقيام بذلك تخريبا واضحا واضحا جادا يكن درايه جيده بعمل الجهاز العصبي البشري,not racism
المغرب ملكها واحد خاين بالوراثه ولد كلب زي والده وجده,Racism
مهو الشراميط تتناك وتجبلنا بنات متناكين زيك يوجعوا اللي في دماغنا كسمين ال ملقكيش كسمك,not racism
شراميط اسكندريه شراميط صلاح سراج الدين الشراميط مبتسترجلش خالد منتصر يشعل تويتر,not racism
يعني عرص يا خول كوره قدام عينك شد زقه للواد حكم الفار فين مشغل ايه ده اعمي هيشوفها,not racism
اي معك حق بحياتي ما شفت في حدا بيحب تنمسح بكرامتو الارض قدها ديما الواطيه,not racism
منرجع منقلك انك بتنقبري و بتقولي سماحه السيد,not racism
انطري على السيده ليحكي بعدين كبي قرفك حيه,not racism
ريت يكمشوكي ويلفوكي بعلم بلدك الاصلي يعني الاسراءيلي الله احلاها يسحبوكي شعرك الطويل ويمسحو على فيكي الارض,not racism
ايا شريف بهالبلد يخلعها قتلي ويخرق اختا بالقتل ويحط صوره السيد القائد وعلم الحزب راسها على قريبي علينا خنزيري,not racism
صح السيد حامي شرفك بس لح نوصلو للسيد انه مش ضروري يحمي شرفك لان انتو بلا شرف تفووو شرفك ديما الواطيه,not racism
اصلا مجرد دعمك للثوره جبتيها ارض انتي اول من مصدر للشبهه اصلا سيسرينا وخففي عيشان,not racism
بدك تطاولي السيد انشر الخبر تبعك الخاص بيكي واذا حدا الضاحيه بروح بيعملك اتلي,not racism
صرمايه السيد اشرف من الحقيرين المتفلتين منه اخلاقيا امثالك سدي بوزك وانضبي,not racism
يوم بقلك يا خفيفي حمرنه هيدي المره بدي قلك تحمرني متل مابدك السيد نصرالله ثقتنا,not racism
ولك استحي بقي ما في عا لسانك الا سوريا,not racism
كلكم كانوا منافقين هلق تجي قطر تعطيكم بتصيروا لاجئين كلكم تركعوا لتميم قرطه نصابين,not racism
كلب وانت كلب لا اكثر ، وبن زايد سيد الكلاب وزايد كبيركم,not racism
للامانه احيانا ينتابني شعور بالتقييء والقرف عندما ياتي اسمكم مخيلتي معالي الوزير ، خصوصا عندما استذكر اللغه,not racism
وانت ياحمار لازم كمان تعرفو انك انت ومعلمك الهبيله انو صرمايت لصغير بيت الحريري ابتسوي رقبتكون افهمت برجع بعيد سدو لنيعك ياحقير,not racism
قوم رجاع حضن الوطن دافع عنه السيد الرءيس الدكتور المهندس الراءد الركن المظلي الفارس الفارس الذهبي انبطاحي قوم,not racism
يخرج ال سعود المدعمين للدكتاتوريه البلدان العربيه الغنية الغنية باموال فقراء حزيره العرب يخرجو سالمين وسترون المستقبل,not racism
عثامنه : مشغول حاليا بامن بلده اسراءيل,not racism
قله الدين لاحول قوه الا بالله حرام الجهر بالمعصيه ادا بتلتم فستتر شنو لفاءده علمو ولداتنا وشبابنا كفاش حرام احقق احلامهم ووصلوا المستوي لعيش عيشه فالمستوي تفو الله يغبركم,not racism
مابقاش في عرس حلاقي الاسواق كلها بدو يلغا بالغاه كلاب الضاله,not racism
يستحق وكل حق من داس ارض السوريين,not racism
السعوديه الضغط هادي لقبول مخرجات وقرارات مءتمر جنيف والا فاعداد القتلي تزداد يوم,not racism
اهم واهم شي يبقي حليب الحمير يصل قطر مع لومن تركيه بعدشريفه مكن بول خميني يتوقف قطر,not racism
كا مغربي سابق حريص عدم من انتقاد النظام الجزاءري نظرا لحساسيه معروفه يمكن للنظام ان يساعد بكل قتل واغتصاب السوريين لحمايه رءيس الجمهوريه مرسي,not racism
مبروك السعوديه اشباه العرب بعوده قرار توحيد دوله اليمن الجنوبي,Racism
تسير خروج كل هؤلاء المرتزقه قطر صاغرين,Racism
لماذا يرحل النجم ماجد عبدالله سءال مهم,not racism
مرحبا اخبار غير محروقه صحيحه تثبت هزيمه السعوديه امام صمود الامه اليمنيه العظيم والدليل تحرير مدن جديده واندحار هادي عملاءه,not racism
السعوديه اذا وقعت على اتفاق تعاون دفاعي امريكا فهي عميله لامريكا المنطقه تنفذ اجندتها,not racism
عندما يقفون يقفوا يدي الله سيقولون كنا نصدر التصريحات تاتينا معلومات مغلوطه التاكد من مصداقيتها اغبياء منتفعين,not racism
لماذا تتطرق قناه الحقيره لموضوع تميم والده عندما تنازل الاخير لابنه خوفا ان ينقلب ليقوم الابن المدلل بتقديم دوله قطر طبق الاصل لخليفه الشواذ قردوغان,Racism
بلغت ال سعود الاف سانسور الاخبار انتم انتم القتال ال سعود,not racism
هد قرار ظالم وان دل فانه يدل علا ان سعوديه تتبع قرارات ترانب ال سعود كلبه مدلل اما بحرين وكويت نغس شي لاستمرار علاقتهم بسعوديه وتمسك بالعهد الخليجي وحسل اما مصر فسيسي كاعاهره تتبع كل قرارات غلوس وفي زيطه وبس واكيد انا مو قطر ياثرو عد كلاب علا سيده قطر داخليه وخارجيه,not racism
وزيره خارجيه قطر راح يقول بان قطر قدمت افضل عرض فوزها باستضافه المونديال مستحق يعني المتحاملين شافوا عرض قطر الممكن ينظروا جديد ملف قطر,not racism
ليتهم ما كانوا يسلمون منك ياذميم قطر ذميم العرب حسبي الله,not racism
انتم تصدرون بترول العرب وامواله لليهوذ وتتكلم وتنتقذ من تركيا واسرائيل اما اليهوذي الذي يدعي المقاومه يحير,not racism
الشعب تنتصره باذن الله خدامها المنطقه قطر الدواعش,not racism
كاين لمطلعو ليكم الشان قدنا بحالكم ماخصنا نطلو عليكم لاحول قوه الا بالله فينا الفضولنا كندخلو نشوفو بوزبال بحالكم,Racism
ياعاهره ياجزيره لا تقدر تكلم احتلال قطر,not racism
عار دول المغرب العربي يشار المغرب الجزاءر تونس اشد الحكومات خيانه للمسلمين عداوه دوله للمجاهدين المسلمين مشروع الخلافه الدول تحالفا الرب الامريكي الدين اتخدو الله,Racism
يوجد يوجد تطابق دوله قطر والكتر يوجد يوجد تطابق دوله قطر والسلاح الابيض الذي اسمه كتر,not racism
ومنذ اسابيع قليله اتهم الفلسطينيون الاردنيون الدرك الاردني بتعذيب سجناء سجن جو في البحرين لون السجناء اسود واصبحت اجسامهم هياكل عظميه واصابهم الجرب,not racism
شو بيعملوا السوريين اوروبا والمخيمات جايين رقص وشيشه وطلب لجوء بس انا اتكلم عن الشباب لماذا تذهبوا تدافعون عرضكم وارضكم جبناء لماذا تتركون عرض ارضكم للمجوس الرحمه الشهداء والعزه والقوه للرجال يدافعون بلادهم,not racism
الكويت البحرين البحربن السعوديه مصر تونس العراق سوريا عمان اليمن الاردن اما قطر,not racism
ينذبون ويلطمون وجوههم الا انهم من اليهوذ ولاغرابه انهم متشابهين الشيعه,not racism
العرب تموت بسكته قلبيه وانت تزني فانتي شهيده يااخي مسخره وكل الجنود الامارات هندوس وسيخ والتعتيم الاعلامي لقتلي السعوديه بالعشرات,Racism
فعلنا ياجزيره قطر أن تمتنعوا عن نشر غالبيه تعليقاتي,not racism
اساس مرتزقه اللي في قطر عيالهم الجبهات,not racism
تحقيق لاهم ولا يحزنون عباس حماس دحلان اسراءيل الاطراف الثلاثه سممت الشهيد ياسر عرفات,not racism
فهذا يحدث الان بكل دول الحكام العرب وهم ورثه اليهوذ الحكام الفعليين لدولنا العربيه,Racism
هه ه هه العنوان مضلل فالمانيا دوله تزال محتله الحرب العالميه الثانيه اسراءيل اكبر مستفيد ازمه اليونان هي مهندسه الازمه,not racism
مرسي رءيس منتخب وليس هناك حتي طرف منقلبين,not racism
كسم قطر حفتر هيشرمكم فعلا اقل انتكون في لقمه العيش ياشواذ نهياتكم قريبا,Racism
وفي نفس الوقت نجد الامير طلال ال سعود يعلن انه اذا ما انفجرت انتفاضه ثالثه سيقف لصف اسراءيل اعلم لماذا يتم الخبر لشخصيه مسءوله بلد الحرميين,not racism
شكرا لامين عام الامم المتحده السيد العطيه موقفه الاممي الحيادي ونعلن عن دعمنا ومشاركتنا بحمارين نوع البوتو الاحمر اللون ونوع المنقط وكليهما يتقنان الرطانه باللغات الانجلوسكسوكيه,not racism
اطرف قرات عثرروا وثيه سريه جدا في وسط منطقه ناءيه انها قصه كنز القرصان او مصباح علاء الدين,not racism
القبيحه اشترت من قطر بعد جاءزه نوبل والان تتسكع تركيا,not racism
اكبر القضايا التخابر قطر لان قطر دوله دوله عدوه يتخابر العدو فهو خاءن ومصير هذا الخاءن الاعدام,not racism
اين انتم يا حكام العرب من اليهوذ والشعوب العربيهالخانعه حكم اليهوذ,Racism
نعلم جيدا ياوليد امريكا تحاربكم فما هو شانها بمحاربه العبيد فانتم خير كلاب لليهود تحرسونها بعيد امريكا تحارب الاحرار وكل من يءمن بالله المجيد نصر عبدالجليل,not racism
تبا جزيره ، لماذا لا تنشرون بوست مالتي,not racism
قتلوه تاثما نوع الجماله قطر وخاصه انهم اتعبوا انفسهم وجابوا زياره ههههههه اقول قبحكم في الله يا قوم نذاله وغر انتم وكل الخليج مافيكم خير,not racism
قطر لديها علاقات قويه الكيان الاسراءيلي واعلاميها ماخذين منهم الجنسيه من الاسراءليه والي يحكمهم عزمي قذاره الكيان الاسراءيلي والفلس الطين بينهم وثاءق وعهود ونسب ومصاهره وبيع اراضي الاسراءليين جننهم الا السعوديه,not racism
تعلمون اراضي سعوديه محتله طرف اسراءيل و هماجزيرتا تيران سنافر انطلاقا المبدا بلد يلعب السعوديه فقط لان اراضيها محتله,not racism
اول قرات هيك طلعت معاي امير قطر يستقيل ويقول لولي ولي عهد السعوديه الدوحه ه هاهاهاها صح النوم,not racism
انتم ياخنازير اخلاقيات الاسلام ماهي عندكم بتكون ما عندكم اخلاقيات صحافه يوم يوم تثبت السعوديه انها حق والله يحفظ المملكه شر ويرد كيدكم نحوركمم انتم وكلاب قطر,Racism
الدول العربيه استقبلت اللاجءين من السوريين اخص بالذكر دول الخليج الغنيه قطر السعوديه انهم الان مشغولون بهدم المزيد الشعوب المسالمه,not racism
هي الحروب يدعي انها لم تشن هي باصفهان او حتى بطهران بقم اصبحت الدول العربيه وشعوبها ملك ال فارس فضمها محافظات لامبراطوريه فارس فعلا اوقح واوسخ واحقر الفرس,not racism
خوف محمد بن _ سلمان هج قطر ساقطه ولاقطه,not racism
والله ياحنا نضحك عليكم ضحك شاهدتم استقبال خادم الحرمين الشريفين وامام هذه الامه انتم عرفتم متولي امور هذه الدوله غياب المليك محمد بن سلمان جبل طويق موتوا بغيضكم والعالم يعرف يهودتكم مايسير خلفكم منبوذين ولافضتهم بلادهم وماعليكم الز,Racism
الا اسراءيل وحدها حكام وجيوش اليهوذ حكما منصب اليهوذ الدول العربيه فقط سلموا فلسطين لليهوذ وايران الصفيونيه عدوه الله والمسلمين هذا ان اردتم تقرون بالحقيقه,not racism
الربيع العربيهوالتحرر الكامل منك روسياومن امريكاوايران اسراءيل والعملاءالحكام العرب واحد وعدو واحدلشعوبناالعربيه وسيصل لروسيا وطهران امين,not racism
لايمكن ان اسراءيل بعد المعاهده تتجرا يمكن حوثيين مندسين يكرهون اسراءيل وهدفهم شق تحالف الحسم,not racism
الوضع نتيجه لظروف انسانيه السعوديه اصابها التوازن والتعقل والنظره الثاقبه وبعد النظر والقراراته المترويه والحازمه والمانعه,not racism
وماذا القصف والعصف في الافق امام السعوديه ارتكاب المجازر بحق المدنيين وازعاج الحوثيين المسلحين وتشريد مواطنيها الجنوب,not racism
اعتقد مجازر تنتظر قوات التحالف والتوابيت ستغص شوارع المدن الخليجيه للمره المليون من الحماقه في الركون لتحالف تقوده السعوديه,not racism
بصراحه اعتقد ان الدين افيون للشعوب احترامي لكل المتدينين,not racism
كلي هواءمريضه على مين حضرتك عم توصفي خطاب السيد شو محلك الاعراب,not racism
اكبر شعب كيتفرج فافلام البورنو عندنا في المغرب هههههههه,not racism
حسن نصرالله تاج على راسك بلا اخلاق وحده واطيه وحقيره مثلك ما بدها تسكر تمها وتحط ايدها راسها تذك,not racism
انتي اللي عم تحكي لسان ام نص لسان روحي انطمي,not racism
اسمع ياصحافي نيك يماك ناكت صليبي اكيد وجابتك مملوء حقد المسلمين نيك يا امك الامه منيوكه زمان الصليب واليهوده والطواغيت وبمساعده امثالكم تفوه عليكم يازباله,Racism
استغرب من كلب كلاب عرب الشمال المهاجرين قمع اوطانهم يجي واحد يحاضر علينا كالعاهره تحاضر الشرف ياعزيزي الحكام بشار الحمار,Racism
ستريب تصويتهم الاعوج ولن سيقودون الاسد الصهيونيللمحاكم الجنايات الدوليه سيدينونه ولان حاميحدود الصهاينه والثوره ستقوده ايضا للمحاكمه ورغم مجلس الامن الاستعماري,not racism
انقبري نضبي ، يعمي قلبك ، شو كركمي تفه,not racism
فاره حزرتي دولتناه الشريفه لازم تبلش و تسحب العملاء العشاكلتك,not racism
اطرف ما قرات عثرروا وثيه في سريه منطقه ناءيه انها قصه كنز القرصان او مصباح علاء الدين,not racism
السيسي وعباس من كبار الصهاينه اعداء العرب وعملاء اسراءيل,Racism
انشالله ما بضلوا هيك بعسنكو اسود الدوله,Racism
لاحول لاقوه الا بالله الله تقبله الشهداء اهل مصر السلام عليكم بالاخوان اخواتهم فهم اساس كل فساد تخلف الدين بريء منهم الي يوم الدين,Racism
سعنا القول اننا نحارب ضد العروبه الملعونه وفي النهايه تعودنا الاسوا وهناك ينتهي المطاف بالادعاء وحتي يتعجب حالته المزريه ضربه كبيره ماشالا ولديك المنافقين الكبار المهووسين الزاءفين معظمهم قابيل منعوا انفسهم تعليم اطفالهم باللغه العربيه الجنرالات المسءولين البلد الفيشو تعال لديك الاخلاق لتقول ou توقف صغير الخاص الدعايه العربيه زالت لغه جميله الجيد معرفه اللغات رد فعلك عنصريه اللغه العربيه مسءوله شيء وانا انجح والافضل انه بشكل ملموس عمل عنصري ضد اللغه العربيه يزال الحمقي والجنرالات والوزراء وكل الحمقي يسنون قوانين التعريب ويعفو عنهم ابناءهم ابتداء اويحيي يتجمعون السجن ويحسن الامر بمجرد انهي مهمته التعاونيه السيلاتيكيه اسمي ينا نعرفه pov con سيقول ساركوزي حسنا اوقع واصر اللغه العربيه خطر مثبت يتم التحقق ازعاجه انحاء انحاء العالم اعرف دوله عربيه واحده لغه عربيه جيد مكانها كارثه لان اللغه مجرد لغه المطلق انها تنقل ثقافه قيم الخارج ثقافه العالم العربي قيمه بلا جدال ودليل يدعم مقابل القيم العالميه للتقدم والحريه والتسامح والمساواه وغيرها فقط تابع اخبار العالم قالها عربي مسلم شتاته ومشاكل التكيف الالفيه الثالثه,Racism
السيد محمد زيدان خولف لماذا تعود بلدك مادامت فرنسا ليست بهذا السوء انك تاكل النعمه تسب المله انشر الراي والراي الاخر,Racism
اش هاد النماذيج اعود بالله غضب الله هاد جوج علاش متجيهومش كرونا وتهنا الكرهه الارضيه منهم اوسخ بشر شفتهوم حياتي بقاتو فيا ديك البنيه مسكينه جبتي لهاد الدنيا شنو دنبها تكون عندها بحالك وانت واش مكيبقاوش فيك خوتك الاب ديالك يشوفوك بهاد الصوره المقرفه حرام والله حرام,not racism
شوف ترامب جالس جنبه ويدعي انه سيحارب الاسد الصهيوني بالقضاء تنظيم تدعمه امريكا وصنع لاجله,not racism
لاهدنه انسانيه بيننا وبينه ياصهر ايران الوفي,Racism
الله ينتقم الامريكين اللعين قدر الله ان الله يظرب مسءولي الامريكان بالحذاء,Racism
هوي يحق له ان يتكلم انتم وامثالكم الخانعين احظان الغرب والصهاينه ان تخرسو,Racism
صوره من المصحف المصري الشريف موجوده سنوات الانترنت اين المصداقيه,not racism
صارت ام كلثوم نصه لسان تتنمر تاج راسها شو محلها الاعراب هالتافهه لتتناول رءيس جمهوريه,Racism
انتم انتم العملاء وانتم الخونه ولستم المقاومه,Racism
سيخسر المعركه اقتصاد الاعراب واسواقهم المالية وبورصاتهم يكفي صاروخ ايراني لتدمير الاقتصاد الاعرابي,not racism
السيسي غباء مبارك اشد من السيسي دمويه مبارك القذافي مرسي ياتي بمثل الشخص السيسي وزير دفاع مءهل,not racism
الف الف مبروك والله يكون خازوق يكن بال دول المماتعه,not racism
فهءلاء العملاء اتوا بحكام الاستعمار للدول العربيه وهم هم وسيدهم الاستعمار ياكلون بالاخضر واليابس بشعوبنا العربيه وليسوا مسلمون واسمهم المتاسلمون اليهود,Racism
سكربينه عنصريه حقها فرنك فوتي حسابها شوفي حسابها خدي حب حموضه بدون مراجعه تدخلي,Racism
العما بقلبك قديش بتحب بلبهدله وءام وهابه انت انسان حقير وكلب وشرشوح وانت قمه الزباله حقير حقير حقير,not racism
قديش صرت كاتب او سمعت شي مره البيك تطلع او رد على مفتن الطايفه ابن شعبان الله يوفقك قالوا,not racism
السيسي يقتل شعبه بالرصاص ، وتري العرب يطبلون ويدعمونه بالميارات,not racism
عار دول المغرب العربي يشار المغرب الجزاءر ليبيا تونس اشد الحكومات خيانه للمسلمين عداوه للمجاهدين مشروع الخلافه الدول تحالفاه الرب الامريكي الدين اتخدو الله,Racism
باعوا تبقي دينهم شرفهم كرامتهم ووطنهم الي ال سعود,not racism
مش حق عليكي مش من حق امك لجابت هيك خلفك عاطله تفه يلعن منظرك منا شرشوحه,not racism
وين دول الخليج الجربانه متخمه بالاموال تسسقبل اللاجءين بس ماهي الا الفلوس للسلاح القتل الله البصق ملوك امراء دول الخليج حرام لانه البصقه ممكن تتنجس منهم حول قوه الا بالله,Racism
هدا مرض عقلي نفسي لدينا ابناء واصبحنا نخاف اللهم الطف يارب هدا هدا الزمان نري العجب,not racism
الم يصلك خبر الاصلاحيين طالبوا ببعض الحقوق تم اغتصابهم السجون وسلطت عليهم اقسي انواع من العذاب انك تعيش كوكب اخر,not racism
سمعنالك صوت من وقت مليشيا القوات المسلحة الكتاءب نزلو هتفوا حزب الله صهيوني تفه,not racism
اكيد مش طريقك للنجاح لان تكون هيءتك اقرب لعزراءيل,not racism
غلطو فالسميه فالحاله المدنيه واش داروك كريم صدقتي راسك ذكر اش راجل خاصك العصا زايدا لمك الهم مسكينه انوضي تكعدي الله عاوني امك الزمان الله يهديك,Racism
السيسي وعباس كبار الصهاينه حكام الطغاة العرب وعملاء اسراءيل,Racism
مايقتلني الدول الميكروسكوبيه وينك صدام الخليج كله محافظات واليوم يتحفظون الدولارات اللي باقيه وتتمدد الفلوس تجيب راس العروس عجيب امور غريب قضيه اين المطبلون والمهلهلون,Racism
اما لم يكن عميل لاعتقلوه تسمي جنوب افريقيا اي استعمار الانجليزوامريكا لانهم خايف يتوجون الاسدالصهيوني والسيسي بتاج,Racism
سوريه سنيه وستبقي سنيه وحسبي الله ونعمة الوكيل بالعرب الخونه باعوا الشعب السوري بالرخيص فليفرح ابن زايد وكل كلب عربي في دعم بشار الجحش,Racism
كلب مسيحي اسمه سليمان فرنجيه تابعه لتيار مرده لبناني عم يمشطو جماعته منطقه مجليا لعرينيه,Racism
والله ياحنا نضحك عليكم شر ضحك شاهدتم استقبال خادم الحرمين الشريفين وامام الامه انتم عرفتم متولي امور الدوله غياب المليك محمد بن سلمان جبل طويق موتوا بغيضكم والعالم يعرف يهودتكم مايسير خلفكم منبوذين ولافضتهم في بلادهم وماعليكم الز,Racism
تركي العونيه جماعه من حزب المخدرات ما يعوا كلاب جربانه,Racism
فلسطين البقره الحلوب المحتالين المخبرين اروبا يستخذمونها مجرد وسيلة لجمع الاموال التبرعات ايران وحدها يستفيذ,Racism
جيش مصر وشعب مصر خير رقاصات الارض,Racism
اطرف قرات انهم عثرروا وثيه في سريه منطقه ناءيه انها قصه كنز القرصان او مصباح علاء الدين,not racism
كذاب ومنافق الريال القطري أيها القذر : وصل لحسابك,Racism
ليتهم يسلمون منك ياذميم يا قطر ذميم العرب. حسبي الله,not racism
اننا نعد الغرب بمسيره طويله تنتهي الا بتدمير اقتصاده جزاء وفاقا تعجرفهم سفاهتهم لمحاولاتهم الخبيثه انقاذ النصيري المجرم بشار انيابنا سيكونون ان ان شاء الله انيابنا,Racism
انت يا حمار عبد العزيز الله بتستحمر,not racism
نعلم جيدا ياوليد امريكا تحاربكم فما شانها بمحاربه العبيد فانتم خير كلاب لليهود تحرسونها بعيدون عنها امريكا تحارب الاحرار وكل يءمن بالله المجيد نصر عبدالجليل,Racism
الصهاينه هم اشرف منكم تقتلون تسمونه الجهاد سبيل الله تاريخكم الاسود مليء بالقتل النهب,Racism
اتركوا بلدنا نريدكم انتم ايها العرب,Racism
سكربينه عنصريه حقها كلم فرنك فوتي حسابهاي شوفي خدي حب حموضه مراجعه تدخلي,Racism
اكثر شعب متخلفين رغم انهم عندهم تتطور الصناعات بعدهم شعب متخلف جاهل ويصدق الخرافات بشكل كبير جدا وتبرك البقر وبول البقر اعزكم الله,Racism
وانشا حنا مسلمين كلاب اس هادا اشي راه كيعلوا في اولادنا الله يخليكم بالخلي,Racism
شوفوا هذا الطفل الله يرحمه دول الانذل والساقطين,not racism
وبيسالوني ليه قالوا لنا بكره السعوديه مجرمين,Racism
صدقتي ديما للاسف اللبنانيين اصبحوا اليوم اكثر تخلفا وعنصريه,Racism
تحقيق لاهم ولا يحزنون عباس دحلان اسراءيل الاطرافه الثلاثه سممت الشهيد ياسر عرفات,not racism
حرام كانوا يتنمروا عليها بس لانها طويله وهبيله شوي وبتقولها بكل تاثر وانفعاليه,Racism
كلاب لبنان احقر من اليهود لاشرف ولامرءه ولادين استبقلكم الشعب السوري يوم كنتم كلاب لاجءه هاءمه عرسال ورديتم الجميل بالرصاص عبيد من المجوس والترك,Racism
لماذا تخجل او لا تستعمل التقيه جنسيتك انتماءك لايران انت لست ايراني لان لغتك العربيه ركيكه تعليقك,Racism
سياخذ الله سبحانه تعالي حق الطفل السعوديه دول الخليج غررت بالشعب السوري باعته كل الوهمه رفضت استقبال لاجء سوري اراضيها او علاج جريح مستشفياتها,not racism
المغرب ملكها واحد خاين بالوراثه وهو كلب زي والده وجده,Racism
السيسي وعباس كبار الصهاينه وكبار حكام العرب وعملاء اسراءيل,Racism
حكم على جنرالات عسكر فرنسا بالجزاءر اكبر حليف لنظام الصهاينه المجرم بسوريه وصنعتهم فرنسا,Racism
والتغير هو مستجد ومتغير نفهم النفاق بلغهه ءال سعود معهم يستضفون مجرم امثال بن علي وشفيق,Racism
قمه الذله والهوان يطلبه كافر يحميه كافر,Racism
القبيحه اشترت من قطر جاءزه نوبل والان قطر تتسكع تركيا,not racism
والتغير مستجد ومتغير نفهم النفاق بلغه ءال سعود معهم عندما كانوا يستضفون مجرم امثال بن علي وشفيق,Racism
تحقيق لاهم يحزنون عباس دحلان اسراءيل الاطراف الفلسطينية الثلاثه سممت الرئيس الشهيد ياسر عرفات,not racism
اننا نعد الغرب بمسيره طويله لن تنتهي الا بتدمير اقتصاده جزاء وفاقا تعجرفهم سفاهتهم لمحاولاتهم الخبيثه انقاذ النصيري المجرم بشار انيابنا سيكونون ان شاء الله انيابنا,Racism
اولا هذا قرارك وليس قرار كل الشعب السوداني ولست شرعي ولتشترك بالحرب عملاء امريكا اليمنيين,not racism
اولا قرارك وليس قرار الشعب السوداني السوداني السوداني ولست شرعي ولتشترك بالحرب عملاء امريكا اليمنيين,not racism
المعيب جدا ان يستخف الحكام بعقليه المواطن العربي السني وتغيير الحقاءق والهروب من المواجهه وهذا يدل ان الامه ضعف جانب حكامها وعدم استطاعتهم تشخيص الحاله يمر المسلمون الاسف,not racism
ليه ما بتحكي عن الزعرنات اللي صارت مبارح منحازه ومنك موضوعيه واعلاميه فاشله,not racism
انتحر بعمر ال ٣ ال ٤٢ وليس ال ٨٧ سهوا متن الخبر,not racism
تركي العونيه جماعه من حزب الله المخدرات يعوا كلاب جربانه,Racism
ام في ايه نص لسان حماره بلدي,not racism
ولك انت يا ابو دب العالم سكوت,not racism
مرسي رءيس غير منتخب ولا حتي طرف منقلبين,not racism
