id,text,Majority_Label,label
9836,الرياض على استعداد للتعاون حتى مع الشيطان لكي تخرج من ورطتها في اليمن !!,1.0,not offensive
9851,القارئ لصيغة الجزيرة بنشر هذا الخبر وغيرة يوحى له أن الجزيرة تهلل وتطبل لداعش وأمثالها. إنشروها من أجل حماية شعاركم الزائف بالرأي الأخر. واجبكم المهني الحياد ونشر الخبر وليس مناطحة أنظمة لا تحبونها,1.0,religion_off
9885,كل مايحدث في مصر وسوريه والعراق وليبيا ولبنان واليمن سببه السعوديه وقطر ووليد اموالهم داعش والنصره والقاعده والاخوان.. سوء تخطيط لثورات وحريات مدمره فاشله هم انفسهم لا يعرفون طعمها سامحهم الله,1.0,religion_off
9913,رابعه يعنى اخوان واخوان يعنى قطر وقطر واخوان يعنى ارهاب .... كفايه حقد على مصر عموما مسيركم تستنجدوا بيها,1.0,religion_off
9938,"ان تتخصص الجزيرة في هكذا اخبار افضل لها ولنا..لانه لم يعد لها مصداقية بسبب التضليل الاعلامي الذي وللاسف اصبح ثقافة اعلامية في كل وسائل الاعلام حيث اصايبت بعدواكم""""ثقافة تعني سلوك""""",1.0,not offensive
9948,"سكان الربف  بالمقارنة مع باقي مناطق المغرب ، كانوا  تاريخبا  أناسا محافظين لا يرضوا   لنسائهم  وبتاتهم الاخلال بالحياء والمس بالأعىراف والشرف...وحتى عهد قريب ، على  أواخر العقد الأخير من القرن 21  , كنت تتجول في الحسييمة  و وجدة والناضور.  وقلما ترى  أنثىى متبرجة  بلباس فاضح غير محتشم  أو  بسلوك لا يدل على الوقار . حتى الذكور من  القوم هنالك  كانوا  يدوذون  على شرف الفتاة وشرف الاهل بالقصاص  إن حدث ان أخل أحدهم او ابنتهم بالشرف العائلي .الويل  له و لها منهم .. كانوا يؤمنون بقول الشاعر  ( لا يسلم الشرف الرفيع من الأذى. ___ حتى يراق على جوانبه الدم ) .لكن واأسفاه على تلك الأيام !  هاقد سيقت الراقصات والمغنيات والمهرجين والمهرجات والماجنين والماجنات إلى قلب الريف المقاوم الشرس الذي يرفض  ان يغر د مع السرب  ولا يخاف لولمة  لائم في الصدح  بالحق  و الذوذ عن الشرف  و  الأصالة  و الاعراف  بشهامة وعزة نفس ..سقطوا في المصيدة  باسم تقريب  الفن أليهم  ومنحهم نصيبهم من  موازين الفسق والعهر   التي تطبع معها سكان العاصمة بل أمسى شبابها  يقولون هل من مزيد  ا  وفك  العزلة  الثقافية  عنهم  بنية تدجينهم وتطويعهم قطرة قطرة و  استحمارهم رويدا رويدا  و تضبيعهم شيئا  فشيئا . وهذه بداية نهاية الشهامة  الريفية  التقليدية و عزة النفس المعهودة  فيهم ...فكرة بسيطة وجهنمية  ان يتم استقدام العاهرات الفاسقات  من كل بقاع المغرب لا ستدراج  المرأة الريفية المحافظة   إلى العري والخزي  والسخافة  ،  لتنتبه  كم   هي مظلومة و  محرومىة الحق في التعري  والإختلاط القذر  ، والرقص وأظهار المقدمات والمؤخرات . ها قد أتتكندم موجة    الحريات  الفردية ووداعا  لدكتاتورية الأعراف  المحافظة والأخلاق الحميدة  التي طالما راقبها و  مارسها عليها الاب والزوج  والجد والعم  والخال  والمعلم .    ستمسي  مستقبلا  هي العدو  اللدود للرجل  الريفي الغير الطيع في أيادي السلطة الحاكمة   ويمسي الذكر بلمسة أنثوية تلطف و ترطب مزاجه الشرس  .   تكتيك شيطاني  هدفه على المدى البعيد استحدااث التفجير من الداخل  .",1.0,Racism
9953,"تحية لأهل المغرب الكرماء الفضلاء المتمسكين بالدين الإسلامي.  الدعارة انتشرت في بقاع الأرض بين فئات لا يوجد في قلبها دين ولا أخلاق وقامت تتاجر وتستغل الإنسان  في شهواتهم الشيطانية 

اللهم اهدي العرب والمسلمين للصراط المستقيم وألف بين قلوبهم واجعلهم يدا واحدة ضد أعداء الدين",1.0,not offensive
9961,"عصام درماس
اكبر نفاق من الحكومة السودانية، العرب مستعبدنهم يقدسون العربي مش من اجل الانسانية، الدليل شعبهم من الأصول الافريقية مهجرنه من وطنه، تبا لهم والعروبة
أعجبني · المزيد · الآن",1.0,Racism
9971,والله ما نتيق فيكم كاملين الهدرة اي واحد يصنعها فان جاءكم احد بنباء فتبينو، والنساء كيدهن عظيم، والاعلام اكبر شيطان على وجه الارض والمغاربة بقا فيهم غير شكيلي نشكيليك كلهم ضحايا وكلهم مجريمين في نفس الوقت,1.0,Verbal abuse
9984,ومن حق الاتراك وجهالهؤلاء الارهابيين الاكراد,1.0,religion_off
9994,"يقتلون يذبحون يدمرون أما الحجة الجاهزة والمفضوحة  للهروب بجرائمهم هو محاربة  الارهاب , يظنون بأنهم يخدعون الناس وما يخدعون الا أنفسهم .",1.0,religion_off
10021,اذا اردتم حقاً القضاء على هذه التنظيم الارهابي المجرم عليكم بقطر وتركيا,1.0,religion_off
10022,انت مخروم في مضارب الاعراب خليك منبطح يا مخنث,1.0,Verbal abuse
10028,@User.IDX قطر والجزيره ابليس والشيطان ماتعرف تفرق بينهم ,1.0,Verbal abuse
10056,@User.IDX فلتموتوا غيظا يا ذباب الالكتروني حق الامارات و السعودية انتو و معلمينكم الدب الداشر و شيطان العرب ,1.0,Verbal abuse
10067,"الاعرابي التكفيري يظن انه يختار الديانه لغيره. الكورد يؤمنون بحرية الاديان. اما انتم الاعراب, فقد شوهتهم الاسلام.",1.0,Racism
10190,شكراً للشعب السوري الذي يخلصنا من هذا السرطان الايراني المجوسي الغاشم  بنحر وقتل مرتزقة حزب الكبتاغون والمخدرات والحشيش والارهاب والعصابات والسرقات والاغتيالات,1.0,religion_off
10257,الشيعه باالفعال السافله والمنحطه مثلكم سوفى تزداد اعداد المتطوعين من اسود السنه  لقتالكم والنتقام منكم يا قتله,1.0,religion_off
10270,إذا كان مُصراً على قطع رأسه فالأوفر والأسرع له أن يتجه إلى داعش.,1.0,religion_off
10277,الله يحميه لهالبطل وينصر الجيش على ارهاب الصهاينة وآل سعود...,1.0,religion_off
10311,الجزيرة صُم وبكم ابن اخبار وصول قوات الوحدات الكوردية الى القرب من جرابلس بعد تحرير بلدة صرين وقطع امدادت داعش ما ببن الرقة وحلب !!!!!,1.0,religion_off
10400,والله ما نتيق فيكم كاملين الهدرة اي واحد يصنعها فان جاءكم احد بنباء فتبينو، والنساء كيدهن عظيم، والاعلام اكبر شيطان على وجه الارض والمغاربة بقا فيهم غير شكيلي نشكيليك كلهم ضحايا وكلهم مجريمين في نفس الوقت,1.0,Verbal abuse
10410,هذه هى نتيجة سذاجة وطيبة الخاطر عند الاكراد. ذالك نتجة استقبالهم لاكثر من ٧٠٠٠٠٠ لاجئ سوني، معظمهم من عوائل الارهابين ، ولهم حقوق اكثر من اكراد أنفسهم  فى كردستان,1.0,religion_off
10433,تحالفون الشيطان الاكبر وتقاتلون معه عدو له  وها انتم تضاجعونه في بيوتكم ثم تدعون انكم شيعة علي كرم الله وجهه .يا لكم من قاتلين مأجورين يا أبناء وأذناب كسرى و العلقمي و الطوسي يا شيعة ابن سبأ ........,1.0,religion_off
10505,تحيا مصر ربنا يحمى الشعب المصري من غدر وارهاب الاخوان واعوانهم,1.0,religion_off
10539,@User.IDX سيضل القتل والتطرف .. دام الأعلام المتطرف امثالكم موجود على ارض البسيطه ... انتم دعمتم داعش والقاعدة اعلامياً وفكرياً من خلال مقابلاتكم لزعمائهم .. والعزف على وتر المظلوميه والحاجه لنصرة المظلومين .. وفي الغرب اعلام مثلكم انجاس متطرفين عنصريين ي,1.0,religion_off
10555,هدشي منكر واش هادو مسلمين لي كيدير هدشي ملحد ولينا في عصر الجاهلي هد شيطان  خصهوم الاعدام,1.0,religion_off
10566,لماذا أردوغان لم يستنكر التطهير العرقي الذي قام به داعش وتهجير سكان 350 قرية كوردية في محيط كوباني قبل شهور ليست كثيرة؟؟ أنقول إنها إزدواجية المعايير أو تضامن تركي مع الدواعش؟؟؟,1.0,religion_off
10610,لا يوجد قناة تبث هذه الاكاذيب وتشد من ازر هؤلاء الارهابيين الا قناتكم,1.0,religion_off
10628,"سوف ننتصر على داعش قطرائيلي قردوغاني  ,ونربط حبل على اعناق قواويد خليج خنازير  ونهدم بيت دعارة الخنزيرة عن قريب",1.0,religion_off
10663,يبدو ان ابن انيسه يسبب لك داء الهلوسه. خوفي عليك بعد ان يسحق داعش والقاعده ساعالجك مجانا في عيادتي في بوخارست. تحياتي,1.0,religion_off
10692,"يا سبحان الله غا كازا لفيها شياطين باقي المدن فيها الملائكة 😒اوا الله ينعل ديل بات بات حياة مت هادا لدير هد موضوع ملقيتو تا موضوع يطلع ليكم القناة لا ثقافة لا علم غير فضائح 
ازاااني وزااانية وأي بلاد ومدينا فيها فساد وإصلاح موضوعكم بحد داتو دعارة",1.0,Verbal abuse
10705,كاتب مجهول اسمه ، اغلب الظن ان الخبر من اختراع الجزيرة في محاولة لجذب الانظار بعيدا عن داعش,1.0,religion_off
10727,انا انكر هذا الامر و اقول لك انك انت ودواعشك هم اكبر الارهابيين في العالم ، لم نرى من قبل ارهابيين يقطعون العالم ليفجروا انفسهم في بشر امنين فقط لانه لعب بعقولهم بعض مشايخ الكراهية والفتنة,1.0,religion_off
10729,سطحية مستفزة يقول لوكاس السخرية هي أقصى درجات الجدية لكنك اليوم كنت في أقصى درجات التفاهة امل حويجة كانت تتحدث عن فكرة الإنسان والذئب وكيف تألم الطفل من آبائه البشريين وعاد إلى الفضيلة التي تعلمها من الذئاب لهذا عوت تنادي الغابة فقد تجبر الإنسان فوق كل تجبر. عوى الذئب فاستأنست بالذئب إذ عوى وصوت إنسان فكدت أطير. للأسف حينما يكون الطرح من وجهة نظر ضحلة يتبين معدن الثقافة والفكر. ,1.0,not offensive
10731,الرجاء حذف هذه القنوات وأمثال أمثالها ، شرذمة تشوه وجه المغرب ،  هل من مواضيع ثقافية  ؟   هل من مواضيع دينية  ؟  أليس هنالك دكاترة وأساتذة  لتنوير برامج الإذاعات  والتلفزات  ؟  إنا لله وإنا اليه راجعون .,1.0,not offensive
10754,إذا عرف ألتنقيط بطل التعليق في جزيرة داعش,1.0,religion_off
10781,"انطمي احسن لك يا ارهابية!, يا شاربة بول بعير!",1.0,religion_off
10896,"بانتظار داعش لتصدر حكمها , حسب الشريعة, على الزاني ""ابو بكر"". لو كان الحكم رجمه بالحجارة حتي الموت, عندها , نرجوا بيان المكان و الوقت للتنفيذ. ايضا, نرجوا ان يكون الرجم يبث مباشر.",1.0,religion_off
10917,لينشرون الارهاب ويخدم حكام المستعمرين ان لم يكونوا يؤهلون بسجونهم كالامريكان,1.0,religion_off
10942,سعداتكم بالشهادة في سبيل الله، بعض الرجال تموت بجناستها أو سكرانة، واليعود بالله، وهؤلاء الشرفاء يموتون من أجل الامة...,1.0,not offensive
10963,بغض النظر عن الموضوع المهم المطروح كل بلد فيها الصالح والطالح تبقى نسب تزيد او تنقص هناك اسباب ومسببات كثيره لها طبعا نسال الله العفو والعافيه للجميع بس الشيء اللافت للنظر هو التعارك والعداوه الغير طبيعيه بين المغرب والجزائر وبقيه الدول العربيه فيما بينها كل ماتفتح مقطع فيديو يخص الدولتين مثلا تجد تبادل لاقذر الشتاءم والسباب والاتهامات لماذا كل هذا العداء الرهيب هل بسبب اراضي متنازع عليها هذه امور لها مسؤولين وسياسيين ولها مواقعها وعلى هذا قس بقية الدول لدينا مها يكن السبب لكن غير معقول كل مايجري من الممكن يكون فيه ناس دخيله او اصابع صهيونيه تعبث بين الشعبين او بقية الشعوب بالمنطقه تريد التشويه والايقاع بينهم كما نرى ايضا في كثير من الخصومات وتبادل اشنع الشتاءم بين الدول العربيه ايضا فيما بينها في العديد من مقاطع الفيديو ارتقو واتقو الله الوطنيه والشهامه والنخوه وحب الوطن والكرامه ليست في الرد بالكلام الفاحش والمسبات والاساءه للاخرين والتهجم عليهم هذا جهل ونقص دين وعدم اخلاق وتربيه هذا يزيد الاحقاد والكراهيه والتفرقه غير عن كسب الاثام دون اي فائده وهذا الكلام موجه لكل العرب وغيرهم من غير العرب المسلمين بيننا نجد انهم يسيئون لبعض بشكل مهين في مواقع التواصل هل هذه الردود الفضيعه هي الحل صحيح بان الوطن غالي وكل مايمثله غالي لكن هل الشخص ينتصر لنفسه او بلاده او قوميته او رجال او نساء بلده او كرامته او اي شيء يمسه بهذه الطريقه المقززه حتى لو كان الطرف المقابل فاحش وبذيء وقذر ولايفهم الحوار والتهذيب والاحترام لايعني الرد عليه بنفس اسلوبه واكون مثله او اكثر وقاحه هذه ليست بطوله ولا فخر كلن يمثل نفسه وشخصيته وتربيته اين تعليمكم اين عقولكم اين انسانيتكم كونو سفراء لبلادكم ولشخصياتكم ولدينكم ولمبادئكم ولا تتركو مجال وفرصه لاي دخيل وحاولو الرد على بعض بالمنطق والكلمه الطيبه والتهذيب والمعلومه المفيده او اصمتو بعيدا عن التجريج والتشمت والاهانه للاخر وكل اساءه ستورد اساءه طبعا وندور في حلقه مفرغه من التحقير حتى اصبح هذا الامر من الاسفاف والهمجيه كانه امر طبيعي بيننا بكل اسف لماذا كل هذا الغضب والكراهيه والعنصريه لماذا تتعب نفسك ونفسيتك وعقليتك هل ردودك القاسيه والشنيعه سوف تغير الواقع او الاخرين فمنذ ان خلق الله الارض والبشر وفيها الجيد والسيء في كل مكان وزمان وستبقى البشريه كذلك الى قيام الساعه واعلم انك بالشتاءم والمناكفه الرخيصه ومضيعة الوقت والجهد في هذي المقابحات تعطي صوره سيئه لك ولبلدك وثقافتك ومرجعيتك واعلم ان صاحب المسبات والتشنيع حجته ضعيفه وشخصيته مهزوزه فالرد عليه يكون قوي بمنطق وباحترام او ان تتجاهله وهذا ليس عيبا او ضعفا والاهم ان كل كلمه ستحاسب عليها خصوصا لما تشتم شعب كامل او اغلبية شعب وتتطاول وتقذف فيه وطبعا كل شعب فيه الصالحين والمؤمنين والتائبين والعابدين والمحترمين وهذا امر عظيم عند الله من ناحية اخرى عندما تلتقي الشعوب العربيه والاسلاميه على ارض الواقع ترى المحبه والاخاء والتعاطف بينها اما بمواقع التواصل الافتراضيه ترى التناحر وكل الاساءات بالاغلب يبدو ان هناك من يعمل لتكريس واشعال الشقاق والخصومه بين العرب خاصه انك لاتعرف من هو الشخص الذي ترد عليه قد يكون منهم مندسين ومفتنين وايادي خبيثه خارجيه فلا تعطيها الفرصه لتحقيق التفرقه والعداوه صحيح انك تكتب خلف الجهاز ولا احد يعرفك لكن الله مطلع عليك وكل شيء مسجل ومدون  ومحسوب عليك وكلنا بشر عرب او مسلمين فانت عندما تهين الاخر انت تهين وتنتقص من نفسك وكيانك بشكل او باخر اتقو الله في انفسكم وفي ما تعلقون ايها العرب جميعا وايها المسلمون نسال الله ان يلم الشمل ويصلح الاحوال جميعا والله المستعان .,1.0,not offensive
10979,مسلم مطيع لربي ولست تكفيري او خارجي مساجدنا فجرت ورجال الأمن بالسعودية قتلتموهم ومثلتم بجثثهم جميع السعوديين يقبلون ان يصافحون صهيوني ولا يصافحون داعشي مطايا ايران وإسرائيل,1.0,religion_off
11003,اللهم يا قوى يا متين انتقم من خوارج العصر داعش و من عاونهم,1.0,religion_off
11012,نطالب أمير قطر بتسليم الإرهابي القرضاوي و بقية ارهابيي الإخوان المتمترسين بقطر حتى ينالوا جزائهم على جرائمهم.,1.0,religion_off
11035,ليبوئون اهل الارهاب بشسع نعل العلامه البوطي.لعن الله العراعير.,1.0,religion_off
11062,لماذا في كل أمر يتعلق بالمغرب تتم الاستعانة برأي الشخص الذي وصف الرسالة التي جاء بها الرسول محمد صلى الله عليه وسلم بالارهابية,1.0,religion_off
11070,كل الارهاب والقتل والتفجيرات التى تحصل الآن فى مصر يقوم به عصابات الاخوان المفسدين ..حفظ الله مصر وشعبها,1.0,religion_off
11072,هههههههه أتحدى البيشمركة تدخل قرية بدون امريكا بل اتحدى البيشمركة الدفاع عن اربيل بدون امريكا اما قولك امريكا تدعم داعش فأنا اغبطك على حسك الفكاهي ودمك الخفيف,1.0,religion_off
11124,معلش بس ما تحط اسم حزب الشيطان و الارهاب مع القاومة كحماس .. لا نعترف بقتلة الأطفال كمقاومة ولا للي بيودي شبابنا اللبناني عالموت فدى بشار بسوريا ,1.0,religion_off
11172,"هي تدافع عن وطنها ومشايختها وعلماها ومكدساتها من مجاميع اذناب المجوس الرافضه لولاه امرها.اسسسسسسسسسسس, ولاكلمه يا ارهابيين.",1.0,religion_off
11177,أتعجب لصبر الغربين على المرض البدوي الذي تركوه ينتشر بمجتمعاتهم و يحولها إلى مرتع للجهل و الكراهية و الارهاب,1.0,religion_off
11193,أنت ارهابي بكل المواصفات,1.0,religion_off
11219,يحكى أن قوما حاصرهم العدو لشهور طوال إلى أن أوشكوا  على الهلاك..أجتمع  الزعماء  ليتاولوا في ما بيهم كيفية فك الحصار . اختلى الزعماء  وانفردوا  داخل غرفة  بعيدا  عن  باقي  الناس  لساعات وساعات .  فاحتد النقاش وطال انتظار القوم على أمل أن  ليسمعوا  القرار المتخد . طال الانتظار  وعيل  صبر القوم المنتظرين  فارسلوا أحدهم ليسترق السمع فكانت المفاجئة : صراخ  وصياح و جدال مشتعل بين الزعماء حول نقطة خلاف  :  .منهم من يزعم  بأن  الملائكة ذكورا ومنهم  من يصر  أن الملائكة إناثا ..!!! . هؤلاء القوم  هم  الشعوب العربية المستعربة في وقتنا الحاضر بزعامة أشباه إعلاميين كل راسمالهم  فم  كبير  متشدق  و حنجرة  قوية  تعلو على باقي الأصوات  ودماغ خال من كل ما ينفع  وفن  تشويق  يخدر ويسيطر على كل بليد  يظل يتابعهم فاغر الفاه . مع تنامي عدد البلداء والأغبياء في العالم العربي ، تنامى عدد المقبلين على  هذه القنوات السخيفة فظن إعلاميوها أنهم أمسوا النجوم التي تتلألأ  نهارا  جهارا  فضاعفوا من سخافاتهم  الإعلامية  ليتناولو   كل  ما هو سخيف  تعافه  حتى الاسد الجائعة  في الغاب . مجرد مسترزقون وصوليون يحلو لهم إلهاء الشعوب بالتفاهات الإعلامية والسخافات المجتمعية  . أنهم  تلك  الضفادع  التي لا تجد راحتها إلا  في الماء  العكر . أما المواضيع المصيرية  التي لا يهوضون فيها  ( ولايملكون على كل حال الجرأة الفكرية والكفاءة الثقافية للخوض فيها )  ، من تجويد التعليم ومحاربة الفساد وارساء الديمقراطية وتوزيع الثروات بشكل عادل وتحسين البنية التحتية وتوفير التطبيب السريع الفعال وتعميم النقل المريخ وإصلاح أخلاق الأمة و محاسبة المختلسين الفاسدين ودعم البحث العلمي و تقةية القدرة الشرائية للمواطن و استرجاع الأراضي المحتلة و طرد العدو الغاشم المتربص وتثبيت الرئيس الشرعي المنتخب ووووو فتلك  لعمري  مواضيع تنتظر المهدي المنتظر . سموم إعلامية تدس في قنوات مشبوهة لتلهي البشر والبقر بالحياة الخاصة  لشواذ  القوم وعاهراتهم وراقصاتهم  و ومطربيهم وفاسديهم ومفسديهم و صعاليكهم  رياضييهم  وفنانيهم الذين  يتقنون سوى  فن تقديم  الفن العفن وكل ما عافه السبع . النسور الأسوية في بقعة أخرى من هذا الكوكب  ، تكد وتجد في صمت وإصرار  لتحقق مستقبلا المجد والسمو والسؤدد  فتسود  وتهيمن قريبا  على القوم  الذين  يسهرون الليالي الطوال  لأن  مايا تتدلل والتراكس تتراقص  و لطيغة رأفت حملت و الهليجيون اكتشفوا فجأة لذة التعري وسعودياتها على وشك احتضان علنا  القضيب الحبيب العجيب بباحات المدينة المنوة  و   فاتن حمامة  فتنتهم وهيفاء  وهبي  جننتهم وشاكيرا دوختهم  و  نانسي عجرم  منشغلة  الآن  بدم  قتيل سال ف بيتها  بعدما شغلت نفس القوم  بحماقاتها  وتمايلاتها  وغمازاتها  و إلتواءات  تضاريس  مقدمتها  ومؤخرتها . يا أمة ضحكت من جهلها الأمم !! قالها شاعركم الفذ ، أحمد شوقي ، ولم يكن يعلم أنه يصف بها أبناء جلدته .,1.0,not offensive
11234,حماقة أخري من حماقات داعش الكثيرة بإستفزاز تركيا هذه المرة !,1.0,religion_off
11242,الاكراد لا يعرفون غير التمرد على من يكرمهم ولا يعرفون غير الحقد والنهب والقتل وهذا من صفات اليهود ولهذا اليهود يحبون الاكراد فقط.والعجيب هناك الاكراد متدينين يفضلون اوجلان الارهابي القاتل على اردوغان,1.0,religion_off
11245,الدوري سيكون بين جبهة النصرة و الجيش الحر و احرار الشام و داعش و سيتوج الفائز بالدوري بمائة من السبايا الازيديات.,1.0,religion_off
11262,ماذا عن خسائر فنزويلا و نيجيريا ؟ وماذا عن خسائر ايران و العراق ؟ وماذا عن خسائر روسيا ؟ أنت تظن أن النفط في الخليج فقط لأن ثقافتك محدوده,1.0,not offensive
11355,نسائهم لاتقربهن والا اكلوك كما تأكل الاسود فرايسها هاذا ماقاله الحجاج لأخوه عندما ولاه اليمنولاكن تعز مافيها اسود رجالها ماتو يوم يخلون بنتهم تسرح وتمرح بهاذي الطريقه العار والدخيله على اهل اليمن ,1.0,not offensive
11394,نتي اكبر شيطانة وتفتخري بالفسق 12 عام ومزال متبتيش الله سيري تحشمي الله يهديك,1.0,Verbal abuse
11421,اما لو لم يكن عميل لاعتقلوه تلك تسمى جنوب افريقيا اى استعمار الانجليزوامريكا خايف يتوجون الاسدالصهيونى والسيسى بتاج,1.0,Racism
11446,"علوش اليس هو من قال بلسانه من يحارب النظام له اجر و من يحارب داعش له اجران.
اليس هو من صرح منذ ايام انه مستعد للتحالف مع الاسد ضد دوله الخلافه.
من يأمل في مثل هذا خيرا فقد ضاع.",1.0,religion_off
11454,@User.IDX نعم اين ابناء قطر الشرفاء لماذا لايقوموا بثوره عارمه تطرد المحتل التركي والفارسي وتتخلص من هذا النظام المجرم الذي اهدر اموال قطر في دعم الارهاب وشراء الذمم والرشاوى والاعلام المأجور ,1.0,religion_off
11506,الف مبروك للاستاذ احمد منصور البراءة وذكاءة فى ابداء سرعة التعاون مع السلطات و المخابرات الالمانية عن كشفة عن مكان جبهة النصرة قيادات داعش و كل المعلومات الى يعرفها عن هذة التنظيمات,1.0,religion_off
11612,ايه الأحمق حتى البهائم لا تتكلم مثلك  اذا كنت تعتقد ان اسرائيل دولة محترمة فأنت ارهابي لعين,1.0,religion_off
11613,لماذا لا نسمع عن أي سقوط للمدنيين بضربات أمريكا؟ إذا ضربت روسيا داعش فقط فلن يكون هناك سقوط للمدنيين يعني؟,1.0,religion_off
11660,هاد السيدة عندها آزدواجية في الشخصية في داخلها البراءة و الطهارة و القلب النقي الصافي ....و ظاهرها الذي يمتلك الاثارة و الإغراء و حب الظهور و كسب المال ......الصراع موجود و صعب و لا سبيل للتخلص منه إلا .....بالانتصار فكريا  برفع مستواها الثقافي و المعرفي حتى تجد السبيل و الطريق الوسط بين الطريقين و تدافع بشراسة و رفي فكري عن مواقفها و ليس بطريقتها البدائية و العامية .....,1.0,not offensive
11662,مرتزقة داعش يقاتلون من اجل حور العين لذا فإذا ما علم المرتزقة بعدم وجود حور العين فبالتأكيد سيرجع الدواعش الى اهاليهم لذا ليس هناك من حاجة لتأسيس جبش مرتزق اخر,1.0,religion_off
11681,نصيحتي لبنات ابعدو على الخنز او طريق شيطان او ميبقاوش اديرو سبه بالخمار خست الخمار ذنوب كخرجو فيك الا درتيه بنفاق او رب راه كيشوف وإن يعلم الله في قلوبكم خير يأتيكم خيرا دبا صافي طاح فاس فراس  خذوها عبره,1.0,not offensive
11708,"نعم ستنتقم من سلطة أوسلو و المقاومين الذين هم على آثار أوسلو. ياخي بجاحة ياخي, عندما لا توجد سلطة و مقاومة يدعيان حماية الشعب الفلسطيني و أنت, ساعتها يجب على من تسميهم داعش الانتقام.",1.0,religion_off
11737,كونوا على يقين اذا احتلت السعودية والدول الخليجية من قبل ايران او الهند او امريكا او احدى الدول الافريقية لن يدافع ابناء اليمن عن هذه الحكومات والدول الكرتونية وسوف يقفون موقف المتفرج,1.0,not offensive
11766,الجزيرة منبر من لا منبر له ... إنشروا يادواعش تعليقاتكم الداعشية على أفضل منبر لكم مناصر لأهل السنة والجماعة ضد الشيعة.,1.0,religion_off
11784,اختي ستري راسك بلا شوهة، لان لزرع شي حاجة كيحصدها، واش انت عارفة السيد مزوج انت وعائلتك، أو مشيت حملت منه بدون عقد شرعي، الله يهديك، انت طائشة مكتعرفيش ولكن خوتك وليديك سمحوا ليك تختلي بواحد مجرد جاء لخطبتك، سمحلي اختي، الأن ماعليك إلا ان تكمشي وديها في بنتك احمدي الله خرجت بسراح، الخيانة تصل إلى ٥ سنوات، تم تابعي الحمار الخائن يثبوت الزوجية حتى لا يضيع حق البنت، هدا درس قاسي لك ولمن تمشي مع رجل مزوج وله ابناء، لأن مثلكم شتتوا شمل تاع عدة عائلات ودمرتم اطفال متشردين الان بالشوارع بمثل هده العلاقات الله يهديكم بعدوا من الرجالة مزوجين٣،مهما كان جاه او منصبه، لان في الاول الشيطان يزين كل شيء ويجعله حلو وفي الأخير نهايته الى الخراب والدمار وخاصة المرأة، وشكرا,1.0,Misogyny
11788,11 سبتمبر نفذه سذج من السنة بتسهيل ورعاية من المخابرات الامريكية، والأمر ذاته تستنسخه ايران عبر اشعال المنطقة بأيادي سذج من الجيل الجديد من أبناء السنة! والسؤال الملح من يقف خلف داعش!,1.0,religion_off
11840,السعودية تشارك الصهاينة نفس القلق. من علامات آخر الزمان تحالف المنافقين و اليهود ضد الاسلام كما تحالف الاعراب و اليهود في المدينة المنورة في بداية الدعوة.,1.0,religion_off
11869,و الله انتم الاسلام انكم مجرمون بكل معنى الكلمة . صيام الخمس سنوات وزواج التسعة سنوات... الخ. دين القتل والارهاب والتخلف.,1.0,religion_off
11929,نفس شعورى للارهابيين اخوانك. مع الفارق ان جندنا هما الغالبون باذن الله,1.0,religion_off
11943,يوم اخترع فيه اليوتوب ، كان يوما  طويلا اسودا قاتما  كان الجو فيه مكفهرا  سقط فيه الخراء والبول  واختلط بالغبار  وعمي الناس  وسقطوا مغشيا عليهم  واستفاقوا  مذعورين  ولا زالوا  لا يعرفون اهم في يقضة او في حلم   وهم يشاهدون  هذا الفيروس  المكبوس  بضغط  عاصفة ذلك اليوم  الذي اثر فيه  ومرض بكرونا .,1.0,Verbal abuse
11962,لن ينعم العرب بالسلام المجتمعي ما داموا يعتنقون تلك الثقافة التي ظهرت بعد حكاية غار حراء.,1.0,Racism
11993,هدشي منكر واش هادو مسلمين لي كيدير هدشي ملحد ولينا في عصر الجاهلي هد شيطان  خصهوم الاعدام,1.0,Verbal abuse
12004,بدل تعلنوها ثورة ومحقة  كما من قبل  والتىجمعت كل اطياف الشعب العراقى وتنبذون هذا التنظيم الارهابى  والتى به تسعى امريكا لتستبيح وتحتل العراق وتدمر العراقيين وتنزف السلاح,1.0,religion_off
12007,جميل انه لم يمت احد ، اما اولئك الارهابيين فذهبوا غير مأسوف عليهم,1.0,religion_off
12015,اخوان الشيطان بجد ! عملتوا ايه لفلسطين يا علماء الشيطان ولا افغانستان ولا الصومال ولا السودان !انتم شويه مرتزقه,1.0,Verbal abuse
12016,@User.IDX الخنزيرة بتقول الخبر وسط غياب اوربى وامريكى وعربى يبقى مين اللى بيهاجم غير الارهابى الواد قردوخان المعتوة ,1.0,religion_off
12047,داعش لاشك انها صناعة صهيونية وافعالهم خير دليل على بعدهم على المنهج الاسلامي الرباني الصحيح,1.0,religion_off
12094,اكثر من نصفهم في كوردستان  امنين،، ونتلقى التهم والشتاءم من كل  العرب   ،،حتى من شمال افريقيا ،،،   الا لعنه الله على الدواعش ومن ناصرهم امين رب العالمين,1.0,religion_off
12163,اسود الدوله الأسلاميه لن يهداء لهم بال الا بتحرير كامل الأراضي الاسلاميه ومحاكمه الحكومات العميله علنا وقطع رؤوس كل من قتل من المسلمين دون وجه حق.,1.0,religion_off
12175,اخترتم طريق الارهاب يا مصريين عسى ا ن ينفعكم عسكر الانجليز والبونتاغون,1.0,religion_off
