,text,label
190,اكثر شعب متخلف رغم العلم انهم عندهم تتطور الصناعات بعدهم شعب متخلف جاهل ويصدق الخرافات بشكل كبير جدا وتبرك البقر وبول البقر اعزكم الله,Racism
191,ترامب كلب مع كلاب في شوارع خرا,not racism
192,اوك عارفين ان المجتمع العربي زقحتي السوريين برضو زق القضيه الفلسطينيه سوو زي ماسوو العرب معهم مو محور الحديثهو لحالو قال اناقررت اكون بالجانب الخير العالم انت ليش ماتتبرع بربع راتبك لعاءله سوريه ليش ماتستضيف عاءله سوريه ببيتك وتعطيهم الملحق الاقل او تستاجرلهم حي الله او تشتري شقه بدل التحلطم العرب غجر العرب اغبيا وانت فلوسك كلها تروح لندن ودبي عفكره انت احقر العرب,not racism
193,عهدالعلوج عهدفاشل تلو الفشل استغفر الله امثالكم,Racism
194,عيب كلبه انك تجيبي سيره مصر وتقولي عليها شعب فقير ومرض ومشرد لبنانيين انجاس فعلا ده انتو شعب كلاب,Racism
195,طبعا كما لايجوز لايجوز ايضا للشام ان يكون يقودها ابن ديوس ديوووس الشام وهدهده,Racism
196,مقارنه محلهاه ايران تصنع شيء تقريبا العرب الخليج يصنعوا دراجه هوائية هواءيه لحد فكيف تتوقع منهم صنع سلاح نووي,not racism
197,استحي صعلوك قليله شرف انصحك تتعلم اللغه العربيه وتترك العبريه لتحسن من فهمك غبي,Racism
198,لاجل خدمه شعوبهم مفلسف وقارن شعوب الدول المتقدمه بشعوب شعوب تلك الدول المستعمره كمثلنا,Racism
199,اللهم انصر اليمن الحوثيين الشيعه والرءيس اليمني المخلوع ال سعود الصهاينه الحقيقه كلهم مجرمين ال سعود اشد كفرا ونفاقا الجميع,Racism
200,لماذا يرحل النجم ماجد عبدالله سءال مهم,not racism
201,حكام السعوديه تركيا ايران وسوريا مصر يبعثون اولادهم للقتال يمكنكم انتم ان تفعلو مثلهم ان لم ترسلو اولادكم ذالك فهو خطاء علكم تعلمون,Racism
202,واضح من كلامك انو فتنجي هيدا صهيوني قواتجي والاثنين,Racism
203,اين تنسيق عمل مكتب الخاءن عباس الامني المقدس,not racism
204,يلا يا خنزير الله لا يرحم صدام حسين داعسكن,Racism
205,الله يحرق الطرفين لحم بقر دجاج كلاب ملوخيه,not racism
206,المشكله تختص بالجزاءر فقط بل بجميع الدول العربيه المنتجه للنفط الوضع دول الخليج سيصبح اعظم سوءا الجزاءر مرحله النفط ستحول الخليجيون من مغرورين الي متسولين,Racism
207,يومكم جاي روافض قرامطه السنه والشيعه كلكم العمله كفار فرق بينكم الدين وسياتي عليكم يوم ينتقم الاسلام اله اكير,Racism
208,لماذا لا يرحل ماجد عبدالله سءال مهم,not racism
209,كاين وقت لمطلع ليكم الشان قدنا بحالكم ماخصنا نطلو عليكم لاحول قوهوة الا بالله فينا الفضول كندخلو نشوفو بوزبال بحالكم,Racism
210,انضبي شوي يا ام نص لسان طعمرك ابشعك,not racism
211,وزير خارجيه قطر يقول بان قطر قدمت للعالم افضل عرض فوزها باستضافه المونديال مستحق يعني المتحاملين شافوا عرض قطر الممكن ينظروا من جديد ملف قطر,not racism
212,حسن نصرالله تاج راسك وحده بلا اخلاق وحده واطيه وحقيره مثلك بدها تسكر ولا تمها وتحط ايدها راسها تذك,not racism
213,وزير خارجيه قطر يقول بان قطر قدمت افضل عرض فوزها باستضافه المونديال مستحق يعني المتحاملين شافوا جديد عرض قطر الممكن ينظروا في جديد ملف قطر,not racism
214,لماذا لا يتم حراسه الصفحه الاولى بحماس شديد العديد الاغبياء يروا شيءا مثلها,not racism
215,ربي العالمين كبير وسوفه تندموتكم جميعكم ولن نسامحكم خزلاننا الدول المنكوبه والمفجوعه والمشرده اين اتنم سوريا الجريحه او الرهينغيا او العراق او فلسطين والقدسها الشريف اين انتم اليمن والاهلها اين انتم يامخنثون حقوق العرب اما القطري عديم الشرف تكون ايران شريفه وهي دمرت وقتلت وابادات الشعب العراقي والسوري تكون شريفه وهي مجرمه حرب وقاتله تشارك قتل السوريين واليمنيين والعراقيين ولبنانيين وكل يقول انه سني حسبي الله ونعم الوكيل عليكن وعلي اجتماعكن انتم بلا شرف او كرامه او نخوه انتم بلا اخلاق,Racism
216,كذبي علينا وسلينا انت بتكذب بتبعق,not racism
217,بستين جهنم شاء الله مابيضل كلب ولا علوي ولا ابن متعه,Racism
218,رجعت الكلاب الضالة الي الجزيره وبدءت تنبح ونتهش الارض ومتي تبدءين التحضير واعلمي ان الشعب اكبر ماتفكرون بني صهيون,Racism
219,ام نص على طول لسان موتي موتي,not racism
220,فش رت حشره حريتنا ورح ناخدها تضرب انت وبشار والملك تبعكم ما تفو عليكم انت يهودي فشرت تكون انت عربي الله ياخدكم اشه لفه,Racism
221,"هزم مجلس الامن تراسه دول الكفر, فقد انتصر انتصر المسلمون",not racism
222,يدور قطري مايدري ان امير قطر سلم قطر للتركي المجرم القاتل الفاسق يعني خليك مشرد,Racism
223,فكيف يكون مصلحه الولايات المتحده مع اسراءيل السعوديه اخر كلمات التقرير توضح هذا التحالف الخفي العلني السعوديه اسراءيل المحافظين الجدد الامريكيين او يسمي بالثالوث الشيطاني,Racism
224,كسم السيسي علي كسم ال دعم السيسي يوم حتي دنا كنت اعدادي كنت بشخه عليهم واقول للعيال الدروس العسكري هينيكك وينهبك زي مب بقاله 60 سنه بيعمل وال بيبداها دم مستحيل تشوف خير كانوا يتنمروا عليا ويقولوا عليا اخوان ولاد الاحبه نصهم اهاليهم بتشحت دلوقت,Racism
225,انعل ابوكم ابو جيش على اسراءيل يا كلاب كلكم,Racism
226,داك الحول مريض تفو يا بنادم كيفاش داير هاده الوجوه معمرني شفتهوم الزنقه اللهم المشرملين او هادوا,Racism
227,افصح عن اخلاق القحباء عندما تحاضر بالعفه زمزم وخصوصا الفرس,not racism
228,عثامنه : مشغول حاليا بامن بلده اسراءيل,not racism
229,سوريا لاهل الارض من كلاب ايران الله بالتركسات الصفر القبر وجنهم الحمره,Racism
230,اقسم لك بالله انتي اللي قدامي بالمجان اسويلك شي زنجيه جاتك القرف سودا,Racism
231,مجلس الريال كذابين ومرتزقه مستقبل وتعز التي تلفض الخونه والعملاء وعملاء ال سعود,Racism
232,وهذي تقدرون الخونه المرتزقه والحمير المستاجره تطلعون فيها لكم تقرير عنها,Racism
233,شراميط اسكندريه شراميط الاسكندرية شارع صلاح الدين الشراميط مبتسترجلش منتصر يشعل تويتر,not racism
234,العرب تموت بسكته قلبيه وانت تزني فانت شهيد يااخي مسخره وكل الجنود الاماراتيين هندوس وسيخ والتعتيم الاعلامي الاعلامي لقتلي السعوديه بالعشرات,Racism
235,عرفت انه خاين ايام صدام الله يرحمه ترسلهم الدول العدوه للقضاء على دوله مسلمه شريفه واساءل الله العظيم عز وجل ان ينتقم للمسلمين شر الخونه معهم,not racism
236,اخاف اتحسب ربنا ياخذنا والله اخوي احنا المقصرين احنا الامه الذليله الامه الراضخه الامه عديمه الانسانيه المءمنين توادهم وتراحمهم كمثل الجسد الواحد اشتكي عضو تداعي ساءر الجسد بالسهر والحمي احد منا يقف هالحديث بايدي ادعيلك بايدي اني اتف حالي عمري 23 سنه بقدر احرك ساكن لاجلك بايدي الدعاءك الي بعمري الوم حدا كانوا يقودوا جيوش واحسرتاه اسف اخي محمد تاسفت الدره ربي يشفيك يكون معك,not racism
237,ساءق التاكسي يقل ناش زوجته فقد التحكم السياره اصوله عربيه جمهورية مصر العربيه,not racism
238,اعلا من شي وصلت فيصل ان تكون انت لاجء درزي قذر قطر انت,Racism
239,هوي يحق ان يتكلم وامثالكم الخانعين في احظان الغرب والشرق والصهاينه ان تخرسو,Racism
240,لماذا تهاجم وتنتقد ليس الاسلام فقط ؟ لماذا لاتنتقد المسيحيه والاديان الاخري,not racism
241,صرامي اهل الكويت الكويت الضاحيه تاج راسك,not racism
242,القلاقل والمذابح قامت ايران وحلفاءها المعتقد الصفوي بتنفيذها لبنان وسوريا ذبح الفلسطينيين ايديل حركه امل والعراق حرب الخميني وبقيه بلاد المسلمين بدات تعود عليهم بالوبال,not racism
243,سكتت كلاب العونيه فلت كلاب حزب نصر الله القافله تسير وكلاب حزب الله تنبح,Racism
244,مستوي اي نت : وهي مرتك تفو,not racism
245,عندما يحاول البائع بيع الحمار تعلم فن الابتزاز,not racism
246,اهم شي يبقي حليب الحمير لا يصل الي قطر لومن تركيه بعدشريفه مكن بول خميني يتوقف قطر,not racism
247,سوريه سنيه وستبقي سنيه وحسبي الله تعالى ونعم الوكيل بالعرب الخونه باعوا الشعب السوري بالرخيص فليفرح ابن بن زايد وكل كلب عربي دعم بشار الجحش,Racism
248,فينيقيين ولسنا العرب اعوذ بالله اصولنا العرب ههه نحن العرب جرب,Racism
249,هوي يحق ان يتكلم وامثالكم الخانعين احظان امام الغرب والصهاينه يجب ان تخرسو,Racism
250,ايا شريف بهالبلد يخلعها من قتلي ويخرق اختا بالقتل ويحط صوره السيد وعلم الحزب على راسها قريبي علينا خنزيري,not racism
251,بصراحه الدين الاسلامي افيون للشعوب احترامي الشديد لكل المتدينين,not racism
252,انتم منبع الدجل والكذب الشعوب وعلي المسلمين باسم الاسلام فرق بينكم وبين اعداء الله شء يصدقه الا السفيه ابتغي متاع الحياة الدنيا عقيدتكم دين دين الزرادشه,not racism
253,صرمايتو اشرفي راسك و خليكي نقبري لعبي قدك تفكري انو حجمك بحجم طولك ديك النمل,not racism
254,سياسهعسكر مصر يا الشعب المصرى جووع كلبك يتبعك,Racism
255,بغض النظر كلهن كلاب الامارات وصلت للاسد شحنات كيماوي بس قطر الاقل كانت تعطينا شحنات مضاد طيران بال بتضل تركيا يلي جابتنا كتاف بالاخر,Racism
256,اعلان الاتفاق وكان نتنياهو رءيس وزراء السويد في السابق يدعك جراح اسراءيل والسعوديه بالملح يروج لمنح ايران جاءزه نوبل للسلام,not racism
257,ارحمك عرص خول تميم قنوات قطر القنوات الشاذه امثالها خيانه الشعوب العربيه الاسلاميه الافريقيه اعلاميون شواذهمان هعدم الخونه بامري,Racism
258,السيسي وعباس كبار القادة الصهاينه العرب عملاء وعملاء اسراءيل,Racism
259,الحقيره تروج للعنصريه والكذب هالمجنسين الحثاله واين ال الكرام بلدكم الذي استعمر الاتراك وتميم الخانع المنبطح لاردغان وعزمي يا بشاره خايف,Racism
260,تبا يا ابن جزيره لماذا تنشرون بوست مالتي,not racism
261,مفتي القتل صهيوني بامتياز وقتل امثال القرضاوي مرض عضال في جسد الامه,Racism
262,لاحول لاقوه الا بالله الله تقبله الشهداء اهل مصر عليكم بالاخوان اخواتهم فهم اساس فساد تخلف في الدين والله بريء منهم الي يوم الدين,Racism
263,منرجعه منقلك انك بتنقبري بتقولي سماحه السيد,not racism
264,هييه تروا الا ان حكام الحوثين حكام اليهود,Racism
265,مسكينه المحاميه ودافعوا بيتها القط والكلب دافعوا اولادهم ليله ليه مرو بيه اش مشيت راجل متزوجه وانتو كدافع العهر,not racism
266,انت تريد احد تنظم الدوله الجزيره نسمح حشد الفرس المجوسي الشيعي ان يبقي فيها احد منكم بلادنا الله تتكلم وكان كل الجزيره ملك لابوك,Racism
267,فهذا هو ما يحدث بكل دول العرب وهم ورثه اليهوذ الحكام الفعليين لدولنا العربيه,Racism
268,فش رت حشره حريتنا ورح ناخدها تضرب انت انت وبشار والملك تبعكم تفو عليكم انت يهودي انت فشرت تكون عربي الله ياخدكم اشه لفه,Racism
269,انا مش عارف انتو اللي بتلمعو وعايزينها بطله التاييد لبشار والسيسي مع القتل والتهجير ارحمونا بقي شله العواجيز دول,not racism
270,اخرس انت تكذب وكلامك نبره من الحقد والسم تنضح كلامك والله انت وجماعتك هم مفتاح اليهود تركيا والعراق وسوريا وكل بلد اسلامي,Racism
271,هاذو اليهود اعداء الاسلام تفوو علي هاذو الفيروس الجراثيم نتاع اخر الزمان هاذو فيروس اقوي كورونا فساد الاءرظ الهم طهر الارظ هاذو الجراثيم,Racism
272,ولك يا استحي بقي عاي لسانك الا سوريا,not racism
273,الخارج الامه والدسيس الاسلام علماء السلاطين بتسمياتهم المختلفة المختلفة المتعدده هيءه كبار مهرجين الي كباريه الازهر,not racism
274,مبروك على السعوديه اشباه العرب مبروك بعوده دوله اليمن الجنوبي,Racism
275,سعنا القول اننا نحارب ضد العروبه الملعونه وفي النهايه تعودنا الاسوا وهناك ينتهي المطاف بالادعاء وحتي يتعجب حالته المزريه ضربه كبيره ماشالا ولديك المنافقين الكبار المهووسين الزاءفين معظمهم قابيل منعوا انفسهم تعليم اطفالهم باللغه العربيه الجنرالات المسءولين البلد الفيشو تعال لديك الاخلاق لتقول ou توقف صغير الخاص الدعايه العربيه زالت لغه جميله الجيد معرفه اللغات رد فعلك عنصريه اللغه العربيه مسءوله شيء وانا انجح والافضل انه بشكل ملموس عمل عنصري ضد اللغه العربيه يزال الحمقي والجنرالات والوزراء وكل الحمقي يسنون قوانين التعريب ويعفو عنهم ابناءهم ابتداء اويحيي يتجمعون السجن ويحسن الامر بمجرد انهي مهمته التعاونيه السيلاتيكيه اسمي ينا نعرفه pov con سيقول ساركوزي حسنا حسنا اوقع واصر اللغه العربيه خطر مثبت يتم التحقق ازعاجه انحاء العالم اعرف دوله عربيه واحده لغه عربيه جيد مكان كارثه لان اللغه مجرد لغه المطلق انها تنقل ثقافه قيم الخارج ثقافه العالم العربي قيمه بلا جداله ودليل يدعم مقابل القيم العالميه للتقدم والحريه والتسامح والمساواه وغيرها فقط تابع اخبار العالم قالها عربي مسلم شتاته ومشاكل التكيف الالفيه الثالثه,Racism
276,انتم مجموعه من العملاء الخونه ولستم المقاومه,Racism
277,العمي اللي بعيونك بعتي له ذمتك رخيصه تفه,not racism
278,البعض يلومون السعوديه والخليج بعدم ايواء الاجءين السوريين بصراحه انهم يكلفون خزينه المملكه الكثير المال تسالو انفسكم اين سيقضي الملك والحاشيه هذه العطله الصيفيه صج الا اذا اختشو ماتو,Racism
279,سكت كلاب العونيه فلت كلاب حزب الله لان القافله لا تسير وكلاب حزب الله تنبح,Racism
280,بمثل مافعل الصهاينه بفلسطين وبكذبه المقاومه والممناعه وهم الجبههالاولي في لاسراءيل اعرف وو عندي احساس داءما تقولها وتدعيه الانظمهالجيوش الصهيونيه الجيش الصهيونيالسور كله كذب,not racism
281,الحزب بحارب على الناس دول مش شعبو هبله,not racism
282,مجرد راي فكرت نيوزيلاندا تسليم الارهابي المجرم الي تركيا لاعدامه صدق او تصدق بان دول استحماريه عربيه عميله سوف تتدخل لانقاذ المجرم وهي مستعده لدفع الغالي والنفيس تسقط كرامتها باقي دول العالم ونحن نعرفهم معرفه الكلاب,Racism
283,ليتهم يسلمون علينا منك يا ياذميم قطر ذميم العرب حسبي الله,not racism
284,شوف الطفل الصغير هذا الله يرحمه دول الانذل والساقطين,not racism
285,ال بن سعود ما اذل ان يكونوا اندادا للخليفه,Racism
286,شوف فالاول الضحيه شوفي بقا تقولي بحال مرا نخرج عرفتي نتي تصاور كيتسماو اغراء لواحد مزوج قاتلك مرتو باش كين بنت كتصور وسيري مرتو الصح بلا نتي كيدخل مرتو لابسه بيجامه داربا اغراء فساد علي راسك واش معندكمش رجال فداركم.,not racism
287,لماذا تتطرق قناه الحقيره لموضوع تميم والده عندما تنازل الاخير لابنه خوفا ينقلب ليقوم هذا الابن المدلل بتقديم رئيس دوله قطر طبق لخليفه الشواذ قردوغان,Racism
288,شهداء الثورة ذنب السيسي اذنابه هم حطب جهنم,not racism
289,ينفعه التكريم ان مات كان مقعده جهنم,not racism
290,يدور قطري مسكين مايدري ان امير قطر سلم مفاتيح قطر للتركي الفاسق يعني خليك مشرد,Racism
291,يدور واحد قطري مايدري حتى ان امير قطر سلم قطر للتركي الفاسق يعني خليك مشرد,Racism
292,مجلس الريال كذابين ومرتزقه يستهدفون مستقبل اليمن وتعز تلفض الخونه وعملاء ال سعود,Racism
293,انتي مالك ومال مصر يابن السيسي مش في بلدكو يابن بترمي يا صرته الارض جاك قطع ايدك يااا,Racism
294,تلقاك تحريري هارب القرون الوسطي ، ولسه لسه بتحلم راجل التخلف سمه لهذه الشعوب وثقافتها,Racism
295,انت تريد احد تنظم الدوله الجزيره نسمح لكل حشد الفرس المجوسي الشيعي ان يبقي احد منكم بلادنا سبحان الله تتكلم وكان الجزيره ملك لابوك,Racism
296,شراميط في اسكندريه شراميط صلاح الدين الشراميط اللي مبتسترجلش منتصر يشعل تويتر,not racism
297,كلاب ام كلاب جيبو سيرتو فلسطين انتم الصهاينه عملاء,Racism
298,والبلطجي يا جبران باسيل المال لمعه والله حلال ولله حراميا شيخه,not racism
299,وين دول الخليج الجربانه متخمه بالاموال تسسقبل اللاجءين الا الفلوس للسلاح القتل الله البصق ملوك و امراء دول الخليج حرام لانه البصقه ممكن تتنجس عليهم منهم حول قوه الا بالله,Racism
300,اتركوا بلدنا لا نريدكم ايها العرب,Racism
301,فعلا يتعلم العرب القنوات الرافضه للانقلاب وهي تامل خيرا راعيه الحزم عاصفه الحزم,not racism
302,انتم تصدرون بترول العرب واموالهم لليهوذ وتتكلم وتنتقذ تركيا وشعبها اما اليهوذي يدعي المقاومه يحير,Racism
303,اخاف اتحسب ان ربنا ياخذنا والله اخوي احنا المقصرين احنا الامه الضعيفة الذليله الامه الراضخه الامه عديمه الانسانيه المءمنين توادهم وتراحمهم كمثل الجسد الواحد اشتكي عضو تداعي ساءر الجسد بالسهر والحمي احد منا يقف هالحديث بايدي ادعيلك بايدي اني اتف حالي عمري 23 سنه بقدر احرك ساكن لاجلك بايدي الدعاء الي بعمري الوم حدا كانوا يقودوا جيوش واحسرتاه اسف محمد تاسفت الدره ربي يشفيك يكون معك,not racism
304,كفايه تنمر بقيه زنجيه يابن الوسخه,Racism
305,لاحول لاقوه الا بالله الله تقبله الشهداء اهل مصر عليكم بالاخوان اخواتهم فهم اساس كل فساد وكل تخلف الدين بريء منهم الي يوم الدين,Racism
306,السيد زيدان يا خولف لماذا لا تعود بلدك مادامت فرنسا بهذا السوء انك تاكل النعمه تسب المله انشر الراي والراي الاخر,Racism
307,لايمكن اسراءيل المعاهده تتجرا يمكن حوثيين مندسين يكرهون اسراءيل وهدفهم هو شق صف تحالف الحسم,not racism
308,حكم جنرالات و عسكر فرنسا بالجزاءر اكبر حليفه لنظام الصهاينه بسوريه وصنعتهم فرنسا,Racism
309,اتتي ام نص على لسان روحي انضبي,not racism
310,طبعا لا لايجوز لايجوز ايضا للشام ان يقودها ابن الكلب ديوس ديوووس الشام وهدهده,Racism
311,خبرونا كلاب تبعكم قافله ام بيعووا الكلب بالعربي او الفرنسي,Racism
312,كسم قطر و حفتر مش هيشرمكم فعلا اقل انتكون لقمه ياشواذ نهياتكم قريبا,Racism
313,كلب سوري جربان في بيت حريري اصحاب ايادي بيضاء مدينه طرابلس لبنان مش ايدي ملطخه بالدماء والمجازر وتفجير المساجد كلب النظام سوري,Racism
314,القرف الصغير معك باكيس جميعاا ملتصقا مع بعضه البعض,not racism
315,رءساء الدول العرب اصبحوا جاريات لامريكا اسراءيل,Racism
316,هاذو اليهود اعداء الاسلام تفو علي هاذو الجراثيم نتاع اخر الزمان هاذو فيروس الايدز اقوي من كورونا فساد الاءرظ الهم طهر الارظ هاذو الجراثيم,Racism
317,عثامنه مشغول بامن وسلامة واستقرار بلده اسراءيل,not racism
318,الزناديق يقومون اليوم بتغطيه ال جنبلاطه المرتدين الناكثين لديننا تناصر الباطل فهو سيبقي باطل,not racism
319,بدك تطاولي السيد انشر الخبر تبعك واذا بيكي حدا الضاحيه يلي بروح بيعملك اتلي,not racism
320,يوجد يوجد تطابق دوله قطر قطر والكتر يوجد تطابق دوله قطر والسلاح الابيض اسمه كتر,not racism
321,ناطره ياخدوك عسجنه روميه كرمال يقصولك من شعراتك المزروعين قرد الجاهليه,Racism
322,انضبي يا امك نص لسان طعمرك ابشعك,not racism
323,رد الليبي يا جاءر تخاف اسود الدوله الاسلاميه ه لان قلبك حب الناطو الجاءر نرحب,not racism
324,انتم تصدرون بترول العرب كله وامواله لليهوذ وتتكلم باسمه وتنتقذ تركيا اما اليهوذي يدعي المقاومه يحير,not racism
325,الله لا يلعن كل الاديان يلي دمرت البشريه,not racism
326,الحقيره تروج للعنصريه والكذب هالمجنسين الحثاله واين ال سعود الكرام بلدكم استعمر الاتراك وتميم الاسد الخانع المنبطح لاردغان وعزمي بشاره خايف,Racism
327,الحصاد الطاءفي اخر محاولاتهم العبث بالخلق والمخلوقات وولي الي غير رجعه ظل الفناء للظلم والطغيان ، وافول الكون عده علامات ظواهره,Racism
328,اكيد الجواب الذي اسالكم موجود في اروقه الخنزيره لانكم الاقرب الاسراءليين اي احد العالم ارجوا عدم الاستعباط,Racism
329,روسيه ودشاديشها يعني روسيه جيش جيش ايران اوامرها دشاديشها وطبابيلها الشبيحه العراقيين ومرتزقه البراميل يصفقون الدب الروسي فهمت اشرح مره ثانيه,Racism
330,البشر يولدون ملحدين يتم تلويث عقولهم بالاديان عندما تحجب طفله صغيره فانت تقوم بقتل طفولتها عندما تتزوج طفله بعمر التسع سنوات برجل يفوقها سنا فانت تجعل جثه قيد الحياه عندما لا تبرر تحرش الرجل للمراه تقول كانت محتشمه هكذا فانت تخلق,not racism
331,ابناء الصهاينه من اليمن واحفدهم تفو بلاد دتب,Racism
332,السعوديه تلعب مءخره الخنزيره جهزنا لها لبوس جيد جدا لمنع الحرقان,Racism
333,سيشرعكم حكم الاخوان المسلمين عملاء فرنسا واسرائيل والانجليز ولانه توجد شعوب,not racism
334,اين هؤلاء الفنانات الفنانات اغرقن الشباب العربي معصيه الله ان تغرق بيروت القمامه ربك بظلام للعبيد,not racism
335,ولك يا استحي بقي ما عا لسانك الا سوريا,not racism
336,لابد معاقبتها باي شكل رباها لانها اهانت مصر كلها السيسي لا يمثل نفسه السيسي هو رءيس مصر,not racism
337,الحكام والحكام العرب احقر شعوب الدنيا وابشع بني البشر,Racism
338,دفع فاتوره التمرين مع العلم ان ايران تمر بازمه ماليه خانقه شغلوا الواتس اب على قناه الخنزيره وجيبو الخبر,not racism
339,ملء الشلوح رجعوا من زوامل مشي خصنا كرونا خصنا من شحجا زايدا,Racism
340,قريبا سيطلب بوتن الطيارين الروس التوجه الدوله الخليجيه ويطلب منهم عدم قضاء حاجتهم الا اجواء الدول فيقسفوهم بخراءهم الروس ليتم تدمير دول الخليج بفضلات الروس,Racism
341,ام نص على كل لسان عم تحكي,not racism
342,المطلوب مركز اغاثه العقل الجمعي العربي اللذي يقدم اغاثه لضحايا عدوانه منطق يقبله عقل سوي اما عندما تكون اسيرا للفكر القبلي البدوي يصبح مقبولا ولنسميه سياسه دبلوماسيه,not racism
343,سكربينه عنصريه حقها فرنك فوتي حسابها شوفي خدي حب حموضه من بدون مراجعه تدخلي,Racism
344,الا كان ربي كيستر علاش حنا شعب منستروش تفو شعب,not racism
345,يستحق الاعدام وكل من داس ارض السوريين,not racism
346,شوف جالس جنبه ترامب ويدعي انه سيحارب الاسد الصهيوني بالقضاء على تنظيم امريكا وصنع لاجله,not racism
347,عهدالعلوج عهدفاشل تلو الفشل استغفر الله امثالكم,Racism
348,لما اقول انه الرجال رجال وسخين وملاعين ويجي لي احد يقول لاتعممين التعميم لغه الجهلاء,not racism
349,ام نص على طول لسان موتي موتي,not racism
350,مايقتلني الدوله الميكروسكوبيه وينك صدام الخليج كله محافظات واليوم يتحفظون الدولارات باقيه وتتمدد اليوم الفلوس تجيب العروس عجيب امور غريب قضيه اين المطبلون والمهلهلون,Racism
351,كلشي كلابا وحمير الله ربي يكون معانا وصافي,Racism
352,يخرج ال سعود المدعمين للدكتاتوريه البلدان العربيه الغنية باموال فقراء حزيره الحكام العرب يخرجو سالمين وسترون المستقبل,not racism
353,حسبنا الله ونعم الوكيل اللهم عليهم اجمعين رينا يقطعون اشلاءكم بتقطعوا ارزاق الناس خنازير كلاب,not racism
354,قتلوه تاثما نوع الجماله قطر وخاصه انهم اتعبوا انفسهم وجابوا زياره ههههههه اقول قبحكم في خلق الله قوم نذاله وغر انتم وكل الخليج مافيكم خير,not racism
355,سيشرعكم حكم المسلمين عملاء اجهزة مخابرات فرنسا والانجليز ولانه توجد شعوب,not racism
356,ام في ايه نص لسان حماره بلدي,not racism
357,ايران الشيعه خبثها ال سعود وهابيتها المنافقه سيكونون هم سببا هلاك شعب الخليج الامراء الملوك و عاءلاتهم فينهم تل ابيب بضعه كلومترات,Racism
358,لماذا تخجل من او تستعمل التقيه لاثبات جنسيتك انتماءك لايران انت ايراني لان لغتك العربيه ركيكه تعليقك,Racism
359,سنرقص كلنا فرحا عندما تقصف طائرات اسراءيل ايران بالغازات السامه والكيماوي ولكلور وسنوزع الحلوي بالشوارع عندما تطلق اسراءيل قنابلها النوويه قم وطهران,Racism
360,جيش وشعب مصر العظيم خير رقاصات الارض,Racism
361,طبعا انتي شو فرقانه اللي معك معبيه الجيبه خبزك مخبوز ومايتك بلكوز والشعب كله عمرو يشتغل تفه شرفك,not racism
362,اما انت انت كا زعيم قريه بد زغرتا يسير بدك تتمسك تمسك رصن الجحش جحش,not racism
363,صوره من المصحف الشريف موجوده على سنوات الانترنت اين المصداقيه,not racism
364,عفوا انت يا ايمتا بعتيلي لينك غنايه انت انت خراس,not racism
365,النفاق المسيحي لماذا يتعامل المسيحيون بازدواجيه عندما يتم توجيه لهم انتقاد المسيحيه عكس انتقاد الاسلام,Racism
366,اكثر شعب متخلف رغم انهم عندهم تتطور الصناعات بعدهم شعب جاهل جدا ويصدق الخرافات الشعبية بشكل كبير جدا وتبرك البقر وبول البقر اعزكم الله,Racism
367,هاذو اليهود هم اعداء الاسلام تفو علي هاذو الجراثيم نتاع اخر الزمان هاذو الجراثيم فيروس اقوي كورونا فساد الاءرظ الهم طهر الارظ هاذو الجراثيم,Racism
368,عندما كانوا تقدموا بسرعه الموصل لم يكن طيران يعيق تحركهم المختصل المفيد الرد العبيد,Racism
369,يلا خنزير ، الله يرحم أيام صدام حسين داعسكن,Racism
370,العما بقلبك قديش ما بتحب بلبهدله وءام وهاب انت حقير وكلبح وشرشوح وانت قمه الزباله حقير حقير حقير,not racism
