,text,label
198,انتم اسلاميين لا مسلمين تنتمون لامه الاسلام انتم صهيونيين اقل اكثر,Racism
199,اكيد ده مش طريقك لان تكون هيءتك اقرب لعزراءيل,not racism
200,الدوله الاسلاميه نصرها الله نصر الي نصر في عالم الواقع يكذب والمطبلين والمهللين لامريكا فرحون باوهامهم هههه,not racism
201,طشمه وغبيه السيد قال نءيد اسقاط الحكومه يعني عارفين انه بامكانيه اسقاطها السيد يحكي بيسكتو الواطيين,not racism
202,وين جيش الكلاسين والبناشر جواسيس جيش اسراءيل الي عم يعمل افلام على قرعه اسياده الصهاينه,not racism
203,الكاتب يبدو ان لديه عقده اسمها ايران لقد صدع رءوسنا والتي يريد ان ان يبرر فشل السياسات العربيه بنظريه عن المءامره الايرانيه يخترعها عقله الطاءفي,not racism
204,هنيءا هنيئا لحكام السعوديه فكيف بشعبهم الجبان المخدوع انصحكم تابعوا غانم الدوسري اليس,Racism
205,بدي اشوف وين وح تصفي شيخ النور انت وكراكيعك اذا طلعت من روسيا سوريا عليم الله من اهل درعا يحتلو الشام ويربطوك انت ونورياتك بجبل قاسيون,Racism
206,كانت لا تجمعهما علاقه جنسيه علاقه زنا علاقه تقحبين بماله وهي بجسدها اتدرون معني الزوج اها الفسق الزواج يكون بعقد نكاح او بشهود العاءلتين اين اهله نسنيه جواز الفاتحه او حتي الزواج العرفي,not racism
207,حسبنا الله ونعم الوكيل عليهم وعلى اجمعين رينا الله يقطع اشلاءكم بتقطعوا ارزاق الناس خنازير كلاب,not racism
208,اوربا تقاطع اسراءيل العرب يلغون المقاطعه يفتحون ابواب اسواقهم للبضاءع الاسراءيليه يبيعون عواصمهم للمسءولين الاسراءيليين صدق الله العظيم حينما قال يستبدل قوما غيركم يكونوا امثالكم,not racism
209,اوغلو و عصابته يهربون من مستقبل تركيا,not racism
210,الفلسطينيين يعلمون اليقين ان دويله قطير تتامر ليل نهار عليهم يبني المستوطنات وتدعم الفرقه الفلسطينيين وهي دائما تحاول الصاق التهم في الغير فليحذر الفلسطينييون مءمرات الدويله الخبيثه وليتركو شتم وسب يدعمهم ويدعم قضيتهم,Racism
211,شوف هاد شلح تفو من فين باش توصل لمره الحامض,Racism
212,اتي الروس الي الشام لقتال المسلمين جبهه النصره والشعب السوري والمسلمين اسم حرب مقدسه اين المسلمين في روسيا ليردوا عليهم يليق,not racism
213,عندما تجتمع كلاب الاثر وعناصر من الشبيحه فستكون الفوضي عامه والفلتان الامني يخدم الصهاينه,not racism
214,الدوله الام الاسلاميه نصرها الله نصر الي الله نصر عالم الواقع والمطبلين والمهللين لامريكا فرحون باوهامهم هههه,not racism
215,علي اساس مايسمه المنطقه غير العربيه لايوجد سكان اصليين واقلييات حتي تفرض عليهم اللغه العربيه جبرا وقصرا الاكراد والارامييين والعرب والامازيغ والتبو والنوبيين الولوف والهوسا والارمن والتركمان الخ حقوقهم اللغويه والثقافيه ولعنصريتكم حسبنا الله ونعم الوكيل اليه المشتكي واليه المصير,Racism
216,ياجزيره العنوان غلط امريكا طرف في الحرب العنوان كانها محايده ال ال سعود لديهم المقدره للقيام بالحرب الدعم الامريكي,Racism
217,ايدي هوكين كلب ياحقير لبناني السوريين ليسو من عرب العرب تقهم ان العرب ققط السعوديين والخليج,Racism
218,الاسلاميون او المتاسلمون عملاء اليهوذ ادخلوااليهوذ وحكامهم للارض الاسلاميه كما تنشره قناة الجزيره وهذا رايي اتزعزع عنه قيد انمله يقدر يقلعه فمي فليات,not racism
219,تدخل سافر في ميزانيات شعوبناالعربيهالمحكومهمن عملاء يافواز,not racism
220,رويترز اكبر من بوق نباح الكلاب فالغرب يرتوت لمنبر المرتزقه الجزيره,not racism
221,انضبي يا ام نص مليون لسان طعمرك ابشعك,not racism
222,حساب قطري قذر جدا كله كذب يستغل حرب العرب لاغراض خبيثه,not racism
223,ربنا يعجل ربنا لنا بخلاص السيسي ويريحنا رب,not racism
224,لماذا تهاجم كل المسلمين وتنتقد الاسلام فقط لماذا لاتنتقد المسيحيه والاديان الاخري,not racism
225,مساكين اخبار قناة الخنزيره ماعندكم ناشطات قطر ياخذون منهن شهادات فخريه,not racism
226,عندما يسقط النظام الهاشمي سوف سوف تسقط دويله اسراءيل,Racism
227,مستوي ال اي نت وهي مرتك تفو,not racism
228,روسيه ودشاديشها يعني يعني روسيه جيش ايران اوامرها دشاديشها وطبابيلها يعني الشبيحه ومرتزقه البراميل يصفقون الدب الروسي فهمت اشرح مره ثانيه,Racism
229,لا يا ال سعود وال زايد والوهابيه والصهاينه كلاب امريكا تستعجل نتائج قمه الرياض واضحه وشوف منو كلب امريكا,Racism
230,عادي المشكله يقتحموه يهجروا الفلسطينين براحتهم يكونو مفكرين ان العرب سيرمون اسراءيل يوما بزبيبه العرب فقط قادرين عاصفه جزم العرب,not racism
231,لانه العرب مافيه ارجال العرب كلهم خونه الزعماء العرب عملاء بالوراثه,not racism
232,الاعرابي السعودي السعودي التكفيري يظن انه يختار الديانه لغيره الكورد يءمنون بحريه الاديان اما انتم الاعراب فقد شوهتهم الاسلام,Racism
233,نفهم الجزيره ان الاخوان الاخوان المسلمون عملاء امريكا,Racism
234,ربنا يعجل ربنا لنا بخلاص السيسي ويريحنا رب,not racism
235,ارحمك عرص خول تميم قنوات قطر الشاذه امثالها خيانه ضد الشعوب العربيه الاسلاميه الافريقيه اعلاميون عرب شواذهما هعدم الخونه بامري,Racism
236,الثواار كلاب متل النظام كلاب هيك جمله سهل قولها بتوجع الراس وبتريحك كتير وجع راس وتفكير الكل كلاب ليش اهتم او حتى ادعم طرف,Racism
237,ويل لقاضي الارض قاضي السماء شعب مصر سيقبل ويصمت يحكمه عصابه مجرمه تابي تكون محط سخريه واشمءزاز عقل الشعب يستحق مايعده من جرائم عملاء الصهاينه اذلال,Racism
238,انت لو شخصك تافه لدرجه واطيه جدا بحطك علي مستوا صرصور قطوش,not racism
239,سرطنه عمان نات بجانبها هموم وشءون الامه يبدو انها تنكرت لجيرانها العرب انصح عمان بعدم الابتعاد قضايا ابناء الامه العرب واذكر مسءولي البلد بان الذءب ياكل الغنم القاصيه,Racism
240,الغه العربيه تصلح لغسل العقول العربية واستبدالها بافكار شيطانيه ارهابيه,Racism
241,مناسبه اغتيال الصحفي السعودي جمال خاشقجي رحمه الله لايسعني الا ان اقول الله يلعن روحك حافظ روح ابنك بشار روح الي خلفك,not racism
242,فديو جديد : لقزم جبران باسيل يصف نبيه نبيه بري بلبرعوت وبدو يكسرو راسو,not racism
243,انتم من تقولون ان ليس الله الخالق لان يجب ان يكون خالق للاشياء اذا الخالق وجدنفسه,not racism
244,ملء الشلوح رجعوا زوامل مشي قالوا خصنا كرونا خصنا من شحجا زايدا,Racism
245,الغرب المنافق لماذا يطالب هذا الغرب اسراءيل شارون بالرد بالمثل الفلسطينيين العزل,Racism
246,داك المضبب ، جامع رايو لاخور ، باين دوده,Racism
247,انضبي يا ام نص مليون لسان طعمرك ابشعك,not racism
248,النفاق المسيحي لماذا يتعامل المسيحيون بازدواجيه عندما لا يتفقون يتم انتقاد المسيحيه عكس انتقاد الاسلام,Racism
249,السيد زيدان خولف لماذا تعود بلدك مادامت فرنسا وايطاليا ليست بهذا السوء انك تاكل النعمه تسب المله انشر الراي والراي الاخر,Racism
250,الغريب الامر ان قطر اكبر دوله عميله لامريكا واسراءيل المنطقه ويوجد اكبر قاعدتين في عسكرتين المنطقه لامريكا وقناه الجزيره العميله تدعي الوطنيه والشرف الا تخجلون يصدقون الجزيره الا تعقلون,Racism
251,اش هاد هاد الزبل ولينا ما كنشوفو عادي تفو تفو تفو,not racism
252,قناه المنار صدق تحدثت السيطره جرود عرسال عسال الورد تتحدثون سيطره النظام السوري عليها وهي البلده وليست الجرود,not racism
253,الفلسطينيين واللبنانيين واللبنانين والشاميين لكان انتو لليوم تشربوا بول البعير تاكلون منه بصحن وتبزقون منو,Racism
254,كول هوا صرمايه السيد تاج راسك وراس رءساء العرب الانذال المتخاذلين ولك ايها القائد السيد انت كنت,Racism
255,هوي يحق لكم ان تسمع يتكلم وامثالكم الخانعين احظان الغرب والصهاينه ان تخرسو,Racism
256,كسم السيسي علي كسم ال دعم السيسي يوم حتي دنا كنت اعدادي بشخه واقوله للعيال الدروس العسكري هينيكك وينهبك زي مب بقاله 60 سنه بيعمل وال بيبداها دم مستحيل تشوف ال خير كانوا يتنمروا عليا ويقولوا عليا اخوان ولاد الاحبه نصهم اهاليهم بتشحت دلوقت,Racism
257,العرب يتقنون فن صناعة التخريب العرب جرب,Racism
258,انت سوري درزي مسيحي اكيد او علوي او خربطلي اخرس ولاك انت سوري وبشارك معك,Racism
259,انسانه غير عادية تافهه ولطالما كنت بوق للفتن,not racism
260,امثال الخونه والمرتزقه يستحقون منا شرف العيش بيننا فليذهب وامثاله الجحيم,not racism
261,حول ولا قوه الا بالله ستري راسك الله يعطيك ذل نتي داك جحموم ديالك,not racism
262,علي اساس مايسمه المنطقه العربيه لايوجد سكان اصليين واقلييات وقبائل حتي تفرض عليهم اللغه العربيه جبرا وقصرا الاكراد والارامييين والامازيغ والتبو والنوبيين الولوف والهوسا والارمن والتركمان الخ حقوقهم اللغويه والثقافيه ولعنصريتكم حسبنا الله ونعمة الوكيل اليه المشتكي واليه المصير,Racism
263,الم يصلك خبر الاصلاحيين طالبوا ببعض الحقوق تم اغتصابهم ووضعوا في السجون وسلط عليهم اقسي انواع العذاب انك تعيش كوكب اخر,not racism
264,انت شخص مش تافه لدرجه واطيه جدا بحطك فيها علي مستوا صرصور قطوش,not racism
265,توافق وعباس ونباحه يطالبون بعمليه عاصفه غضب ضد غزه كلمه جميل مصالحه جميله واقع تيار يريد التحرير واجلاء الصهاينه كامل من فلسطين وتيار سماسره وعبيد ومنسقين امنيين,Racism
266,كول هواك مامنشتغل مع كلبك بشار,not racism
267,"السيسي الامام الغالب المتغلب تجب طاعته محاربه الخارجين الجماعه وذلك تحقيقا لقول رسول لله صلي لله وسلم تسمع وتطيع للامير ضرب ظهرك, واخذ مالك فاسمع واطع",not racism
268,لاحول لاقوه الا بالله الله تقبله الشهداء اهل مصر السلام عليكم بالاخوان اخواتهم المسلمين فهم اساس فساد تخلف الدين بريء منهم الي يوم الدين,Racism
269,هييه تسعوا لناكل من طعمه اما الحقيقه ان الاستعمار الغربي والشرقي سيجتمع اي شعب ولن يثور حكامهم وولاتهم المنصبين منهم وسيتعاونون وكما نري بسوريه,not racism
270,تناخت تناشت تنازت تنابتت تنافت تناقت تنا تناجت تناطت تناحت تناكت ديزاد مان,not racism
271,جبران باسيل كلب نابح و عميل للايرانيين تهمه مصلحه لبنان مثله رءيسه ميشيل عون,not racism
272,عندما لا يغرد إلا القرد جبران باسيل,not racism
273,داك المضبب جامعو رايو لاخور ما باين دوده,Racism
274,معتوه يحاول استثمار العنصريه اجل الفوز الشخص اجر قطعه ارض منهاتن نيورك للقذافي زيارته لتلك المدينه اجل نصب فيها خيمته واليوم هو يتنكر للعرب والمسلمين,Racism
275,رءساء العرب والمسلمين اصبحوا جاريات لامريكا اسراءيل,Racism
276,بكرا راح الدوله الاسلاميه تسحق عملاء المخابرات السعوديه جيش الزعران وكتاءب اللصوص يالله يادوله الاسلام مزقي اشلاء الخونه,not racism
277,بمثل مافعل الصهاينه بفلسطين وبكذبه المقاومه والممناعه وهمو الجبههالاولي لاسراءيل اعرف وو عندي احساس داءما بما تقوله وتدعيه الانظمهالجيوش الصهيونيه الجيش الصهيونيالسور كله كذب,not racism
278,جراءم ايران ومجاز عملاء ايران الدول العربيه حقد طاءفي وصفوي دفين ايران ضد عربي مسلم,not racism
279,انتم تقولون دائما ان الله الخالق لان يجب عليه ان يكون خالق للاشياء اذا الخالق وجدنفسه,not racism
280,ربي العالمين كبير وسوفه تندموت جميعكم ولن نسامحكم خزلاننا الدول المنكوبه والمفجوعه والمشرده اين اتنم سوريا الجريحه او الرهينغيا او العراق او فلسطين والقدسها الشريفه اين انتم اليمن والاهلها اين انتم يامخنثون حقوق العرب اما القطري عديم الشرف تكون ايران شريفه وهي دمرت وقتلت وابادات الشعب العراقي والسوري تكون شريفه وهي مجرمه وقاتله تشارك قتل السوريين واليمنيين والعراقيين ولبنانيين وكل يقول انه سني حسبي الله ونعم الوكيل عليكن وعلي اجتماعكن انتم انتم بلا شرف او كرامه او نخوه انتم بلا اخلاق,Racism
281,عوي كلب السعوديه دايسين راسك وراسك حمار معلمينك حمار ولاك خنزير,Racism
282,سنرقص فرحا عندما تقصف اسراءيل ايران بالغازات السامه السام والكيماوي ولكلور وسنوزع الحلوي بالشوارع عندما تطلق اسراءيل قنابلها النوويه علي قم وطهران,Racism
283,كول هوا مره تانيي وحلوا على طيزو وطيزنا ومقلعين شوكنا باءيدينا ه ملا صرمايه,not racism
284,اترك بلدنا فنحن لا نريدكم ايها العرب,Racism
285,لماذا تريدون البريد الالكتروني الزفت الالكتروني انتم اغبي من خلق الله,Racism
286,انتي عم تحكي نص لسان ام نص لسان روحي انطمي,not racism
287,مقارنه محلها ايران تصنع كل شيء تقريبا العرب الخليج يصنعوا دراجه هواءيه لحد فكيف تتوقعون منهم صنع سلاح نووي,not racism
288,سلاله الخنازير ارتسمت على ملامح وجوه ال سعود,Racism
289,روسيه ودشاديشها يعني جيش روسيه جيش ايران اوامرها دشاديشها وطبابيلها الشبيحه ومرتزقه البراميل يصفقون مع الدب الروسي فهمت اشرح مره ثانيه,Racism
290,زين ملفك تختلف عنه بالصفه فقطه فهو اامير وانتي مرتزق وكلاكما كشهاب الدين واخيه,Racism
291,انتم تصدرون بترول العرب وامواله لليهوذ وتتكلم وتنتقذ تركيا اما اليهوذي الذي يدعي ان المقاومه يحير,Racism
292,تدخل ميزانيات دول شعوبناالعربيهالمحكومهمن جيوب عملاء يافواز,not racism
293,حاجي تحريض. ؟ ام نص لسان,not racism
294,وين دول الخليج الجربانه دوله متخمه بالاموال تسسقبل اللاجءين الا الفلوس للسلاح القتل الله البصق على ملوك امراء دول الخليج حرام لانه البصقه ممكن تتنجس منهم حول قوه الا بالله,Racism
295,انتم تصدرون بترول العرب وامواله لليهوذ وتتكلم وتنتقذ تركيا واسرائيل اما اليهوذي يدعي ان المقاومه يحير,Racism
296,عندما يسقط هذا النظام الملكي الهاشمي تسقط دويله اسراءيل,Racism
297,ريتو ستميت عمرك ان تجوزت او ان ما تجوزت خرا عاللي بتتجوزك عاللي بيعجبو هيك حكي,not racism
298,انتم منبع الدجل والخداع والكذب الشعوب وعلي المسلمين باسم الاسلام فرق بينكم وبين اعداء الله شء لا يصدق الا السفيه ابتغي متاع الدنيا عقيدتكم دين دين الزرادشه,not racism
299,واين مسلمين البترول منه او حتى يمدوه لاسيادهم اليهوذ,Racism
300,ساءق التاكسي يقل ناش زوجته فقد التحكم السياره اصول عربيه مواليد جمهورية مصر العربيه,not racism
301,فديو : كليب جديد لقزم جبران باسيل يصف نبيه بري بلبرعوت وبدو يكسرو راسو,not racism
302,المالكي : كلب كلب وماتخفي صدوركم اكبر,not racism
303,المصيبه ان الشخص كان بعثي بس بمذاق اخواني قطري يخرب بيتك عفلق الاشكال الي تركتها,Racism
304,سلاله انفلونزا الخنازير ارتسمت على وجوه ال سعود,Racism
305,الاعرابي التكفيري يظن انه من يختار الديانه لغيره الكورد يءمنون بحريه الاديان والمذاهب اما انتم الاعراب فقد شوهتهم الاسلام,Racism
306,ليش يللي متلك ما يعتبروا شعب واحد انضبي ام نص لسان انتي حكي بتعرفي تحكي وبدك تغردي كمان انضبي,not racism
307,تدخل سافر في ميزانيات شعوبناالعربيهالمحكومهمن عملاء يافواز,not racism
308,الحقيره تروج للعنصريه والكذب هالمجنسين الحثاله واين ال الكرام بلدكم استعمر الاتراك بشاره وتميم الخانع المنبطح لاردغان وعزمي بشاره خايف,Racism
309,العما بقلبك قديش بتحب بلبهدله وءام وهاب انت حقير وكلب وشرشوح وانت في قمه جبل الزباله حقير حقير حقير,not racism
310,شو بيعملوا السوريين اوروبا والمخيمات جايين رقص وشيشه وطلب لجوء انا اتكلم عن الشباب لماذا تذهبوا تدافعون عرضكم وارضكم جبناء لماذا تتركون ارضكم للمجوس الرحمه الشهداء والعزه والقوه والنصر للرجال يدافعون بلادهم,Racism
311,الجزيره اكلوا تراب السعودية بموضوع ترامب رجعوا لسيدهم السابق سعود القحطاني,not racism
312,عوي كلب السعوديه دايسين راسك حماره وراسك معلمينك ولاك خنزير,Racism
313,السعوديه والبحرين وقطر والامارات الصهاينه موللوه اخطاو الحساب وليس حفتر المرتتزق,Racism
314,تذكر في المقاله على انه مثلي الجنس علانيه لماذا قاءمه الفءه,not racism
315,دعك امريكا ايها الشعب الفلسطيني لاخير لاهله ويسكن دول داعمي ارضه صمته خير وسكوته افضل,not racism
316,الم لم يصلك خبر الاصلاحيين طالبوا ببعض الحقوق تم اغتصابهم السجون وسلط عليهم اقسي انواع العذاب ام انك تعيش كوكب اخر,not racism
317,ستري تصويتهم الاعوج ولن سيقودون الاسد لان المجرم الصهيونيللمحاكم الجنايات الدوليه سيدينونه ولان حاميحدود الصهاينه والثوره ستقوده للمحاكمه ورغم مجلس الامن الاستعماري,not racism
318,نديم دندول نديم قطيش اعلامي لبناني منشوراته وحلقاته تطبيل لبني سعود ، لذلك كول هوا,not racism
319,القلاقل والفتن والمذابح قامت ايران وحلفاءها المعتقد النظام الصفوي بتنفيذها لبنان ذبح الفلسطينيين ايدي حركه امل والعراق حرب الخميني وبقيه بلاد المسلمين بدات تعود عليهم بالوبال,not racism
320,بمثل مافعل الصهاينه بفلسطين وبكذبه على المقاومه والممناعه وهم الجبههالاولي لاسراءيل اعرف ووي عندي احساس داءما تقوله وتدعيه الانظمهالجيوش الصهيونيه الجيش الصهيونيالسور كله كذب,not racism
321,لانه مافيه ارجال كلهم حكام خونه وكل الزعماء العرب عملاء بالوراثه,not racism
322,القلاقل والمذابح قامت ايران وحلفاءها المعتقد الصفوي بتنفيذها لبنان ذبح الفلسطينيين ايدي حركه امل والعراق حرب ايران الخميني وبقيه بلاد العرب المسلمين بدات تعود عليهم بالوبال,not racism
323,قناه المنار صدق تحدثت السيطره جرود عسال الورد تتحدثون سيطره جيش النظام عليها وهي في البلده وليست الجرود,not racism
324,لعنه الله وءام وهابي الله يذللك لانك انسان مفتري كذاب طالع بادك شي ما الا تعوي,not racism
325,الاسلام القتل الفساد الظلم الفقر التخلف الخرافه,not racism
326,فديو جديد لقزم جبران باسيل يصف الرئيس نبيه بري بلبرعوت ، وبدو يكسرو راسو,not racism
327,بدي اشوف وين وح تصفي شيخ النور انت وكراكيعك اذا طلعت روسيا من سوريا عليم انشاء الله اهل درعا يحتلو الشام ويربطوك انت ونورياتك بجبل قاسيون,Racism
328,الكاتب يبدو ان لديه عقده اسمها ايران لقدت صدع رءوسنا والتي تجعله يريد ان يبرر فشل السياسات العربيه بنظريه المءامره الايرانيه يخترعها عقله الطاءفي,not racism
329,رءساء الدول العرب اصبحوا جاريات لامريكا اسراءيل,Racism
330,لاحوله قوه الا بالله العظيم والله ان كنفكر نشري بقره ونستافذ تفو كمامر,not racism
331,سيخسر المعركه الاعراب واسواقهم وبورصاتهم يكفي 100 صاروخ ايراني الصنع لتدمير الاقتصاد الاعرابي,not racism
332,لماذا تهاجم وتنتقد الاسلام والمسلمين فقط ؟ لماذا لاتنتقد المسيحيه والاديان الاخري,not racism
333,نصف الشعوب العربيه تذبح يد ايران وبشارالاسد النصيري الميلشيات الشيعيه العراقيه واللبنانيه يقودها حسن زميره والروسيه تقود الحروب الصليبيه والنصف الاخر تكمل اسراءيل,not racism
334,لانه العرب مافيه ارجال كلهم خونه الزعماء العرب كلهم عملاء بالوراثه,not racism
335,ساءق سيارة أجرة التاكسي يقل ناش زوجته فقد التحكم السياره اصول عربيه مصر العربيه,not racism
336,صح هذا الخبر فخيرا فعلوا دابوا طعن العرب والمسلمين ظهورهم حقدهم القومي والعنصري حدود لا مكان لابناء اسراءيل الثانيه ارض العرب والمسلمين,not racism
337,"كول هوا صرمايه السيد تاج راسك وراس رءساء العرب الانذال المتخاذلين, ولك ايها السيد انت كنت",Racism
338,وصنعتها االموسادوكلما عندما شعرواا بسقوط حكام اليهود مصر والامه,not racism
339,هنيءا لحكام السعوديه بشعبهم الجبان المخدوع انصحكم انتم ان تابعوا غانم الدوسري اليس,Racism
340,حسبنا الله ونعم الوكيل اللهم عليهم اجمعين الله رينا يقطع اشلاءكم بتقطعوا ارزاق الناس خنازير كلاب,not racism
341,الكلب السوري المتلك بيحب يحس حالو ضيع للاسف انت كلب بشار وحسن بك حارس رقم,Racism
342,انتم تصدرون بترول العرب كله وامواله لليهوذ وتتكلم باسمه وتنتقذ تركيا اما اليهوذي يدعي المقاومه يحير,not racism
343,يستاهلون العبيد اللي رضوا انو يكون السيد رءيس السيسي كالحرباء يتقلب مصالحه,Racism
344,يستطيع الانسان المدعو الله تعالى ان يكون ماديا,not racism
345,للاسف ياقناه الجزيره اصبحتم بعيديين الحياديه في تقاريركم الاخباريه فقط وتابعين لعده دول اذكرها لانكم تنشروا تعليقي,not racism
346,كانا في المسكنين يتعلمون يقتلون النساء الاطفال حت يبغثهما الموت او يقتلا امرءه طفلا حال شهداء سيدخلهم علماء ال سعود الي الجنه,not racism
347,الكلاب اللبنانيين يداهمون مخيمات بلدة عرسال للاجءين النازحين السوريين كلاب وستبقون كلاب,Racism
348,انه لا استغرب انها ارض السحره والمنفقين,Racism
349,هنيءا هنيئا لحكام الكره السعوديه بشعبهم الجبان المخدوع انصحكم تابعوا غانم الدوسري اليس,Racism
350,وقتل اكثر من 74 جنديا سعوديا الحدود اليوم برصاص القبايل و9 ماتوا باختناق شده الحر وكثافه الغبار,not racism
351,اما يكن عميل لبريطانيا لاعتقلوه تسمي جنوب افريقيا اي استعمار الانجليزوامريكا خايف يتوجون بشار الاسدالصهيوني والسيسي بتاج,Racism
352,وليد بيك انت الجزمه ، ، ونحنا جريك شعارات الحزن التقدمي,not racism
353,الحقيره تروج للعنصريه والكذب هالمجنسين الحثاله واين ال سعود الكرام بلدكم استعمر الاتراك وتميم الاسد الخانع المنبطح لاردغان وعزمي بشاره خايف,Racism
354,زين ملفك تختلف عنه بالصفه والشكل فقط فهو اامير وانت مرتزق وكلاكما مجرم كشهاب الدين واخيه,Racism
355,وانشا حنا مسلمين كلاب اس هادا اشي كيعلوا اولادنا مسلمين. الله يخليكم بالخلي,Racism
356,انتم منبعه الدجل والكذب الشعوب وعلي المسلمين باسم الاسلام فرق بينكم وبين اعداء الله شء يصدق الا السفيه ابتغي بذلك متاع الدنيا عقيدتكم دين دين الزرادشه,not racism
357,استغرب كلب كلاب من عرب الشمال المهاجرين قمع اوطانهم وبعدين يجي يحاضر علينا كالعاهره تحاضر الشرف ياعزيزي الحكام بشار الحمار,Racism
358,يلعنك يا تيس اليوم وبالليل بتتحول خنزير,not racism
359,يلعن قطر وحكام قطر لان لعنهم لقطر مثل لعن اسراءيل,not racism
360,خنزير فطس كلب كلاب الشيعه ساند الروافض اسمه ايران ايران خميني عمر كرامي الرافضي,not racism
361,عقبالك تتشرد كلب ولكك انقبر ولا سد بوزك,not racism
362,شكرا قطر اهلا و سهلا باميرها الشيخ تميم بن حمد ال ثاني حفظه الله رغم انفك التافه انت,not racism
363,كلب سوري جربان بيت حريري اصحاب ايادي بيضاء مدينه طرابلس مش ايدي ملطخه ايديهم بالدماء والمجازر والقتل وتفجير المساجد كلب النظام سوري,Racism
364,الزناديق يقومون بتغطيهه ال جنبلاط المرتدين و الناكثين لديننا تناصر الباطل فهو سيبقي باطل,not racism
365,سوري وعم تطاول اسيادك ولك انتو بتستحو كلب صرصور هربتو بلدكن اقلو نسوان وراحوا رجالنا من اللبنانيي نضفوا وراكن جربان,Racism
366,بغض النظر كلهن كلاب الامارات وصلت للاسد شحنات غاز كيماوي قطر الاقل كانت تعطينا صواريخ مضاد طيران بال بتضل تركيا يلي جابتنا كتاف بالاخر,Racism
367,شكرا المشاركه خري مفتي السعوديه ليلحق حسوني سوريا ليلحق البوطي ليلحق العرعور,not racism
368,ينقص بيروت قمامه سوريا ولن تاتيها قمامه قطر,Racism
369,شكرا قطر الخير ، وهيدي الك معفن,not racism
370,لماذا يتم حراسه الصفحه بحماسه وخوف شديد العديد الاغبياء يروا شيءا مثلها,not racism
371,لماذا تركب على ديك دان براون بشده تعديل اجريته وليس حقيقه يرجي الرجوع تغيراتك,not racism
372,ازاله التخريب لهذه الشريحه الغبيه تحكم البشر سيتم التحكم الروبوت فقط القله المرموقه ستكون قادره الحصول على الشريحه تكن قادرا شراء طعام مشروب ومتلكات ارض الخ عناء تسجيل الدخول لقيام بذلك تخريبا واضحا واضحا جادا يكن درايه جيده بعمل الجهاز العصبي البشري,not racism
373,المغرب ملكها واحد خاين بالوراثه ولد كلب زي والده وجده,Racism
374,مهو الشراميط تتناك وتجبلنا بنات متناكين زيك يوجعوا اللي في دماغنا كسمين ال ملقكيش كسمك,not racism
375,شراميط اسكندريه شراميط صلاح سراج الدين الشراميط مبتسترجلش خالد منتصر يشعل تويتر,not racism
376,يعني عرص يا خول كوره قدام عينك شد زقه للواد حكم الفار فين مشغل ايه ده اعمي هيشوفها,not racism
377,اي معك حق بحياتي ما شفت في حدا بيحب تنمسح بكرامتو الارض قدها ديما الواطيه,not racism
378,منرجع منقلك انك بتنقبري و بتقولي سماحه السيد,not racism
379,انطري على السيده ليحكي بعدين كبي قرفك حيه,not racism
380,ريت يكمشوكي ويلفوكي بعلم بلدك الاصلي يعني الاسراءيلي الله احلاها يسحبوكي شعرك الطويل ويمسحو على فيكي الارض,not racism
381,ايا شريف بهالبلد يخلعها قتلي ويخرق اختا بالقتل ويحط صوره السيد القائد وعلم الحزب راسها على قريبي علينا خنزيري,not racism
382,صح السيد حامي شرفك بس لح نوصلو للسيد انه مش ضروري يحمي شرفك لان انتو بلا شرف تفووو شرفك ديما الواطيه,not racism
383,اصلا مجرد دعمك للثوره جبتيها ارض انتي اول من مصدر للشبهه اصلا سيسرينا وخففي عيشان,not racism
384,بدك تطاولي السيد انشر الخبر تبعك الخاص بيكي واذا حدا الضاحيه بروح بيعملك اتلي,not racism
385,صرمايه السيد اشرف من الحقيرين المتفلتين منه اخلاقيا امثالك سدي بوزك وانضبي,not racism
386,يوم بقلك يا خفيفي حمرنه هيدي المره بدي قلك تحمرني متل مابدك السيد نصرالله ثقتنا,not racism
387,ولك استحي بقي ما في عا لسانك الا سوريا,not racism
388,كلكم كانوا منافقين هلق تجي قطر تعطيكم بتصيروا لاجئين كلكم تركعوا لتميم قرطه نصابين,not racism
389,كلب وانت كلب لا اكثر ، وبن زايد سيد الكلاب وزايد كبيركم,not racism
390,للامانه احيانا ينتابني شعور بالتقييء والقرف عندما ياتي اسمكم مخيلتي معالي الوزير ، خصوصا عندما استذكر اللغه,not racism
391,وانت ياحمار لازم كمان تعرفو انك انت ومعلمك الهبيله انو صرمايت لصغير بيت الحريري ابتسوي رقبتكون افهمت برجع بعيد سدو لنيعك ياحقير,not racism
392,قوم رجاع حضن الوطن دافع عنه السيد الرءيس الدكتور المهندس الراءد الركن المظلي الفارس الفارس الذهبي انبطاحي قوم,not racism
393,يخرج ال سعود المدعمين للدكتاتوريه البلدان العربيه الغنية الغنية باموال فقراء حزيره العرب يخرجو سالمين وسترون المستقبل,not racism
394,عثامنه : مشغول حاليا بامن بلده اسراءيل,not racism
395,قله الدين لاحول قوه الا بالله حرام الجهر بالمعصيه ادا بتلتم فستتر شنو لفاءده علمو ولداتنا وشبابنا كفاش حرام احقق احلامهم ووصلوا المستوي لعيش عيشه فالمستوي تفو الله يغبركم,not racism
396,مابقاش في عرس حلاقي الاسواق كلها بدو يلغا بالغاه كلاب الضاله,not racism
